gentime,NeAnc,td,lambda,sampn,data,Model,scheme,Neh,Nec,lnL,AIC_cons,Neh_change,Nec_change,T,lnL_change,AIC_change,delta
g3,n10e4,td100,l99,n50,rad10k,Constant,t0,9958.66034,9958.66034,-10364.44767,20730.89534,9965.942926,3640.378218,59.30237249,-10364.16891,20734.33782,-3.44248
g3,n10e4,td100,l99,n50,rad10k,Constant,t0,9781.23179,9781.23179,-10198.37001,20398.74001,9781.885269,8557.217029,58.69977743,-10198.36754,20402.73509,-3.99508
g3,n10e4,td100,l99,n50,rad10k,Constant,t0,10016.79891,10016.79891,-10383.53831,20769.07662,10025.47405,3323.45495,59.18517498,-10383.16222,20772.32445,-3.24783
g3,n10e4,td100,l99,n50,rad10k,Constant,t0,10035.92719,10035.92719,-10517.39905,21036.79809,10046.21558,853.2569227,20.26741271,-10516.76559,21039.53118,-2.73309
g3,n10e4,td100,l99,n50,rad50k,Constant,t0,9748.865841,9748.865841,-50936.07909,101874.1582,9748.973603,9543.597817,58.63088432,-50936.07877,101878.1575,-3.9993
g3,n10e4,td100,l99,n50,rad50k,Constant,t0,9838.980409,9838.980409,-51518.27958,103038.5592,9829.602876,4999996.008,67.78485868,-51515.63728,103037.2746,1.2846
g3,n10e4,td100,l99,n50,rad50k,Constant,t0,10036.82666,10036.82666,-52320.86113,104643.7223,10029.40436,844168.5194,57.1062034,-52319.26688,104644.5338,-0.8115
g3,n10e4,td100,l99,n50,rad50k,Constant,t0,9868.236053,9868.236053,-51497.63123,102997.2625,9859.685763,4999997.238,61.16372123,-51495.46474,102996.9295,0.333
g3,n10e4,td100,l99,n50,rad50k,Constant,t0,10011.52871,10011.52871,-52075.96818,104153.9364,10009.17508,65876.73447,19.48474762,-52075.73856,104157.4771,-3.5407
g3,n10e4,td100,l99,n50,wgs,Constant,t0,9991.913937,9991.913937,-5255615.419,10511232.84,9987.197598,17575.35759,119.45608,-5255550.109,10511106.22,126.62
g3,n10e4,td100,l99,n50,wgs,Constant,t0,9967.208703,9967.208703,-5245053.942,10490109.88,9963.215155,23477.23526,99.51570984,-5244957.876,10489921.75,188.13
g3,n10e4,td100,l99,n50,wgs,Constant,t0,10047.69798,10047.69798,-5265840.663,10531683.33,10046.46468,14368.19451,99.09017826,-5265817.622,10531641.24,42.09
g3,n10e4,td100,l99,n50,wgs,Constant,t0,10039.48266,10039.48266,-5274898.22,10549798.44,10035.23521,16145.48104,110.398084,-5274855.373,10549716.75,81.69
g3,n10e4,td100,l99,n50,wgs,Constant,t0,10018.01774,10018.01774,-5251878.831,10503759.66,10021.11557,9234.904299,99.12577523,-5251877.02,10503760.04,-0.379999999
g3,n10e4,td190,l95,n100,rad10k,Constant,t0,9597.509361,9597.509361,-13277.69896,26557.39793,9556.275585,5000000,119.9202635,-13269.35214,26544.70428,12.69365
g3,n10e4,td190,l95,n100,rad10k,Constant,t0,9971.296922,9971.296922,-13897.85127,27797.70255,9922.568939,5000000,116.7871009,-13889.51731,27785.03462,12.66793
g3,n10e4,td190,l95,n100,rad10k,Constant,t0,9885.282963,9885.282963,-13744.6074,27491.2148,9824.881279,5000000,118.3944449,-13735.33701,27476.67401,14.54079
g3,n10e4,td190,l95,n100,rad10k,Constant,t0,10010.91365,10010.91365,-13713.38402,27428.76804,9995.70944,4999915.945,98.97592287,-13708.85018,27423.70037,5.06767
g3,n10e4,td190,l95,n100,rad10k,Constant,t0,10177.87765,10177.87765,-14041.53912,28085.07824,10165.40412,491127.2496,81.16313034,-14039.01298,28084.02595,1.05229
g3,n10e4,td190,l95,n100,rad50k,Constant,t0,9841.150302,9841.150302,-68171.89,136345.78,9778.507418,5000000,119.9738278,-68123.98158,136253.9632,91.8168
g3,n10e4,td190,l95,n100,rad50k,Constant,t0,10110.22975,10110.22975,-69672.02069,139346.0414,10087.31399,1630447.953,119.5927666,-69640.6592,139287.3184,58.723
g3,n10e4,td190,l95,n100,rad50k,Constant,t0,9831.156347,9831.156347,-68213.29933,136428.5987,9794.390565,5000000,99.62138659,-68182.79749,136371.595,57.0037
g3,n10e4,td190,l95,n100,rad50k,Constant,t0,10077.58052,10077.58052,-69285.21188,138572.4238,10026.39487,5000000,119.7885586,-69242.23259,138490.4652,81.9586
g3,n10e4,td190,l95,n100,rad50k,Constant,t0,10232.20584,10232.20584,-70221.6916,140445.3832,10217.22355,4999957.12,103.9110369,-70197.60494,140401.2099,44.1733
g3,n10e4,td190,l95,n100,wgs,Constant,t0,10065.81275,10065.81275,-6992086.713,13984175.43,10043.89996,5000000,118.3655024,-6988746.929,13977499.86,6675.57
g3,n10e4,td190,l95,n100,wgs,Constant,t0,10034.35737,10034.35737,-6981769.795,13963541.59,10009.96926,5000000,118.2841248,-6978338.462,13956682.92,6858.67
g3,n10e4,td190,l95,n100,wgs,Constant,t0,10029.6096,10029.6096,-6979413.281,13958828.56,10009.75575,4999963.921,118.3860234,-6976121.242,13952248.48,6580.08
g3,n10e4,td190,l95,n100,wgs,Constant,t0,10066.52567,10066.52567,-7008732.612,14017467.22,10025.30886,5000000,119.9589366,-7004686.121,14009378.24,8088.98
g3,n10e4,td190,l95,n100,wgs,Constant,t0,10054.42999,10054.42999,-6991764.489,13983530.98,10045.56169,4999426.276,116.4111146,-6988926.539,13977859.08,5671.9
g3,n10e4,td190,l95,n200,rad10k,Constant,t0,9597.467691,9597.467691,-17013.7024,34029.40479,9528.840306,139973.7943,119.9969458,-16995.58854,33997.17707,32.22772
g3,n10e4,td190,l95,n200,rad10k,Constant,t0,10155.81298,10155.81298,-17805.3642,35612.72839,10137.1563,37569.81481,112.0416168,-17799.62579,35605.25158,7.47681
g3,n10e4,td190,l95,n200,rad10k,Constant,t0,10008.08186,10008.08186,-17543.75584,35089.51168,9929.955978,107269.2542,119.9493692,-17527.92012,35061.84024,27.67144
g3,n10e4,td190,l95,n200,rad10k,Constant,t0,9859.617377,9859.617377,-17476.40467,34954.80934,9825.431559,40179.77555,112.7369793,-17469.20855,34944.41709,10.39225
g3,n10e4,td190,l95,n200,rad10k,Constant,t0,9993.755572,9993.755572,-17723.82205,35449.6441,9967.095779,33251.12171,112.595971,-17718.22386,35442.44772,7.19638
g3,n10e4,td190,l95,n200,rad50k,Constant,t0,9833.570462,9833.570462,-86600.17124,173202.3425,9801.782609,48739.89258,112.5303574,-86559.07604,173124.1521,78.1904
g3,n10e4,td190,l95,n200,rad50k,Constant,t0,9856.160759,9856.160759,-86912.35914,173826.7183,9807.949138,68591.05058,112.6638184,-86857.16071,173720.3214,106.3969
g3,n10e4,td190,l95,n200,rad50k,Constant,t0,10076.14433,10076.14433,-88134.80375,176271.6075,10038.42454,71334.95853,112.4999825,-88082.5856,176171.1712,100.4363
g3,n10e4,td190,l95,n200,rad50k,Constant,t0,10112.22941,10112.22941,-88771.12882,177544.2576,10073.06627,63764.09403,112.4855669,-88722.14894,177450.2979,93.9597
g3,n10e4,td190,l95,n200,rad50k,Constant,t0,10226.31419,10226.31419,-89347.43876,178696.8775,10185.66715,64490.92162,114.6032424,-89297.80357,178601.6071,95.2704
g3,n10e4,td190,l95,n20,wgs,Constant,t0,10022.30106,10022.30106,-3421011.08,6842024.161,9999.0068,5000000,119.8417933,-3420694.489,6841394.977,629.184
g3,n10e4,td190,l95,n20,wgs,Constant,t0,10049.15769,10049.15769,-3418413.883,6836829.766,10038.06238,156395.9502,87.99816519,-3418336.807,6836679.615,150.151
g3,n10e4,td190,l95,n20,wgs,Constant,t0,10054.75798,10054.75798,-3436162.591,6872327.182,10027.55837,5000000,119.9124845,-3435730.743,6871467.485,859.697
g3,n10e4,td190,l95,n20,wgs,Constant,t0,10024.04102,10024.04102,-3420075.624,6840153.248,10001.49371,5000000,119.8223562,-3419781.207,6839568.415,584.833
g3,n10e4,td190,l95,n20,wgs,Constant,t0,10073.58089,10073.58089,-3436786.506,6873575.013,10046.67061,5000000,119.9093894,-3436363.713,6872733.426,841.587
g3,n10e4,td190,l95,n50,rad10k,Constant,t0,9614.107585,9614.107585,-10163.23139,20328.46277,9513.249053,5000000,119.6647233,-10156.45071,20318.90142,9.56135
g3,n10e4,td190,l95,n50,rad10k,Constant,t0,9884.990995,9884.990995,-10468.62698,20939.25395,9786.286692,5000000,119.657815,-10462.02855,20930.05711,9.19684
g3,n10e4,td190,l95,n50,rad10k,Constant,t0,9984.462269,9984.462269,-10564.69595,21131.39191,9961.130963,5000000,119.8958366,-10562.65645,21131.31291,0.079
g3,n10e4,td190,l95,n50,rad10k,Constant,t0,10004.82006,10004.82006,-10444.66012,20891.32024,9984.920717,5000000,116.9183179,-10442.91691,20891.83382,-0.51358
g3,n10e4,td190,l95,n50,rad10k,Constant,t0,10173.9577,10173.9577,-10704.96498,21411.92995,10153.33794,5000000,119.9792341,-10703.13808,21412.27616,-0.34621
g3,n10e4,td190,l95,n50,rad50k,Constant,t0,9811.793851,9811.793851,-51758.30753,103518.6151,9773.572381,5000000,119.2946977,-51743.54478,103493.0896,25.5255
g3,n10e4,td190,l95,n50,rad50k,Constant,t0,10121.61933,10121.61933,-53116.66782,106235.3356,10069.91479,5000000,119.9632144,-53098.08245,106202.1649,33.1707
g3,n10e4,td190,l95,n50,rad50k,Constant,t0,10219.9863,10219.9863,-53500.51294,107003.0259,10180.53793,5000000,119.9937229,-53485.74796,106977.4959,25.53
g3,n10e4,td190,l95,n50,rad50k,Constant,t0,9841.496599,9841.496599,-51892.00901,103786.018,9747.616336,5000000,119.6472315,-51860.49755,103726.9951,59.0229
g3,n10e4,td190,l95,n50,rad50k,Constant,t0,10096.59684,10096.59684,-52841.57952,105685.159,10058.92283,5000000,113.0277316,-52827.87475,105661.7495,23.4095
g3,n10e4,td190,l95,n50,wgs,Constant,t0,10029.94644,10029.94644,-5307168.311,10614338.62,9993.985592,5000000,119.7951021,-5305769.627,10611545.25,2793.37
g3,n10e4,td190,l95,n50,wgs,Constant,t0,10070.5863,10070.5863,-5329449.759,10658901.52,10018.58229,5000000,119.9961373,-5327563.502,10655133,3768.52
g3,n10e4,td190,l95,n50,wgs,Constant,t0,10036.4151,10036.4151,-5315819.755,10631641.51,9992.416868,5000000,88.44387146,-5314397.15,10628800.3,2841.21
g3,n10e4,td190,l95,n50,wgs,Constant,t0,10060.55042,10060.55042,-5334047.059,10668096.12,10009.41686,5000000,119.9959127,-5332184.392,10664374.78,3721.34
g3,n10e4,td190,l95,n50,wgs,Constant,t0,10066.6263,10066.6263,-5327111.328,10654224.66,10018.99402,5000000,88.53444377,-5325578.479,10651162.96,3061.7
g3,n10e3,td100,l99,n100,rad10k,Constant,t0t120,473.2341961,473.2341961,-2363.516897,4729.033794,718.7279621,244.1014661,118.5483452,-2350.286778,4706.573556,22.460238
g3,n10e3,td100,l99,n100,rad10k,Constant,t0t120,410.3541134,410.3541134,-2282.006419,4566.012838,676.1407733,198.9020488,119.9932455,-2264.615379,4535.230759,30.782079
g3,n10e3,td100,l99,n100,rad10k,Constant,t0t120,393.1479034,393.1479034,-2339.325624,4680.651249,704.8230661,177.0658836,119.943875,-2317.018007,4640.036014,40.615235
g3,n10e3,td100,l99,n100,rad10k,Constant,t0t120,386.8366958,386.8366958,-2122.929729,4247.859459,591.3727605,141.6859919,72.71213723,-2109.311039,4224.622079,23.23738
g3,n10e3,td100,l99,n100,rad10k,Constant,t0t120,396.1263599,396.1263599,-2196.313603,4394.627206,496.7030769,282.7072271,119.9950789,-2192.500388,4391.000776,3.62643
g3,n10e3,td100,l99,n100,rad50k,Constant,t0t120,388.7032164,388.7032164,-12359.68155,24721.3631,639.3302458,201.4332002,119.2472376,-12278.005,24562.01,159.3531
g3,n10e3,td100,l99,n100,rad50k,Constant,t0t120,416.4708698,416.4708698,-11683.16942,23368.33885,673.0017741,213.8973112,119.9925095,-11607.71818,23221.43636,146.90249
g3,n10e3,td100,l99,n100,rad50k,Constant,t0t120,426.8188168,426.8188168,-12493.25849,24988.51698,723.7119611,205.9563937,119.6675709,-12398.83001,24803.66003,184.85695
g3,n10e3,td100,l99,n100,rad50k,Constant,t0t120,438.6024486,438.6024486,-12224.00233,24450.00467,712.2227249,220.348862,119.9977012,-12143.5003,24293.00059,157.00408
g3,n10e3,td100,l99,n100,rad50k,Constant,t0t120,433.2220782,433.2220782,-12078.85586,24159.71172,683.7009023,226.3199635,119.9264528,-12006.74188,24019.48377,140.22795
g3,n10e3,td100,l99,n100,wgs,Constant,t0t120,425.2032898,425.2032898,-1223791.446,2447584.892,683.8797755,218.1869245,119.2266371,-1216066.966,2432139.931,15444.961
g3,n10e3,td100,l99,n100,wgs,Constant,t0t120,421.4869116,421.4869116,-1219172.176,2438346.353,676.6961936,218.7773629,119.9784307,-1211540.335,2423086.669,15259.684
g3,n10e3,td100,l99,n100,wgs,Constant,t0t120,439.3533618,439.3533618,-1217461.067,2434924.134,698.7722415,226.8460082,119.9784778,-1209970.804,2419947.608,14976.526
g3,n10e3,td100,l99,n100,wgs,Constant,t0t120,413.200007,413.200007,-1200136.133,2400274.267,664.3230112,213.6336695,119.9971771,-1192467.842,2384941.684,15332.583
g3,n10e3,td100,l99,n100,wgs,Constant,t0t120,420.7595057,420.7595057,-1202142.39,2404286.78,642.1520393,233.41004,119.9770347,-1196083.915,2392173.83,12112.95
g3,n10e3,td100,l99,n200,rad10k,Constant,t0t120,363.3793076,363.3793076,-2864.709711,5731.419423,516.5479393,227.3064823,119.9999918,-2851.537075,5709.074149,22.345274
g3,n10e3,td100,l99,n200,rad10k,Constant,t0t120,460.3080637,460.3080637,-3058.787135,6119.574269,703.2269523,254.4521244,119.9725758,-3039.9752,6085.9504,33.623869
g3,n10e3,td100,l99,n200,rad10k,Constant,t0t120,385.6661905,385.6661905,-2947.282104,5896.564208,616.877983,208.7063416,119.9983368,-2925.793731,5857.587463,38.976745
g3,n10e3,td100,l99,n200,rad10k,Constant,t0t120,373.8796804,373.8796804,-2816.553803,5635.107607,614.0061165,194.42749,119.9999665,-2793.168632,5592.337263,42.770344
g3,n10e3,td100,l99,n200,rad10k,Constant,t0t120,397.6831826,397.6831826,-3044.851355,6091.702709,656.0883188,207.4499109,119.9988827,-3021.019175,6048.038351,43.664358
g3,n10e3,td100,l99,n200,rad50k,Constant,t0t120,376.2751148,376.2751148,-15171.69395,30345.3879,605.9971239,205.6730685,119.9995461,-15063.36102,30132.72203,212.66587
g3,n10e3,td100,l99,n200,rad50k,Constant,t0t120,399.6481781,399.6481781,-16232.50082,32467.00164,656.4029551,212.9371471,119.9997048,-16112.31428,32230.62856,236.37308
g3,n10e3,td100,l99,n200,rad50k,Constant,t0t120,372.7190025,372.7190025,-15970.29549,31942.59098,585.5198347,212.1196571,119.9903565,-15869.52172,31745.04343,197.54755
g3,n10e3,td100,l99,n200,rad50k,Constant,t0t120,401.580468,401.580468,-15506.27956,31014.55912,642.2446023,219.2431676,119.9996997,-15399.26462,30804.52924,210.02988
g3,n10e3,td100,l99,n200,rad50k,Constant,t0t120,408.3565671,408.3565671,-15837.1475,31676.295,649.1274593,224.1823349,119.9994997,-15731.83035,31469.66069,206.63431
g3,n10e3,td100,l99,n20,wgs,Constant,t0t120,880.3126959,880.3126959,-563308.4996,1126618.999,956.8090493,277.8811438,119.9308376,-561932.4227,1123870.845,2748.154
g3,n10e3,td100,l99,n20,wgs,Constant,t0t120,841.304892,841.304892,-562449.2629,1124900.526,950.5019849,203.2653273,119.9900971,-559919.6057,1119845.211,5055.315
g3,n10e3,td100,l99,n20,wgs,Constant,t0t120,883.2068372,883.2068372,-567871.0745,1135744.149,965.9065068,236.6774722,107.5813016,-566278.6746,1132563.349,3180.8
g3,n10e3,td100,l99,n20,wgs,Constant,t0t120,845.0103972,845.0103972,-574438.1575,1148878.315,977.3530796,171.7548931,119.9836537,-570832.2032,1141670.406,7207.909
g3,n10e3,td100,l99,n20,wgs,Constant,t0t120,866.0156182,866.0156182,-575240.0184,1150482.037,977.5237584,201.682041,119.7793929,-572563.3273,1145132.655,5349.382
g3,n10e3,td100,l99,n50,rad10k,Constant,t0t120,532.5471404,532.5471404,-1671.763769,3345.527538,761.5585403,240.0046296,119.9978608,-1663.351735,3332.703469,12.824069
g3,n10e3,td100,l99,n50,rad10k,Constant,t0t120,521.3079618,521.3079618,-1765.462495,3532.924989,775.5634562,223.4791129,119.9963714,-1755.255792,3516.511584,16.413405
g3,n10e3,td100,l99,n50,rad10k,Constant,t0t120,442.4350799,442.4350799,-1599.739086,3201.478172,761.7653396,156.3674576,119.998691,-1582.883256,3171.766511,29.711661
g3,n10e3,td100,l99,n50,rad10k,Constant,t0t120,513.5846824,513.5846824,-1744.850671,3491.701342,829.312556,189.0137628,119.9979233,-1729.901455,3465.802909,25.898433
g3,n10e3,td100,l99,n50,rad10k,Constant,t0t120,448.1654693,448.1654693,-1625.339207,3252.678414,519.2105099,84.33674931,13.90993113,-1623.732764,3253.465529,-0.787115
g3,n10e3,td100,l99,n50,rad50k,Constant,t0t120,496.5255483,496.5255483,-9225.580422,18453.16084,768.3373884,219.4860506,119.9999774,-9172.235893,18350.47179,102.68905
g3,n10e3,td100,l99,n50,rad50k,Constant,t0t120,529.1452794,529.1452794,-8716.614437,17435.22887,784.313491,230.2040871,119.9721164,-8667.373279,17340.74656,94.48231
g3,n10e3,td100,l99,n50,rad50k,Constant,t0t120,529.1341122,529.1341122,-9370.300224,18742.60045,877.5931338,188.2882583,119.7725206,-9286.188634,18578.37727,164.22318
g3,n10e3,td100,l99,n50,rad50k,Constant,t0t120,529.4132015,529.4132015,-9058.821102,18119.6422,870.7368275,189.5777479,119.9894764,-8977.609691,17961.21938,158.42282
g3,n10e3,td100,l99,n50,rad50k,Constant,t0t120,530.6900878,530.6900878,-9037.695921,18077.39184,807.9894023,221.7188623,119.985766,-8981.739394,17969.47879,107.91305
g3,n10e3,td100,l99,n50,wgs,Constant,t0t120,525.9428104,525.9428104,-896099.3269,1792200.654,772.1265775,239.8513066,119.750572,-891587.2562,1783180.512,9020.142
g3,n10e3,td100,l99,n50,wgs,Constant,t0t120,523.8329531,523.8329531,-908238.7042,1816479.408,832.8295415,203.2891554,119.9996592,-901355.3682,1802716.736,13762.672
g3,n10e3,td100,l99,n50,wgs,Constant,t0t120,517.5370294,517.5370294,-894939.143,1789880.286,777.3657041,226.1653138,119.6674989,-889851.5961,1779709.192,10171.094
g3,n10e3,td100,l99,n50,wgs,Constant,t0t120,514.9200492,514.9200492,-914595.3963,1829192.793,822.2310246,202.2329499,119.7315761,-907822.5708,1815651.142,13541.651
g3,n10e3,td100,l99,n50,wgs,Constant,t0t120,556.2396846,556.2396846,-904957.1207,1809916.241,818.8084007,237.5364521,119.8986765,-899863.2754,1799732.551,10183.69
g3,n10e3,td190,l95,n100,rad10k,Constant,t0t120,534.6306131,534.6306131,-2410.78199,4823.56398,651.2380078,349.4615136,91.65720195,-2407.484935,4820.96987,2.59411
g3,n10e3,td190,l95,n100,rad10k,Constant,t0t120,631.6683959,631.6683959,-2759.261978,5520.523957,838.3206464,392.4903386,118.7803718,-2752.669704,5511.339409,9.184548
g3,n10e3,td190,l95,n100,rad10k,Constant,t0t120,561.7796628,561.7796628,-2249.371955,4500.743911,695.4739827,382.1731576,119.8256591,-2245.570102,4497.140204,3.603707
g3,n10e3,td190,l95,n100,rad10k,Constant,t0t120,538.0309486,538.0309486,-2060.033762,4122.067523,588.249811,367.7983158,58.24348688,-2059.026092,4124.052184,-1.984661
g3,n10e3,td190,l95,n100,rad10k,Constant,t0t120,640.6946836,640.6946836,-2558.539114,5119.078228,728.5655502,96.58788395,10.00151261,-2555.810563,5117.621126,1.457102
g3,n10e3,td190,l95,n100,rad50k,Constant,t0t120,520.4693115,520.4693115,-11898.16941,23798.33883,623.5561653,388.4504875,119.9523902,-11885.53373,23777.06745,21.27138
g3,n10e3,td190,l95,n100,rad50k,Constant,t0t120,578.8201979,578.8201979,-11958.17713,23918.35426,624.5885894,479.3598119,91.64915903,-11955.43504,23916.87008,1.48418
g3,n10e3,td190,l95,n100,rad50k,Constant,t0t120,594.2123343,594.2123343,-12161.41907,24324.83814,644.6908929,486.5548652,91.64056356,-12158.30154,24322.60307,2.23507
g3,n10e3,td190,l95,n100,rad50k,Constant,t0t120,609.2510982,609.2510982,-12032.54269,24067.08537,651.1615793,514.9781534,91.68969561,-12030.45435,24066.9087,0.17667
g3,n10e3,td190,l95,n100,rad50k,Constant,t0t120,602.9137586,602.9137586,-12165.9361,24333.87219,716.9080837,440.6031817,116.3374436,-12153.88738,24313.77475,20.09744
g3,n10e3,td190,l95,n100,wgs,Constant,t0t120,589.8607773,589.8607773,-1230440.051,2460882.101,675.7339295,443.2477564,102.8874994,-1229626.308,2459258.616,1623.485
g3,n10e3,td190,l95,n100,wgs,Constant,t0t120,572.4540463,572.4540463,-1230725.017,2461452.033,651.3021581,438.8383769,103.4870573,-1230001.937,2460009.873,1442.16
g3,n10e3,td190,l95,n100,wgs,Constant,t0t120,587.7562491,587.7562491,-1229722.125,2459446.251,683.5973271,451.0548266,119.8921553,-1228769.974,2457545.947,1900.304
g3,n10e3,td190,l95,n100,wgs,Constant,t0t120,576.6963875,576.6963875,-1226697.313,2453396.626,657.7130436,445.4711185,107.6533157,-1225959.37,2451924.739,1471.887
g3,n10e3,td190,l95,n100,wgs,Constant,t0t120,586.9176184,586.9176184,-1220168.061,2440338.121,653.6215473,340.4630337,45.20940701,-1219460.36,2438926.719,1411.402
g3,n10e3,td190,l95,n200,rad10k,Constant,t0t120,587.6888694,587.6888694,-3337.171568,6676.343136,696.6615644,100.6596215,13.26585526,-3329.086066,6664.172131,12.171005
g3,n10e3,td190,l95,n200,rad10k,Constant,t0t120,520.8247697,520.8247697,-3168.562137,6339.124274,585.4757108,120.3476772,11.96373285,-3163.820888,6333.641777,5.482497
g3,n10e3,td190,l95,n200,rad10k,Constant,t0t120,509.2878631,509.2878631,-2968.081159,5938.162318,603.4818729,333.7434172,80.2365462,-2963.636994,5933.273989,4.888329
g3,n10e3,td190,l95,n200,rad10k,Constant,t0t120,579.3547509,579.3547509,-3560.744471,7123.488942,748.6056622,324.872799,80.07714354,-3551.387024,7108.774047,14.714895
g3,n10e3,td190,l95,n200,rad10k,Constant,t0t120,495.5407878,495.5407878,-2696.321343,5394.642685,547.4263524,274.8743166,35.6345728,-2693.896735,5393.793469,0.849216
g3,n10e3,td190,l95,n200,rad50k,Constant,t0t120,531.3710632,531.3710632,-15737.89039,31477.78079,605.0273618,386.8834697,80.151938,-15724.78894,31455.57788,22.20291
g3,n10e3,td190,l95,n200,rad50k,Constant,t0t120,542.2088221,542.2088221,-15942.81817,31887.63635,586.9861244,166.1822004,11.48132723,-15930.22337,31866.44674,21.18961
g3,n10e3,td190,l95,n200,rad50k,Constant,t0t120,504.6649486,504.6649486,-15578.25048,31158.50096,569.6691038,421.3638301,119.8783824,-15569.51749,31145.03497,13.46599
g3,n10e3,td190,l95,n200,rad50k,Constant,t0t120,552.1389957,552.1389957,-15671.39868,31344.79736,594.1531698,165.209912,10.38768915,-15660.03264,31326.06528,18.73208
g3,n10e3,td190,l95,n200,rad50k,Constant,t0t120,555.9792902,555.9792902,-15949.02136,31900.04272,631.0719537,437.0134768,100.4489229,-15938.58032,31883.16064,16.88208
g3,n10e3,td190,l95,n20,wgs,Constant,t0t120,967.0818545,967.0818545,-572072.3457,1144146.691,974.2354049,558.3224863,31.48730617,-572057.6342,1144121.268,25.423
g3,n10e3,td190,l95,n20,wgs,Constant,t0t120,955.119778,955.119778,-567294.722,1134591.444,953.1071964,1160.707266,31.24882804,-567293.5522,1134593.104,-1.66
g3,n10e3,td190,l95,n20,wgs,Constant,t0t120,924.8102897,924.8102897,-567104.1347,1134210.269,969.0764224,412.90663,119.9051728,-566592.1922,1133190.384,1019.885
g3,n10e3,td190,l95,n20,wgs,Constant,t0t120,945.5377286,945.5377286,-568445.8126,1136893.625,968.900568,580.7469165,118.4893769,-568295.856,1136597.712,295.913
g3,n10e3,td190,l95,n20,wgs,Constant,t0t120,938.4052849,938.4052849,-564567.3576,1129136.715,950.3273872,726.0673067,119.9552807,-564529.9365,1129065.873,70.842
g3,n10e3,td190,l95,n50,rad10k,Constant,t0t120,589.4009137,589.4009137,-1516.323448,3034.646896,611.3527689,512.8758402,91.64735096,-1516.216091,3038.432181,-3.785285
g3,n10e3,td190,l95,n50,rad10k,Constant,t0t120,815.5636941,815.5636941,-2052.213153,4106.426305,1031.699339,365.5123841,119.753319,-2045.78146,4097.56292,8.863385
g3,n10e3,td190,l95,n50,rad10k,Constant,t0t120,692.0803408,692.0803408,-1800.015103,3602.030205,833.7450499,400.8457246,119.9869527,-1796.973559,3599.947118,2.083087
g3,n10e3,td190,l95,n50,rad10k,Constant,t0t120,645.9939128,645.9939128,-1631.289058,3264.578115,750.798789,382.0024065,104.803736,-1629.209293,3264.418587,0.159528
g3,n10e3,td190,l95,n50,rad10k,Constant,t0t120,887.9758665,887.9758665,-1900.078775,3802.15755,933.5521885,172.7580584,10.70225343,-1899.575376,3805.150752,-2.993202
g3,n10e3,td190,l95,n50,rad50k,Constant,t0t120,685.9418897,685.9418897,-8869.220327,17740.44065,731.4530386,565.0069308,119.919826,-8867.486117,17740.97223,-0.53158
g3,n10e3,td190,l95,n50,rad50k,Constant,t0t120,743.9765014,743.9765014,-8956.254477,17914.50895,781.193096,628.5110369,119.8724791,-8955.10546,17916.21092,-1.70197
g3,n10e3,td190,l95,n50,rad50k,Constant,t0t120,613.5154098,613.5154098,-8794.418506,17590.83701,739.9609083,382.2743104,119.9349523,-8781.901688,17569.80338,21.03363
g3,n10e3,td190,l95,n50,rad50k,Constant,t0t120,725.7956918,725.7956918,-8900.654426,17803.30885,788.6531921,539.6802009,111.7413179,-8897.327512,17800.65502,2.65383
g3,n10e3,td190,l95,n50,rad50k,Constant,t0t120,770.576255,770.576255,-9062.434792,18126.86958,879.0542655,485.631596,119.9678738,-9053.356921,18112.71384,14.15574
g3,n10e3,td190,l95,n50,wgs,Constant,t0t120,734.3845659,734.3845659,-908811.3407,1817624.681,809.0882984,480.9303466,90.503545,-908342.3596,1816690.719,933.962
g3,n10e3,td190,l95,n50,wgs,Constant,t0t120,694.7520555,694.7520555,-907510.3595,1815022.719,805.3516094,372.8881262,83.97217636,-906502.5691,1813011.138,2011.581
g3,n10e3,td190,l95,n50,wgs,Constant,t0t120,706.5602688,706.5602688,-903133.0442,1806268.088,760.6743727,387.4507612,43.9817668,-902866.7242,1805739.448,528.64
g3,n10e3,td190,l95,n50,wgs,Constant,t0t120,701.7810406,701.7810406,-909499.47,1819000.94,810.1413855,454.4445379,119.973551,-908573.8258,1817153.652,1847.288
g3,n10e3,td190,l95,n50,wgs,Constant,t0t120,710.0103023,710.0103023,-907079.0971,1814160.194,779.6632577,522.5030825,113.4350386,-906687.4003,1813380.801,779.393
g3,n10e4,td100,l99,n100,rad10k,Constant,t0t120,9401.830154,9401.830154,-20295.99676,40593.99351,9776.712155,952.3341424,57.14438616,-20275.51849,40557.03699,36.95652
g3,n10e4,td100,l99,n100,rad10k,Constant,t0t120,9320.242063,9320.242063,-20160.37047,40322.74094,9706.665124,1722.182181,108.4916476,-20138.51231,40283.02462,39.71632
g3,n10e4,td100,l99,n100,rad10k,Constant,t0t120,9237.396213,9237.396213,-20682.72145,41367.4429,9788.485571,638.8771505,57.151284,-20642.62401,41291.24802,76.19488
g3,n10e4,td100,l99,n100,rad10k,Constant,t0t120,9413.398899,9413.398899,-20418.18818,40838.37636,9783.971688,946.5630244,57.18901991,-20398.24996,40802.49993,35.87643
g3,n10e4,td100,l99,n100,rad10k,Constant,t0t120,9313.157086,9313.157086,-20761.39209,41524.78419,9778.72991,1682.668523,119.9221874,-20731.92983,41469.85966,54.92453
