gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10037.55882,4127.316123,106137.8376,86.04369707,11405.61793,-92525.98877,185061.9775,65639.62841,883.4454265,75.04251469,-95444.79761,190895.5952,63456.27929,63456.27929,-96005.43203,192012.8641,-5833.617681,-6950.886527,8860.550653,294958.5129,29626.92848,-92555.5595,185117.119,-55.14149558,5778.476204,6895.745104
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10477.43511,4998.287482,106152.4469,119.8988683,11947.21511,-164262.8383,328535.6765,64927.22905,2203.812889,94.02881188,-167224.5463,334455.0926,64467.08757,64467.08757,-167459.5889,334921.1778,-5919.416074,-6385.501287,9275.924358,99227.84877,9340.150244,-164274.7125,328555.425,-19.74854877,5899.667551,6365.752751
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10353.00261,5337.201059,102600.8181,116.1640905,10988.20644,-301673.2058,603356.4116,75405.99929,49.91428462,119.9992635,-301801.0057,603608.0114,64143.97307,64143.97307,-315896.1054,631794.2109,-251.5998195,-28437.7993,9070.423427,95979.90833,8072.269959,-303927.6055,607861.211,-4504.799407,-4253.199607,23932.99989
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,9980.255275,5519.63615,101645.8639,89.5628923,10365.82347,-463785.8244,927581.6488,65312.58009,773.2111495,63.46268892,-476795.4239,953596.8478,63237.52552,63237.52552,-479351.522,958705.044,-26015.19897,-31123.39522,7968.489963,91237.72084,6497.046769,-469192.774,938391.5481,-10809.89926,15205.29974,20313.49594
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10416.96772,5182.585052,103232.0933,119.9865791,11150.16734,-821275.6314,1642561.263,64661.17237,3695.020411,79.20187209,-832323.4403,1664652.881,64265.08786,64265.08786,-833303.4885,1666608.977,-22091.61771,-24047.71416,9235.35709,96061.5394,8412.200907,-828609.2843,1657224.569,-14663.30552,7428.312483,9384.408483
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,9980.332789,2149.771684,101177.31,22.56162207,10363.64394,-299946.7434,599903.4867,76419.08649,47.24018095,115.3869019,-305212.1705,610430.341,64918.48856,64918.48856,-319668.723,639339.446,-10526.85431,-39435.95934,9151.230647,97803.56514,8637.622577,-301681.4225,603368.8449,-3465.3582,7061.4961,35970.6011
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,9999.468749,5182.92849,99404.96342,92.52020108,10029.77065,-462576.9944,925163.9889,66165.31458,767.3200267,63.47001344,-482016.6745,964039.3489,64096.28831,64096.28831,-484605.4583,969212.9166,-38875.36008,-44048.92774,8768.425995,95735.69335,8089.130045,-463814.151,927634.302,-2470.313146,36405.04685,41578.61455
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10011.85952,7111.200298,99302.2827,119.8145206,10036.45402,-817664.9489,1635339.898,65615.10526,3345.57365,80.3130434,-843422.2127,1686850.425,65179.19854,65179.19854,-844532.1281,1689066.256,-51510.5277,-53726.35849,9243.489251,97336.96393,8828.65377,-821328.7831,1642663.566,-7323.66824,44186.85876,46402.68976
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10241.36527,4363.963749,99929.62758,75.17711422,10128.53043,-303918.4604,607846.9209,75644.1182,50.39462416,119.7646801,-303529.6699,607065.3398,64460.11671,64460.11671,-317648.3578,635298.7157,781.5811292,-27451.7948,9086.112393,97670.09561,8641.656274,-299954.1492,599914.2984,7932.622544,7151.041444,35384.41734
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10212.91545,4846.878843,99917.78659,116.9852736,10085.35849,-469104.3008,938218.6016,65650.25214,805.7336658,63.45599751,-478220.2844,956446.5687,63650.94779,63650.94779,-480630.544,961263.0879,-18227.96717,-23044.48636,8552.016195,93254.07836,7535.844565,-462616.9861,925239.9722,12978.62942,31206.59652,36023.11572
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10308.78365,5449.531176,100697.2811,119.8907268,10322.04366,-828566.178,1657142.356,65064.45238,2386.3437,91.2976226,-836013.4348,1672032.87,64595.64213,64595.64213,-837201.2801,1674404.56,-14890.51355,-17262.20424,9482.607678,96891.92051,9056.244327,-817675.8986,1635357.797,21784.55876,36675.07276,39046.76276
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,9696.147978,4684.601947,97589.30358,77.39179977,9187.690262,-301115.7474,602241.4947,75884.4735,13.58752432,37.20776819,-305712.2546,611430.5091,64800.07639,64800.07639,-319907.8493,639817.6986,-9189.014405,-37576.2039,8729.915815,94778.99252,7634.304341,-301121.8446,602249.6892,-8.194490363,9180.81991,37568.00941
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10015.60922,5435.536371,97874.36491,119.6121377,9615.618868,-464951.1793,929912.3586,66077.02924,192.3074616,21.8994931,-483355.4251,966716.8502,63799.4989,63799.4989,-486377.8327,972757.6655,-36804.49166,-42845.30694,9149.349981,370800.0023,35041.20518,-465149.8344,930305.6688,-393.3101983,36411.1814,42451.9967
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10315.90751,5447.883194,99638.10055,116.547671,10261.18644,-823412.6884,1646835.377,65518.21989,2663.344816,87.85551208,-843341.688,1686689.376,65079.33398,65079.33398,-844488.3273,1688978.655,-39853.9993,-42143.27791,9229.980846,95067.43957,8351.596643,-823457.8658,1646921.732,-86.35457558,39767.64442,42056.92342
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10325.79487,1401.141358,102916.7717,22.04331886,10854.79895,-303436.2016,606882.4032,75618.92047,21.01699921,56.16089125,-302819.6394,605645.2789,64301.25173,64301.25173,-317179.0103,634360.0205,1237.12434,-27477.61732,8950.679307,97552.74912,8228.527343,-303451.7006,606909.4011,-26.99792837,-1264.122228,27450.61937
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10034.88471,1931.810866,101347.4939,50.21800382,10178.98441,-467478.9798,934967.9596,65458.67562,87.47242585,10.63928724,-479083.0539,958172.1077,63303.16998,63303.16998,-481881.6288,963765.2575,-23204.14813,-28797.29797,8537.463543,94810.9744,7539.397566,-467521.4437,935048.8874,-80.92778332,23123.22032,28716.37012
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10135.40728,6072.94207,101850.3399,119.9807725,10321.82212,-828436.3199,1656882.64,64967.0277,2617.048413,87.80060462,-838006.4193,1676018.839,64528.3401,64528.3401,-839169.0351,1678340.07,-19136.1988,-21457.43045,9319.98824,98092.65257,8815.436963,-828463.1128,1656932.226,-49.58567691,19086.61332,21407.84432
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10227.10105,3474.434002,100437.3804,56.85229594,10353.1923,-30399055.88,60798121.75,75670.19755,31.76633346,79.94245402,-30579521.87,61159049.75,64468.60649,64468.60649,-32008971.93,64017945.86,-360927.9926,-3219824.109,9008.401017,96309.44267,8177.096429,-30400162.35,60800330.7,-2208.948601,358719.0514,3217615.161
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10996.87075,11970.57835,191340.2994,12.18106248,26676.85924,-46822955.02,93645920.05,65679.20269,918.7582787,73.6205286,-48255303.06,96510612.13,63609.94237,63609.94237,-48514890.05,97029782.1,-2864692.081,-3383862.054,8561.516607,93394.26729,7442.087307,-46822342.76,93644691.52,1228.529352,2865920.609,3385090.579
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10930.35043,6465.861153,112328.2391,119.9718634,13779.67226,-82849462.7,165698935.4,65184.38696,3353.606887,81.76809893,-84324342.01,168648690,64732.52073,64732.52073,-84427172.12,168854346.2,-2949754.624,-3155410.853,10360.43742,100813.4647,10485.72479,-82851311.6,165702629.2,-3693.802139,2946060.798,3151716.998
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,9814.042751,3348.641925,99342.85858,39.19439211,9711.709178,-30287355.22,60574720.45,75793.28202,31.82039238,79.94287242,-30640550,61281105.99,64591.70285,64591.70285,-32067156.64,64134315.28,-706385.5464,-3559594.831,9094.781846,96876.48705,8341.56998,-30457466.5,60914938.99,-340218.5424,366166.9976,3219376.288
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10836.26756,12553.54707,186540.5893,16.59755923,25703.05762,-46733509.57,93467029.15,65812.73346,934.1042232,73.61165681,-48313968.75,96627943.51,63770.89523,63770.89523,-48567812.46,97135626.92,-3160914.36,-3668597.771,8665.741942,94520.22229,7720.936041,-46872305.35,93744616.7,-277587.5498,2883326.81,3391010.22
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10002.70859,5627.792326,99437.82696,120,9921.433819,-82649856.16,165299722.3,65280.51965,2435.580817,91.70081258,-84491371.3,168982748.6,64821.92011,64821.92011,-84605030.71,169210063.4,-3683026.282,-3910341.116,9529.828659,97821.68866,9134.75121,-83018469.02,166036944,-737221.7397,2945804.56,3173119.36
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10233.54457,3273.478989,100086.1205,53.16847563,10386.64326,-30273632.93,60547275.86,75282.29284,31.94457053,79.94093907,-30453071.82,60906149.64,64182.23016,64182.23016,-31873938.54,63747879.08,-358873.7828,-3200603.219,8943.011633,95605.53482,7968.70164,-30404080.44,60808166.88,-260891.0174,97982.76262,2939712.203
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10935.64495,11897.76926,189897.9699,12.59919973,26414.94022,-46646995.59,93294001.18,65423.39097,932.6026037,73.61134204,-48073024.14,96146054.28,63374.75825,63374.75825,-48326831.04,96653664.08,-2852053.099,-3359662.896,8398.873177,92576.06374,7135.66101,-46859216.39,93718438.77,-424437.5925,2427615.507,2935225.307
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10206.13253,6494.867586,100041.9152,120,10326.8208,-82509953.7,165019917.4,64827.68098,3487.88187,80.17548755,-83980929.91,167961865.8,64423.53487,64423.53487,-84085030.05,168170062.1,-2941948.416,-3150144.705,9164.542044,95260.5173,8291.572257,-83029732.04,166059470.1,-1039552.684,1902395.716,2110592.016
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10003.11984,3707.669094,99062.38855,53.74424912,9796.831832,-30403223.11,60806456.22,75608.46524,31.37129156,79.94394127,-30467460.17,60934926.34,64298.66984,64298.66984,-31900662.12,63801326.24,-128470.127,-2994870.023,8994.539405,95822.46591,8152.512889,-30274753.37,60549512.75,256943.4724,385413.5924,3251813.492
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,11006.07308,12209.3766,180351.7762,14.01929979,25214.79462,-46860226.28,93720462.56,65517.86249,540.3824887,51.00460392,-48173515.19,96347036.39,63276.45602,63276.45602,-48468943.13,96937888.25,-2626573.826,-3217425.687,8613.544149,93305.35373,7538.406082,-46645952.43,93291910.86,428551.702,3055125.532,3645977.392
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,11221.57607,5629.57611,117622.4355,120,15724.81234,-83028021.17,166056052.3,64915.1623,2657.23481,87.97034749,-84138419.37,168276844.7,64485.29085,64485.29085,-84253258.11,168506518.2,-2220792.39,-2450465.866,9486.729432,96702.41854,8972.871071,-82511966.37,165023938.7,1032113.565,3252905.965,3482579.465
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10149.86547,3448.802805,100645.5581,47.36084711,10270.69222,-30456621.78,60913253.57,75652.51338,31.76821168,79.94152934,-30581626.17,61163258.35,64453.75573,64453.75573,-32014032.52,64028067.05,-250004.7836,-3114813.481,8928.855787,96361.53422,8157.961414,-30288024.77,60576055.54,337198.0291,587202.8091,3452011.509
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10945.18732,11803.27185,185489.4621,11.33929014,25780.10795,-46872730.45,93745470.9,65682.91816,903.4111103,73.63217133,-48295130.05,96590266.1,63579.95234,63579.95234,-48561655.13,97123312.26,-2844795.198,-3377841.361,7942.948051,91632.30796,6649.852091,-46734752.46,93469510.92,275959.9792,3120755.179,3653801.339
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10584.87487,5468.763419,102980.8604,120,11212.05912,-83013889.84,166027789.7,65101.22679,3060.762889,81.92085681,-84503414.18,169006834.4,64654.22157,64654.22157,-84621821.19,169243644.4,-2979044.684,-3215854.701,9027.888863,95216.20318,8206.077679,-82653402.31,165306810.6,720979.0819,3700023.782,3936833.782
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10785.06265,3676.114756,102654.6125,112.0513733,11569.32756,-17833798.47,35667606.94,81508.48151,20.40616259,79.65788363,-17935776.87,35871559.74,64455.78854,64455.78854,-18728707.29,37457416.58,-203952.8047,-1789809.641,11871.11784,128437.5339,18751.26301,-17913342.68,35826691.35,-159084.4137,44868.38632,1630725.226
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10412.53415,2671.251324,101275.3902,61.83323475,10874.99316,-27456106.35,54912222.7,65412.06291,404.5081453,73.4349529,-28352207.47,56704420.93,64730.15032,64730.15032,-28404069.13,56808140.26,-1792198.235,-1895917.559,9338.860788,96890.70201,8676.138183,-27587459.85,55174925.7,-262702.997,1529495.233,1633214.563
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10033.50346,8406.64556,98828.86924,117.1424426,9934.787247,-47352795.52,94705601.04,64989.98089,3147.582947,61.71311518,-48347599.31,96695204.62,64677.67715,64677.67715,-48378491.2,96756984.4,-1989603.579,-2051383.359,9917.775453,98964.07915,9752.945717,-47568859.04,95137724.08,-432123.0439,1557480.536,1619260.316
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10274.04523,3961.754067,100630.1519,119.7420804,10499.03442,-17817519.02,35635048.05,81464.85081,20.14540636,79.65909395,-17859665.3,35719336.61,64250.67323,64250.67323,-18652563.64,37305129.27,-84288.56114,-1670081.225,11459.71984,141319.3376,20479.62608,-17910304.26,35820614.51,-185566.4602,-101277.9002,1484514.76
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,9903.217466,1449.986888,99079.1151,62.87853792,9730.077298,-27592117.9,55184245.79,65141.83049,416.0227432,73.32162691,-28219031.86,56438069.72,64468.62294,64468.62294,-28268622.54,56537247.09,-1253823.931,-1353001.297,9593.339729,99049.88519,9317.654973,-27610622.67,55221251.34,-37005.5455,1216818.385,1315995.755
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,9731.534651,4986.646901,98454.90838,117.1635529,9405.539477,-47466060.49,94932130.98,64684.42332,3335.403098,61.72046293,-48130109.72,96260225.45,64410.40942,64410.40942,-48157061.19,96314124.37,-1328094.473,-1381993.397,9738.309341,100062.6978,9717.207616,-47715578.83,95431163.66,-499032.6842,829061.7858,882960.7058
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10360.96613,4268.668287,99597.43237,113.3358016,10289.80816,-17911442.08,35822894.17,81585.89072,20.24649972,79.7032364,-17910979.51,35821965.01,64406.36174,64406.36174,-18710262.86,37420527.72,929.1522737,-1597633.555,9233.871446,96918.30832,8555.857189,-17888043.49,35776092.97,46801.19612,45872.03612,1644434.746
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10261.93699,2498.514935,100292.8307,62.66150507,10368.73544,-27586720.18,55173450.35,65359.73336,410.1964176,73.38582614,-28340705.92,56681417.83,64676.89461,64676.89461,-28391613.9,56783229.79,-1507967.481,-1609779.442,9001.004206,94984.58111,7939.966956,-27576440.32,55152886.64,20563.71111,1528531.191,1630343.151
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10302.11369,5165.942902,100444.6965,117.2824009,10485.50487,-47568520.77,95137051.54,65056.83932,3252.034305,61.72413188,-48372005.11,96744016.22,64759.22208,64759.22208,-48400879.94,96801761.88,-1606964.678,-1664710.342,9761.717985,97660.89709,9256.779942,-47592240.82,95184487.65,-47436.10913,1559528.571,1617274.231
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10958.66746,1738.544847,102294.1946,79.10661489,11508.79492,-17908036.98,35816083.97,81618.43072,19.95170054,79.734126,-17841300.73,35682607.45,64229.12199,64229.12199,-18642993.4,37285988.81,133476.5129,-1469904.843,11752.87876,196291.6331,29542.9631,-17835814.7,35671635.41,144448.5647,10972.04468,1614353.405
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10096.31749,3382.948654,101295.0512,60.09171928,10334.62655,-27610415.54,55220841.08,65432.76951,35.93522008,10.8551645,-28355502.97,56711011.94,64515.94915,64515.94915,-28425092.04,56850186.08,-1490170.859,-1629344.994,9627.739114,98045.37416,9320.203937,-27456689.55,54913385.11,307455.9736,1797626.834,1936800.974
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10555.39219,3040.503812,103712.9642,118.0210524,11404.58163,-47714162.87,95428335.75,64972.53919,3068.681259,61.70776668,-48252372.07,96504750.13,64646.68144,64646.68144,-48285030.27,96570062.55,-1076414.387,-1141726.8,9973.70235,98670.53348,9839.755642,-47352818.21,94705642.41,722693.3355,1799107.716,1864420.136
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,9743.204369,5336.652496,97918.7972,112.7711375,9267.876578,-17888031.6,35776073.21,81992.17633,19.97105225,79.73889955,-17931185.71,35862377.43,64543.69859,64543.69859,-18737735.81,37475473.62,-86304.22028,-1699400.412,11549.21811,198640.5264,29268.47959,-17819959.86,35639925.71,136147.4986,222451.7186,1835547.909
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,9782.536572,2763.80532,97329.55457,63.22116812,9191.274138,-27575918.59,55151847.17,65608.80327,431.3787713,73.26114234,-28389384.43,56778774.85,64953.31726,64953.31726,-28436285.44,56872572.87,-1626927.679,-1720725.698,7703.155175,92535.90893,6315.495891,-27594770.38,55189546.75,-37699.58296,1589228.097,1683026.117
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10005.66375,6300.104494,98392.34881,119.5940787,9661.094235,-47592117.42,95184244.83,65260.09023,1246.359954,81.10764554,-48504447.6,97008901.2,64907.39612,64907.39612,-48539053.66,97078109.32,-1824656.366,-1893864.49,9358.296259,97274.08483,8786.09552,-47466391.52,94932789.04,251455.7851,2076112.155,2145320.275
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9899.936933,5709.194628,95333.29021,114.2311744,9488.844074,-69602.62013,139215.2403,72397.73,21.62837155,46.12406993,-71145.28067,142296.5613,63589.51957,63589.51957,-74415.76653,148833.5331,-3081.321076,-9618.2928,8649.139253,98530.44272,8276.438745,-70745.84789,141497.6958,-2282.455488,798.8655122,7335.837312
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10162.36344,10724.0247,96140.11034,10.02779705,9903.987276,-108557.7029,217125.4058,65011.88769,182.1415918,17.18847473,-113413.8798,226833.7595,58063.77698,58063.77698,-114772.0153,229546.0306,-9708.353711,-12420.62475,8108.625166,94356.86979,7301.935313,-110230.9026,220467.8052,-3342.399356,6365.954344,9078.225444
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10687.30707,6157.555507,98507.54464,119.6606817,10982.58089,-192569.8142,385149.6284,64485.28774,2535.820648,98.9765113,-198661.8584,397329.7168,62777.78276,62777.78276,-199213.3236,398428.6471,-12180.08847,-13279.01875,9081.452409,98792.88802,9088.136484,-196348.6263,392703.2526,-7553.624164,4626.464236,5725.394536
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,10513.89941,3898.652623,103073.1047,66.41564211,11562.29755,-70542.70212,141095.4042,72332.96231,64.20827169,119.8175886,-71094.24521,142194.4904,63611.93551,63611.93551,-74342.3985,148686.797,-1099.086199,-7591.392771,8649.220204,91428.56246,7375.808944,-69605.83273,139217.6655,1877.738742,2976.824942,9469.131542
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10767.1668,11443.97261,138407.9497,10.00040314,18994.1652,-109751.289,219512.578,65020.61479,383.0048804,27.95502292,-113109.8386,226225.6772,59094.04284,59094.04284,-114188.0681,228378.1362,-6713.099158,-8865.558199,8272.028313,88643.67594,6983.513233,-108573.5114,217153.0229,2359.555145,9072.654345,11225.11335
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10724.83156,6065.224036,102509.7282,119.9924549,11581.26814,-195110.5037,390231.0074,64443.61103,3584.997324,87.26886964,-199000.8248,398007.6495,62972.14288,62972.14288,-199471.0658,398944.1316,-7776.642134,-8713.124269,9261.342881,92136.32506,8451.055383,-192585.0983,385176.1967,5054.810707,12831.45281,13767.93491
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9769.632046,4406.404458,103945.1604,55.85438592,10621.09914,-70742.07928,141494.1586,73544.27989,59.02711914,116.3465644,-71380.68248,142767.365,64356.42822,64356.42822,-74620.13699,149242.274,-1273.206395,-7748.115418,8844.498163,95645.93731,8090.651968,-70549.94877,141105.8975,388.2610567,1661.467457,8136.376457
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10450.51961,11148.03929,178587.7199,10.59045046,23449.80847,-110228.0198,220466.0395,65732.38643,1243.930565,82.46845481,-113609.1585,227224.317,59197.73375,59197.73375,-114873.6851,229749.3701,-6758.277431,-9283.330605,8168.900006,91469.39291,7067.262767,-109751.6384,219509.2768,956.762722,7715.040222,10240.09332
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10613.37102,5874.562452,108523.8301,119.9924217,12455.67108,-196331.2168,392672.4336,65043.00701,2639.882192,101.8320012,-199792.2448,399590.4896,63589.63106,63589.63106,-200274.986,400551.972,-6918.056004,-7879.538436,9247.191019,95137.21257,8777.066469,-195126.8371,390259.6742,2412.759442,9330.815442,10292.29784
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9879.170773,1052.568132,93835.0516,15.67764379,8830.128143,-70612.033,141234.066,72321.54178,65.83272396,119.9982286,-71169.12426,142344.2485,63780.7346,63780.7346,-74302.12569,148606.2514,-1110.182514,-7372.185375,8279.380892,90682.96803,6595.100684,-70556.0643,141118.1286,115.9374037,1226.119904,7488.122804
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,11387.63802,12362.13288,129533.6106,10.00635763,17929.94367,-110128.9219,220267.8439,65059.66413,211.7998503,18.42636822,-113035.6849,226077.3697,58521.01455,58521.01455,-114270.3164,228542.6328,-5809.525849,-8274.788907,8745.742771,91239.61091,7410.11831,-109869.5639,219745.1278,522.7161253,6332.241925,8797.505025
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10961.30893,5155.277574,99460.11946,119.9999244,10900.30353,-195361.472,390732.944,64381.52527,2783.272357,99.79183784,-198444.0781,396894.1562,62909.84767,62909.84767,-198920.6707,397843.3415,-6161.2122,-7110.397416,9438.654051,93808.37116,8612.75343,-195735.7944,391477.5887,-744.6447327,5416.567467,6365.752767
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,10208.36125,608.3835301,96302.74429,10.27103164,9689.545249,-70543.24255,141096.4851,70813.21759,68.13362483,119.9033022,-70204.86503,140415.7301,62687.09516,62687.09516,-73267.99307,146537.9861,680.7550356,-5441.501052,8105.759835,89192.8567,6152.651106,-70621.9412,141249.8824,-153.3972992,-834.1522992,5288.103701
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,9859.568189,10376.27752,95655.68529,14.46759613,9104.670766,-109864.26,219738.5199,63925.03392,203.0738073,17.79129074,-111694.171,223394.342,57515.47241,57515.47241,-112907.0107,225816.0214,-3655.822043,-6077.501429,7713.140278,88077.6975,5993.406608,-110119.396,220244.792,-506.2721352,3149.549965,5571.229365
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10927.42261,6112.201936,100559.987,119.9997906,11287.28708,-195718.6798,391447.3596,63514.34183,2818.471862,100.1756931,-195806.4849,391618.9698,61900.07782,61900.07782,-196265.4014,392532.8027,-171.6102671,-1085.443154,8966.836207,91504.72415,7680.771276,-195391.8097,390789.6193,657.7402898,829.3504898,1743.18339
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10441.02824,4994.166373,104376.5543,116.6011385,11297.24487,-358106.9797,716223.9595,73550.91689,64.65048173,119.4041125,-361729.4881,723464.9763,64788.4574,64788.4574,-378067.7681,756137.5363,-7241.016808,-39913.57679,8583.783716,93781.52476,7141.234421,-358860.8486,717727.6971,-1503.737638,5737.279162,38409.83916
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10224.8472,10780.78324,114658.0826,10.00026609,13856.04474,-558085.2306,1116180.461,66231.56868,160.9344598,14.98441551,-576176.4922,1152358.984,59511.46656,59511.46656,-582686.8514,1165375.703,-36178.52311,-49195.2415,8134.711396,90845.84383,6675.887846,-559762.9241,1119531.848,-3351.387231,32827.13577,45843.85477
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10534.57594,6290.651148,104091.1412,119.9920231,11169.81672,-991773.7223,1983557.445,65559.96327,2851.349599,93.41091759,-1009811.18,2019628.361,63882.62593,63882.62593,-1012605.278,2025212.555,-36070.916,-41655.11061,8876.988909,94049.48195,7888.208237,-992962.6897,1985931.379,-2373.934483,33696.98152,39281.17552
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10145.72738,1398.985663,102417.5094,15.76122502,10834.97334,-353950.4994,707910.9988,73306.05177,53.28757467,103.3833456,-358544.8651,717095.7301,64325.94745,64325.94745,-374771.4471,749544.8942,-9184.731351,-41633.89541,8451.504357,94612.17176,7292.652354,-355623.4631,711252.9261,-3341.927338,5842.803962,38291.96806
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10504.65251,11195.98133,165795.8035,10.55844177,22255.49048,-552147.0857,1104304.171,65662.27865,203.0805259,18.16199313,-570983.2517,1141972.503,59053.70486,59053.70486,-577353.5262,1154709.052,-37668.33203,-50404.88105,8642.80476,94375.40006,7783.272887,-553442.4818,1106890.964,-2586.792583,35081.53942,47818.08842
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10406.07205,6846.28013,101261.2314,119.9040933,10863.35956,-978735.9562,1957481.912,64915.98368,2817.960817,96.70141017,-1004198.758,2008403.517,63430.41415,63430.41415,-1006724.924,2013451.849,-50921.6045,-55969.93627,9275.954327,96983.9071,8883.037554,-983622.5432,1967251.086,-9769.17444,41152.43056,46200.76256
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10158.0371,2691.168229,98836.94052,36.72418348,9793.976504,-358824.7976,717659.5952,73477.82439,61.97369938,119.1062291,-358460.3566,716926.7132,64423.13917,64423.13917,-374911.0161,749824.0321,732.8820274,-32164.43691,8681.650926,97025.16605,7832.433617,-358137.9261,716281.8521,1377.743091,644.8610911,33542.17999
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10190.43528,10886.09151,99590.84479,11.40631179,9905.147473,-559673.1907,1119356.381,65801.64246,938.4600159,60.64697181,-570030.2403,1140066.481,59698.17289,59698.17289,-575678.3789,1151358.758,-20710.0993,-32002.37654,8229.230952,93446.0176,7144.345136,-558119.601,1116245.202,3111.179079,23821.27908,35113.55608
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10818.15746,5312.298541,102925.3694,119.9957682,11289.40628,-992826.1317,1985662.263,64997.34619,2912.323889,98.00593633,-1000633.901,2001273.802,63605.25107,63605.25107,-1002958.68,2005919.36,-15611.53868,-20257.09639,9202.793501,97412.337,8683.878853,-991839.9886,1983685.977,1976.285706,17587.82471,22233.38271
