gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,constant,constant,n500,n200,rad10k,2change,t0t120,9842.935271,6166.980645,103438.8665,49.44180298,10508.30786,-110375.9443,220761.8886,66068.01747,1622.508536,78.68905948,-113828.926,227663.8519,61161.47122,61161.47122,-114636.4193,229274.8387,-6901.963278,-8512.950033,10091.1607,104889.6422,10974.23901,-110376.7241,220759.4481,2.440457977,6904.403758,8515.390558
g1,n10e4,constant,constant,n500,n200,rad10k,2change,all,10066.56706,11703.23911,105280.1878,119.9951867,10977.39418,-195892.6474,391795.2948,65205.7089,6868.379868,68.09291496,-200001.6781,400009.3562,64040.29991,64040.29991,-200377.1282,400756.2564,-8214.061361,-8960.961561,10399.43477,107411.8502,11727.63088,-195893.5459,391793.0918,2.202969563,8216.26437,8963.16457
g1,n10e4,constant,constant,n500,n200,rad10k,2change,t0,10241.07686,24902.7974,96657.58432,13.39537344,9547.74958,-72312.40245,144634.8049,72267.751,75.23522742,119.9863609,-72866.69888,145739.3978,64701.35005,64701.35005,-75670.58659,151343.1732,-1104.592848,-6708.368269,9964.315624,102512.9874,10500.53049,-71687.23872,143380.4774,1254.32747,2358.92037,7962.69577
g1,n10e4,constant,constant,n500,n200,rad10k,2change,t0t120,9749.51078,15555.81155,94370.4207,78.99622572,8553.243596,-110925.565,221861.13,65939.62259,1512.99545,78.82414568,-114563.8161,229133.6322,60543.14756,60543.14756,-115474.9936,230951.9872,-7272.502194,-9090.857151,9959.54766,102683.312,10513.65506,-110470.188,220946.3759,914.7540574,8187.256257,10005.61126
g1,n10e4,constant,constant,n500,n200,rad10k,2change,all,9900.025958,13204.49322,95087.09845,119.9655896,8828.380146,-196901.238,393812.476,65387.97337,18703.68949,38.97996287,-200208.2812,400422.5625,64352.98535,64352.98535,-200507.6097,401017.2194,-6610.08644,-7204.743419,9751.883983,101372.4692,10055.85083,-196529.3896,393064.7793,747.6967393,7357.783239,7952.440139
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,10103.54626,8830.943686,101974.4551,13.54159808,10494.28052,-359945.873,719901.7459,73019.57536,36.12310696,66.28288423,-364289.2684,728584.5369,64904.37393,64904.37393,-378618.9328,757239.8656,-8682.790974,-37338.11969,10052.76729,102264.8518,10612.82011,-358084.2557,716174.5113,3727.234562,12410.02556,41065.35426
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10035.30765,12358.69721,101127.386,68.64450547,10192.36572,-553657.9877,1107325.975,66157.02112,1623.454953,78.65078098,-571129.7403,1142265.481,61203.27927,61203.27927,-575192.0914,1150386.183,-34939.50516,-43060.20725,10187.97251,102661.7961,10783.95179,-550301.8985,1100609.797,6716.178003,41655.684,49776.386
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10144.23875,10525.12506,102007.6468,119.817952,10495.34127,-984545.4933,1969100.987,65428.03928,31518.10548,22.47153487,-1000969.45,2001944.901,64444.72089,64444.72089,-1002460.011,2004922.022,-32843.91395,-35821.0358,10286.20823,103394.3543,11004.25839,-978417.6044,1956841.209,12259.77812,45103.69212,48080.81312
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,9991.780174,16670.66203,102365.7977,12.97087009,10473.78847,-359429.5885,718869.1769,72459.04995,73.0673297,119.7649028,-363510.2406,727026.4812,64693.83593,64693.83593,-377697.1939,755396.3879,-8157.304244,-36527.21098,10045.86013,103159.0421,10629.09228,-360174.1995,720354.399,-1485.222088,6672.082212,35041.98891
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10121.4734,9369.54899,102332.0993,61.49358716,10601.36664,-553440.4378,1106890.876,66082.36024,1664.214425,78.5789107,-570186.6752,1140379.35,61265.8378,61265.8378,-574081.1072,1148164.214,-33488.47469,-41273.33878,9954.167281,102338.8614,10458.58642,-554298.3052,1108602.61,-1711.734411,31776.73959,39561.60359
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10002.03872,10699.64987,101557.0941,119.9579979,10310.09228,-983046.0019,1966102.004,65242.09108,31435.20455,22.12577771,-1000335.495,2000676.989,64222.64889,64222.64889,-1001952.892,2003907.785,-34574.98541,-37805.78068,10460.29475,104602.0844,11331.4339,-983655.6329,1967317.266,-1215.261889,33359.72311,36590.51911
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,9860.956164,20955.07015,102206.7686,12.80476529,10208.86657,-360173.2902,720356.5805,72651.53127,38.39420593,66.27930191,-366614.7897,733235.5794,64964.99042,64964.99042,-380819.3539,761640.7077,-12878.9989,-41284.12727,10060.68164,101808.0815,10405.66608,-359945.9276,719897.8552,458.7252982,13337.7242,41742.8525
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10174.10515,12302.951,103556.7973,51.95567698,10885.00125,-554296.7178,1108603.436,66215.11766,1595.487657,78.65988305,-574781.5583,1149569.117,61079.83736,61079.83736,-579026.9562,1158055.912,-40965.68099,-49452.47672,10194.11057,101258.6239,10348.63201,-553658.917,1107323.834,1279.601993,42245.28299,50732.07799
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10182.07476,11171.42749,103016.3362,79.45531856,10745.68899,-983652.8286,1967315.657,65420.50599,30225.4605,22.5981222,-1008109.739,2016225.478,64272.24056,64272.24056,-1010035.307,2020072.614,-48909.8209,-52756.95669,10231.97791,102559.041,10687.17505,-984545.7643,1969097.529,-1781.8716,47127.9494,50975.0854
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,10120.42841,10460.59977,98832.18402,13.08745169,9733.231841,-362643.175,725296.35,72583.86965,72.61522622,119.9888786,-363964.1644,727934.3288,64757.14754,64757.14754,-378263.9449,756529.8899,-2637.978769,-31233.5399,10128.06112,103146.2013,10804.87721,-359430.0851,718866.1702,6430.17984,9068.15864,37663.71974
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,9715.891278,9347.515907,97174.00515,60.93481592,9055.431713,-557972.3425,1115954.685,66110.26519,1721.891709,78.66866421,-570506.2125,1141018.425,61415.3278,61415.3278,-574232.5905,1148467.181,-25063.74019,-32512.49606,10095.4512,102157.5828,10535.13529,-553440.4862,1106886.972,9067.712675,34131.45268,41580.20868
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10132.67724,9955.187699,98353.10793,10.00061025,9575.836099,-990896.8681,1981803.736,65340.58765,28786.55611,24.86642443,-1001832.941,2003671.883,64345.06898,64345.06898,-1003444.119,2006890.238,-21868.14669,-25086.50195,10148.77744,102222.9972,10573.29101,-983046.9404,1966099.881,15703.85519,37572.00219,40790.35719
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,10262.86053,5905.788784,103518.5671,13.29511427,11138.97318,-358083.2513,716176.5025,72242.57749,69.06679223,114.5535675,-362092.0089,724190.0178,64447.06507,64447.06507,-376304.6655,752611.3311,-8013.515263,-36434.82856,10133.26853,98900.78021,9762.295357,-362643.1787,725292.3574,-9115.854864,-1102.339564,27318.97374
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10165.77323,10898.83787,102446.7733,62.54582384,10712.25364,-550301.8168,1100613.634,65708.95781,936.8227036,46.98033829,-567084.5088,1134175.018,61053.69891,61053.69891,-570765.8867,1141533.773,-33561.384,-40920.13973,9706.29858,97128.4371,9035.311392,-557972.3618,1115950.724,-15337.08963,18224.29437,25583.04937
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10001.55882,10153.78984,101852.6327,10.0217814,10424.70255,-978414.223,1956838.446,65142.49364,7331.328071,69.03386036,-995651.8949,1991309.79,64048.22592,64048.22592,-997205.6969,1994413.394,-34471.34382,-37574.9479,9755.356632,96735.09256,8936.608655,-990902.3795,1981810.759,-24972.31303,9499.030973,12602.63497
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9766.765382,8723.253432,103327.8418,56.46307414,10427.18474,-49565.90705,99141.81411,79096.79148,39.73131292,119.1842872,-50036.4523,100078.9046,64963.83643,64963.83643,-52353.38938,104708.7788,-937.0904896,-5566.96466,11274.90616,339883.9322,40928.48988,-49914.51371,99835.02741,-693.2133019,243.8771881,4873.751388
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9987.019171,6184.798131,103775.0957,86.59432814,10673.06746,-75908.94022,151827.8804,65670.26998,222.8218286,19.91593244,-77894.75536,155795.5107,65048.2873,65048.2873,-78012.75725,156027.5145,-3967.630285,-4199.634058,9940.136227,101929.0281,10311.2728,-76092.42781,152190.8556,-362.975221,3604.655079,3836.658879
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9583.876677,10935.67241,101472.3478,11.71558891,9843.893544,-133318.3608,266646.7216,65221.35487,6573.761382,57.20046171,-135899.1436,271804.2871,65089.29448,65089.29448,-135987.3211,271976.6422,-5157.565467,-5329.920558,10488.01542,104015.8556,11359.51175,-133547.8663,267101.7326,-455.0110313,4702.554469,4874.909569
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,10976.71403,4029.570395,106690.128,57.50624722,12595.44193,-49908.62608,99827.25216,78738.97762,37.98531692,114.9874436,-49769.48485,99544.9697,64620.03604,64620.03604,-52124.88468,104251.7694,282.2824538,-4424.517194,10777.76853,403357.803,42823.33777,-49571.59298,99149.18595,678.066208,395.783748,5102.583448
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10111.58225,8626.597675,102801.8519,87.69954682,10673.87492,-76092.30543,152194.6109,65811.90938,159.285338,19.72928428,-78314.80635,156635.6127,64985.25202,64985.25202,-78510.2524,157022.5048,-4441.001833,-4827.893924,9428.188687,101074.0404,9550.498785,-75910.27149,151826.543,368.067928,4809.069728,5195.961828
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10192.58096,10807.19981,102474.1916,11.81958239,10707.04645,-133547.1402,267104.2804,65222.91114,10155.19047,47.52590776,-135784.4541,271574.9082,65092.41535,65092.41535,-135854.7416,271711.4832,-4470.627716,-4607.202754,10173.91115,104453.6103,11083.98442,-133321.2694,266648.5388,455.7416038,4926.369404,5062.944404
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9856.614601,51423.17946,96177.09487,56.27506493,9041.019238,-50042.2039,100094.4078,77148.44426,10.07708536,32.27973923,-50266.03726,100538.0745,64515.73125,64515.73125,-52461.72729,104925.4546,-443.6667298,-4831.046783,11104.82713,452414.7328,46714.17591,-49811.21904,99628.43808,465.9697207,909.6364207,5297.016521
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9824.662111,18815.54486,95330.86067,86.17304971,8808.139731,-75915.81863,151841.6373,65386.70194,1154.134044,83.90195758,-78242.2298,156490.4596,64701.35352,64701.35352,-78377.96841,156757.9368,-4648.822356,-4916.29958,11076.17116,113713.6412,14181.64061,-75502.41716,151010.8343,830.8029743,5479.625274,5747.102474
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10274.28665,9742.659916,95627.59679,11.73243847,9329.410577,-134010.2174,268030.4349,64899.28729,19682.64691,28.13075959,-136326.5215,272659.043,64706.40108,64706.40108,-136441.0639,272884.1278,-4628.608165,-4853.692954,9921.199237,103445.8538,10577.89066,-133440.91,266887.82,1142.614948,5771.223048,5996.307848
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,11500.86992,2638.000994,124136.1714,44.71962684,17070.03832,-49808.2233,99626.44661,78305.59348,10.01473324,34.11203254,-50122.15783,100250.3157,64781.3878,64781.3878,-52412.44572,104826.8914,-623.8690467,-5200.444839,11836.33148,390281.4647,46678.19153,-50051.6093,100109.2186,-482.7719945,141.0970955,4717.672795
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10509.63208,16566.32564,108802.6231,119.9110706,12444.97289,-75500.76559,151011.5312,65748.66298,985.6988763,83.92918569,-78464.18763,156934.3753,64962.8951,64962.8951,-78638.71028,157279.4206,-5922.84408,-6267.889378,10317.20112,97026.16346,9628.512749,-75916.84975,151839.6995,-828.1682994,5094.675801,5439.721101
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9706.308606,10032.21084,102342.7256,10.97599955,10120.71712,-133440.5672,266891.1343,65243.90738,2885.703768,81.70409092,-135960.8998,271927.7997,65151.33368,65151.33368,-136032.455,272066.91,-5036.665352,-5175.775678,9897.16982,94413.63772,8717.759322,-134011.2778,268028.5556,-1137.421279,3899.244121,4038.354421
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,7834.247644,5000000,88738.68132,114.0510223,5660.881537,-50415.97785,100841.9557,76536.49339,47.64597944,119.9898938,-50613.02264,101232.0453,64632.05695,64632.05695,-52802.51309,105607.0262,-390.0895835,-4765.070483,10018.37149,91831.66775,8098.077888,-50420.9132,100847.8264,-5.870705689,384.2188943,4759.199794
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9179.535478,14778.86791,91066.7056,103.9028419,7177.33687,-76454.53144,152919.0629,65559.18342,1512.001679,109.2954438,-78768.41114,157542.8223,64837.53818,64837.53818,-78916.32176,157834.6435,-4623.759406,-4915.580643,11548.76751,432132.6983,47801.92504,-76478.05054,152962.1011,-43.03817719,4580.721223,4872.542423
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,8706.000176,41050.56603,89977.10883,68.41886353,6564.85406,-134328.8242,268667.6484,65101.11777,33954.781,17.57492609,-136713.0552,273432.1103,65023.39972,65023.39972,-136765.2417,273532.4835,-4764.46198,-4864.83513,9962.275943,92934.8237,8165.078404,-134339.523,268685.0459,-17.39754097,4747.064359,4847.437559
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9870.280106,10941.73875,101348.0641,57.58847149,10106.77032,-249075.8469,498161.6938,77866.10779,30.77333452,89.78512598,-250661.8997,501329.7995,64732.03183,64732.03183,-261944.9932,523891.9863,-3168.105646,-25730.2925,11109.67835,546403.919,51133.94244,-249108.3289,498222.6578,-60.96401772,3107.141682,25669.32848
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9795.978066,9956.236625,100679.1612,87.36413253,9882.010289,-379633.3621,759276.7242,65779.92744,1088.881309,83.91251776,-391534.2052,783074.4104,65063.75372,65063.75372,-392269.6536,784541.3073,-23797.68622,-25264.58307,9858.890576,101281.4173,10076.22015,-379633.3959,759272.7919,3.932317762,23801.61852,25268.51542
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,11149.70657,11081.42266,382591.9822,11.36828613,43143.16566,-667141.4667,1334292.933,65270.3998,16516.56666,32.49716034,-680330.3621,1360666.724,65089.80599,65089.80599,-680870.7229,1361743.446,-26373.7908,-27450.51238,10035.56442,102622.8024,10535.2525,-667109.6754,1334225.351,67.58222365,26441.37322,27518.09522
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9738.052575,32709.20302,100944.1383,52.76553492,9987.800585,-248058.8016,496127.6032,77859.20327,10.00893247,34.0392158,-249162.3201,498330.6402,64425.24113,64425.24113,-260499.5375,521001.0751,-2203.036991,-24873.47183,11719.09802,327401.6129,41719.69801,-251273.1965,502552.393,-6424.789814,-4221.752814,18448.68209
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10177.99187,9740.742712,102660.5302,87.59303669,10854.1368,-377769.3003,755548.6007,65335.21527,1036.0781,83.9072751,-389562.1723,779130.3445,64602.19458,64602.19458,-390360.4119,780722.8238,-23581.74385,-25174.22311,10410.18179,99432.31322,10237.08786,-381990.592,763987.184,-8438.583253,15143.16055,16735.63985
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10159.40324,10475.56438,103499.6181,10.91671743,10957.40737,-663878.6475,1327767.295,65076.10206,10720.4008,44.54974426,-675941.991,1351889.982,64917.49331,64917.49331,-676373.4149,1352748.83,-24122.68687,-24981.53473,10198.94331,99030.20207,9933.649661,-671594.4798,1343194.96,-15427.66456,8695.022443,9553.870443
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10524.76304,9432.203011,100661.6076,62.01846102,10614.06408,-251236.8244,502483.6487,78336.79829,10.01395018,34.3916486,-250110.5683,500227.1367,64706.3773,64706.3773,-261665.8335,523333.6671,2256.512051,-20850.01833,11246.57081,367179.7296,42760.97407,-248086.0756,496178.1512,6305.497465,4048.985465,27155.51586
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10401.53703,10524.55252,99411.02989,87.37953746,10221.16496,-381990.5909,763991.1818,65648.59562,720.9107058,62.92312166,-391566.6356,783139.2713,64893.95244,64893.95244,-392393.9107,784789.8214,-19148.08948,-20798.63963,10059.0413,101501.3913,10466.89756,-377769.4437,755544.8874,8446.294397,27594.3839,29244.934
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10463.80433,10051.57195,100095.197,11.48320032,10432.99229,-671591.618,1343193.236,65245.64111,6835.268377,55.99796771,-679273.914,1358553.828,65089.848,65089.848,-679709.7549,1359421.51,-15360.59186,-16228.27373,10338.31164,104520.8485,11371.03655,-663879.9244,1327765.849,15427.3871,30787.9791,31655.6611
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9177.016284,16467.6329,99419.23117,116.2121176,8873.464575,-249599.1715,499208.343,78698.19803,39.91844191,117.4894855,-250596.7035,501199.4071,64924.95683,64924.95683,-262332.121,524666.242,-1991.064041,-25457.89902,10417.83616,103454.0844,11216.32527,-249538.8775,499083.7549,124.5880672,2115.652167,25582.48707
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9790.43837,12687.24904,101740.3149,103.0615637,10048.17705,-379895.5795,759801.1589,65825.83195,1492.061991,109.2975643,-391953.4255,783912.8511,65096.76698,65096.76698,-392698.8244,785399.6489,-24111.69218,-25598.48995,10216.43345,103257.7056,10824.37197,-379568.3913,759142.7826,658.3763351,24770.06854,26256.86634
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,9886.931303,11908.15804,101419.8151,75.89162083,10095.8464,-667619.9908,1335249.982,65338.70819,7235.595585,54.36925818,-679788.9061,1359583.812,65179.02686,65179.02686,-680227.5241,1360457.048,-24333.83053,-25207.0665,9929.830001,100595.7186,10005.00318,-668309.3962,1336624.792,-1374.810425,22959.01958,23832.25558
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10424.4662,10483.23155,103497.8954,56.988314,11226.41996,-249538.8778,499087.7556,77868.01994,10.00734489,32.56392462,-252323.6861,504653.3721,64953.14902,64953.14902,-263512.7984,527027.5968,-5565.616495,-27939.84118,9734.870344,101181.6509,9832.495187,-249600.1008,499206.2017,-118.4460998,5447.1704,27821.3951
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9963.440022,13035.86638,101898.7901,87.88559069,10272.80074,-379567.1655,759144.3311,65785.48695,1066.554558,83.9169261,-393574.3,787154.5999,65048.76932,65048.76932,-394351.2333,788704.4666,-28010.26887,-29560.13554,11038.08692,218632.9989,29787.27518,-379929.2819,759864.5639,-720.2327725,27290.03603,28839.90273
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10158.63782,9876.384653,101777.9893,10.39389358,10494.26719,-668307.7475,1336625.495,65351.9207,15286.73541,34.44348352,-683374.4009,1366754.802,65182.59284,65182.59284,-683915.3724,1367832.745,-30129.30674,-31207.24963,10049.18723,102090.2625,10404.21934,-667621.4371,1335248.874,1376.620857,31505.92786,32583.87086
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,9922.457161,11057.42987,99052.71409,104.2534849,9737.344435,-25063032.85,50126075.7,77692.49508,31.68432648,92.54583205,-25166790.25,50333586.51,64508.75569,64508.75569,-26309985.43,52619972.86,-207510.8102,-2493897.168,10279.81494,101486.5077,10708.60809,-25034790.91,50069587.83,56487.875,263998.685,2550385.035
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10358.75467,10359.0398,101248.1365,59.78789729,10644.64456,-38126137.33,76252284.66,65477.16678,1592.573516,112.5209922,-39310337.56,78620681.12,64773.12226,64773.12226,-39381668.3,78763338.61,-2368396.453,-2511053.945,9773.592274,99466.02608,9723.423822,-38133571.68,76267149.36,-14864.7032,2353531.757,2496189.247
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9828.990463,10005.96043,98577.08425,11.62514675,9536.717865,-67093996.32,134188002.6,65005.56378,7082.790683,54.38648129,-68298615.49,136597237,64838.61756,64838.61756,-68345172.72,136690347.4,-2409234.341,-2502344.786,9992.229063,99811.50052,10017.39859,-66991571.28,133983148.6,204854.0315,2614088.432,2707198.832
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10337.62424,8060.603516,100642.3222,104.4929396,10551.6447,-25058958.86,50117927.72,77677.77058,42.53426148,119.6713968,-25162491.48,50324988.96,64503.19806,64503.19806,-26304672.44,52609346.89,-207061.2464,-2491419.168,10083.40866,100057.0949,10115.11443,-25080293.54,50160593.08,-42665.36189,164395.8781,2448753.808
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10183.65221,9168.910447,100291.3022,59.90986551,10275.51085,-38147344.69,76294699.39,65443.5238,1535.230686,112.5385735,-39329588.86,78659183.72,64720.52864,64720.52864,-39405379.53,78810761.07,-2364484.332,-2516061.68,10215.22897,100760.6194,10420.36918,-38157261.61,76314529.22,-19829.83019,2344654.5,2496231.85
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9844.577054,10790.70156,99274.67012,19.54234709,9696.966749,-67039403.49,134078817,65044.32208,5931.822519,60.53171133,-68248436.66,136496879.3,64893.68834,64893.68834,-68288928.79,136577859.6,-2418062.342,-2499042.602,9833.385546,98927.13931,9626.599942,-67134810.77,134269627.5,-190810.5342,2227251.766,2308232.066
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10231.00528,8848.815261,100534.6513,103.8012101,10384.40121,-25080285.87,50160581.73,77591.15723,31.7473208,92.49158464,-25142321.04,50284648.08,64447.51774,64447.51774,-26276418.33,52552838.66,-124066.3532,-2392256.927,10020.6521,99281.80873,9892.602187,-25063037.46,50126080.92,34500.81426,158567.1643,2426757.744
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10226.63435,8748.831363,100745.4935,59.89658977,10426.81116,-38157262.19,76314534.37,65400.5996,1369.347997,112.3360077,-39314828.22,78629662.44,64605.8004,64605.8004,-39405045.16,78810092.32,-2315128.067,-2495557.947,10354.35396,101183.5808,10624.55518,-38126137.33,76252280.65,62253.71783,2377381.788,2557811.668
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10193.04012,9522.389539,100678.377,17.60953075,10369.61583,-67134436.45,134268882.9,64935.43187,13915.44284,36.99002252,-68189100.04,136378206.1,64770.55208,64770.55208,-68239632.3,136479266.6,-2109323.179,-2210383.706,9947.738646,99115.274,9769.39545,-67094036.81,134188079.6,80803.28423,2190126.484,2291186.984
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10205.54042,10350.03674,100791.2095,104.0362401,10468.60328,-25034786.23,50069582.46,77782.97374,42.31531877,119.4104975,-25184293.63,50368593.27,64569.9929,64569.9929,-26328378.89,52656759.79,-299010.8086,-2587177.33,10190.23804,101670.3789,10563.02818,-25097162.78,50194331.56,-124749.1005,174261.7095,2462428.23
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10051.00637,8368.496808,100700.7341,108.8731951,10260.01719,-38133406.93,76266823.86,65469.49369,1385.333651,105.1078169,-39337118.44,78674242.88,64728.58623,64728.58623,-39415564.96,78831131.91,-2407419.016,-2564308.048,10249.4136,101763.5415,10592.407,-38176565.47,76353136.93,-86313.07109,2321105.949,2477994.979
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10178.75736,9946.885126,100902.5823,12.72756263,10449.64427,-66991496.82,133983003.6,65039.42976,9460.590471,45.53844169,-68331885.76,136663777.5,64858.76773,64858.76773,-68388631.35,136777264.7,-2680773.89,-2794261.066,10129.79744,102202.1347,10551.3982,-67187214.48,134374435,-391431.3653,2289342.535,2402829.735
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10337.02719,8813.3638,102059.9333,104.2255472,10817.81216,-25097156.97,50194323.93,77951.50293,39.81435799,113.6449579,-25204278.01,50408562.01,64668.93338,64668.93338,-26349325.06,52698652.12,-214238.0834,-2504328.188,10078.23098,99821.30756,10080.38378,-25058983.57,50117973.13,76350.79807,290588.8781,2580678.988
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10255.28748,9913.827092,101885.0529,59.80021097,10628.28414,-38176564.96,76353139.93,65606.35386,1569.830393,112.5389308,-39370698.41,78741402.83,64896.70292,64896.70292,-39443898.03,78887798.06,-2388262.895,-2534658.131,10172.20673,100227.1778,10248.20819,-38147338.9,76294683.8,58456.1304,2446719.03,2593114.26
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10044.10107,10207.86994,101848.311,11.14612269,10392.40922,-67187175.45,134374360.9,65239.00299,14405.6015,37.06775684,-68404804.46,136809614.9,65096.88782,65096.88782,-68449406.44,136898814.9,-2435254.004,-2524453.967,10152.96822,100641.3103,10300.8944,-67039760.23,134079526.5,294834.4361,2730088.436,2819288.436
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9794.574902,3365.245997,104942.3672,116.2419636,10870.71296,-59323.7284,118657.4568,75885.16809,10.5354974,32.28352411,-59848.86229,119703.7246,63895.52262,63895.52262,-62871.94633,125745.8927,-1046.267777,-7088.435855,7470.123681,92384.45048,6051.582918,-59591.89326,119189.7865,-532.3297296,513.9380704,6556.10617
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,10087.41757,3163.219547,109715.692,111.5306917,12130.90343,-92665.48416,185340.9683,65205.48295,62.31624921,10.00471669,-95710.20043,191426.4009,62456.79492,62456.79492,-96541.59054,193085.1811,-6085.432533,-7744.212761,6169.513015,86103.48392,4383.560775,-93101.65979,186209.3196,-868.3512849,5217.081315,6875.861515
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10815.90533,3513.679134,723692.2256,102.7391852,56011.91427,-163861.4907,327732.9814,64505.30901,2701.811838,79.56942309,-166529.088,333064.1761,63984.12109,63984.12109,-166857.8513,333717.7026,-5331.194651,-5984.721192,6951.637427,88877.3583,5411.092203,-164561.3642,329128.7284,-1395.746992,3935.447708,4588.974208
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10892.08741,2958.421931,108919.3662,119.8488167,12876.17248,-60208.05819,120426.1164,76549.49761,37.94878981,103.5875253,-59859.52638,119725.0528,64099.93305,64099.93305,-62960.25893,125922.5179,701.0636115,-5496.401486,7258.739682,93787.12452,5988.152129,-59802.94426,119611.8885,814.2278771,113.1642771,6310.629377
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,10502.18356,3018.880059,104314.7183,111.8331515,11357.82316,-94140.38863,188290.7773,65482.0332,752.3192932,85.58152292,-95933.99432,191873.9886,62589.70757,62589.70757,-96821.86005,193645.7201,-3583.21139,-5354.942841,6188.683162,88419.99458,4661.148732,-93262.69748,186531.395,1759.382342,5342.593642,7114.325142
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,11444.04485,3560.015704,550946.2472,89.32590765,52775.1338,-165905.9468,331821.8937,64764.57544,1769.632879,88.8184224,-167508.4048,335022.8096,64153.90915,64153.90915,-167927.3128,335856.6256,-3200.915922,-4034.731905,7445.258625,92741.42059,6303.745152,-164731.5448,329469.0896,2352.804056,5553.719956,6387.535956
