gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10235.85085,862.9201924,98004.89821,30.36530508,10124.96729,-91852.75572,183715.5114,64985.31019,807.9665404,63.45167108,-94701.38889,189408.7778,62982.71469,62982.71469,-95178.53521,190359.0704,-5693.266331,-6643.55897
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10985.01759,5345.104788,99399.29701,119.9679886,11171.1631,-163596.7497,327203.4993,64409.99205,2849.464265,87.67219956,-165644.777,331295.5541,63958.9859,63958.9859,-165848.8939,331699.7878,-4092.054748,-4496.288512
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,10496.03795,1042.248324,96138.26206,23.47192368,10322.66255,-58950.08503,117910.1701,74711.12604,48.52312436,115.4290575,-60099.73413,120205.4683,63670.84838,63670.84838,-63020.07862,126042.1572,-2295.298194,-8131.98717
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10225.7497,5187.271336,95580.84912,101.1481308,9892.982482,-91023.98974,182057.9795,64987.03126,253.1000792,27.64321258,-95069.71058,190145.4212,62708.57671,62708.57671,-95661.52008,191325.0402,-8087.441684,-9267.060678
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10103.49017,7114.373244,95239.82735,119.9998602,9704.410752,-160703.2451,321416.4903,64247.77071,2242.55415,91.28453627,-165882.3613,331770.7225,63727.10731,63727.10731,-166140.3445,332282.6891,-10354.23221,-10866.19878
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9442.906512,1964.223521,102290.5715,12.9118956,9918.073615,-59891.65699,119793.314,76270.05906,12.46637133,37.21368745,-60264.031,120534.062,64320.67438,64320.67438,-63148.4799,126298.9598,-740.7480022,-6505.645811
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10037.55882,4127.316123,106137.8376,86.04369707,11405.61793,-92525.98877,185061.9775,65639.62841,883.4454265,75.04251469,-95444.79761,190895.5952,63456.27929,63456.27929,-96005.43203,192012.8641,-5833.617681,-6950.886527
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10477.43511,4998.287482,106152.4469,119.8988683,11947.21511,-164262.8383,328535.6765,64927.22905,2203.812889,94.02881188,-167224.5463,334455.0926,64467.08757,64467.08757,-167459.5889,334921.1778,-5919.416074,-6385.501287
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10353.00261,5337.201059,102600.8181,116.1640905,10988.20644,-301673.2058,603356.4116,75405.99929,49.91428462,119.9992635,-301801.0057,603608.0114,64143.97307,64143.97307,-315896.1054,631794.2109,-251.5998195,-28437.7993
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,9980.255275,5519.63615,101645.8639,89.5628923,10365.82347,-463785.8244,927581.6488,65312.58009,773.2111495,63.46268892,-476795.4239,953596.8478,63237.52552,63237.52552,-479351.522,958705.044,-26015.19897,-31123.39522
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10416.96772,5182.585052,103232.0933,119.9865791,11150.16734,-821275.6314,1642561.263,64661.17237,3695.020411,79.20187209,-832323.4403,1664652.881,64265.08786,64265.08786,-833303.4885,1666608.977,-22091.61771,-24047.71416
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,9980.332789,2149.771684,101177.31,22.56162207,10363.64394,-299946.7434,599903.4867,76419.08649,47.24018095,115.3869019,-305212.1705,610430.341,64918.48856,64918.48856,-319668.723,639339.446,-10526.85431,-39435.95934
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,9999.468749,5182.92849,99404.96342,92.52020108,10029.77065,-462576.9944,925163.9889,66165.31458,767.3200267,63.47001344,-482016.6745,964039.3489,64096.28831,64096.28831,-484605.4583,969212.9166,-38875.36008,-44048.92774
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10011.85952,7111.200298,99302.2827,119.8145206,10036.45402,-817664.9489,1635339.898,65615.10526,3345.57365,80.3130434,-843422.2127,1686850.425,65179.19854,65179.19854,-844532.1281,1689066.256,-51510.5277,-53726.35849
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10241.36527,4363.963749,99929.62758,75.17711422,10128.53043,-303918.4604,607846.9209,75644.1182,50.39462416,119.7646801,-303529.6699,607065.3398,64460.11671,64460.11671,-317648.3578,635298.7157,781.5811292,-27451.7948
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10212.91545,4846.878843,99917.78659,116.9852736,10085.35849,-469104.3008,938218.6016,65650.25214,805.7336658,63.45599751,-478220.2844,956446.5687,63650.94779,63650.94779,-480630.544,961263.0879,-18227.96717,-23044.48636
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10308.78365,5449.531176,100697.2811,119.8907268,10322.04366,-828566.178,1657142.356,65064.45238,2386.3437,91.2976226,-836013.4348,1672032.87,64595.64213,64595.64213,-837201.2801,1674404.56,-14890.51355,-17262.20424
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,9696.147978,4684.601947,97589.30358,77.39179977,9187.690262,-301115.7474,602241.4947,75884.4735,13.58752432,37.20776819,-305712.2546,611430.5091,64800.07639,64800.07639,-319907.8493,639817.6986,-9189.014405,-37576.2039
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10015.60922,5435.536371,97874.36491,119.6121377,9615.618868,-464951.1793,929912.3586,66077.02924,192.3074616,21.8994931,-483355.4251,966716.8502,63799.4989,63799.4989,-486377.8327,972757.6655,-36804.49166,-42845.30694
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10315.90751,5447.883194,99638.10055,116.547671,10261.18644,-823412.6884,1646835.377,65518.21989,2663.344816,87.85551208,-843341.688,1686689.376,65079.33398,65079.33398,-844488.3273,1688978.655,-39853.9993,-42143.27791
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,10325.79487,1401.141358,102916.7717,22.04331886,10854.79895,-303436.2016,606882.4032,75618.92047,21.01699921,56.16089125,-302819.6394,605645.2789,64301.25173,64301.25173,-317179.0103,634360.0205,1237.12434,-27477.61732
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,10034.88471,1931.810866,101347.4939,50.21800382,10178.98441,-467478.9798,934967.9596,65458.67562,87.47242585,10.63928724,-479083.0539,958172.1077,63303.16998,63303.16998,-481881.6288,963765.2575,-23204.14813,-28797.29797
g1,n10e4,td190,l95,n500,n100,rad50k,2change,all,10135.40728,6072.94207,101850.3399,119.9807725,10321.82212,-828436.3199,1656882.64,64967.0277,2617.048413,87.80060462,-838006.4193,1676018.839,64528.3401,64528.3401,-839169.0351,1678340.07,-19136.1988,-21457.43045
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10227.10105,3474.434002,100437.3804,56.85229594,10353.1923,-30399055.88,60798121.75,75670.19755,31.76633346,79.94245402,-30579521.87,61159049.75,64468.60649,64468.60649,-32008971.93,64017945.86,-360927.9926,-3219824.109
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10996.87075,11970.57835,191340.2994,12.18106248,26676.85924,-46822955.02,93645920.05,65679.20269,918.7582787,73.6205286,-48255303.06,96510612.13,63609.94237,63609.94237,-48514890.05,97029782.1,-2864692.081,-3383862.054
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10930.35043,6465.861153,112328.2391,119.9718634,13779.67226,-82849462.7,165698935.4,65184.38696,3353.606887,81.76809893,-84324342.01,168648690,64732.52073,64732.52073,-84427172.12,168854346.2,-2949754.624,-3155410.853
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,9814.042751,3348.641925,99342.85858,39.19439211,9711.709178,-30287355.22,60574720.45,75793.28202,31.82039238,79.94287242,-30640550,61281105.99,64591.70285,64591.70285,-32067156.64,64134315.28,-706385.5464,-3559594.831
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10836.26756,12553.54707,186540.5893,16.59755923,25703.05762,-46733509.57,93467029.15,65812.73346,934.1042232,73.61165681,-48313968.75,96627943.51,63770.89523,63770.89523,-48567812.46,97135626.92,-3160914.36,-3668597.771
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10002.70859,5627.792326,99437.82696,120,9921.433819,-82649856.16,165299722.3,65280.51965,2435.580817,91.70081258,-84491371.3,168982748.6,64821.92011,64821.92011,-84605030.71,169210063.4,-3683026.282,-3910341.116
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10233.54457,3273.478989,100086.1205,53.16847563,10386.64326,-30273632.93,60547275.86,75282.29284,31.94457053,79.94093907,-30453071.82,60906149.64,64182.23016,64182.23016,-31873938.54,63747879.08,-358873.7828,-3200603.219
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10935.64495,11897.76926,189897.9699,12.59919973,26414.94022,-46646995.59,93294001.18,65423.39097,932.6026037,73.61134204,-48073024.14,96146054.28,63374.75825,63374.75825,-48326831.04,96653664.08,-2852053.099,-3359662.896
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10206.13253,6494.867586,100041.9152,120,10326.8208,-82509953.7,165019917.4,64827.68098,3487.88187,80.17548755,-83980929.91,167961865.8,64423.53487,64423.53487,-84085030.05,168170062.1,-2941948.416,-3150144.705
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10003.11984,3707.669094,99062.38855,53.74424912,9796.831832,-30403223.11,60806456.22,75608.46524,31.37129156,79.94394127,-30467460.17,60934926.34,64298.66984,64298.66984,-31900662.12,63801326.24,-128470.127,-2994870.023
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,11006.07308,12209.3766,180351.7762,14.01929979,25214.79462,-46860226.28,93720462.56,65517.86249,540.3824887,51.00460392,-48173515.19,96347036.39,63276.45602,63276.45602,-48468943.13,96937888.25,-2626573.826,-3217425.687
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,11221.57607,5629.57611,117622.4355,120,15724.81234,-83028021.17,166056052.3,64915.1623,2657.23481,87.97034749,-84138419.37,168276844.7,64485.29085,64485.29085,-84253258.11,168506518.2,-2220792.39,-2450465.866
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0,10149.86547,3448.802805,100645.5581,47.36084711,10270.69222,-30456621.78,60913253.57,75652.51338,31.76821168,79.94152934,-30581626.17,61163258.35,64453.75573,64453.75573,-32014032.52,64028067.05,-250004.7836,-3114813.481
g1,n10e4,td190,l95,n500,n100,wgs,2change,t0t120,10945.18732,11803.27185,185489.4621,11.33929014,25780.10795,-46872730.45,93745470.9,65682.91816,903.4111103,73.63217133,-48295130.05,96590266.1,63579.95234,63579.95234,-48561655.13,97123312.26,-2844795.198,-3377841.361
g1,n10e4,td190,l95,n500,n100,wgs,2change,all,10584.87487,5468.763419,102980.8604,120,11212.05912,-83013889.84,166027789.7,65101.22679,3060.762889,81.92085681,-84503414.18,169006834.4,64654.22157,64654.22157,-84621821.19,169243644.4,-2979044.684,-3215854.701
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9899.936933,5709.194628,95333.29021,114.2311744,9488.844074,-69602.62013,139215.2403,72397.73,21.62837155,46.12406993,-71145.28067,142296.5613,63589.51957,63589.51957,-74415.76653,148833.5331,-3081.321076,-9618.2928
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10162.36344,10724.0247,96140.11034,10.02779705,9903.987276,-108557.7029,217125.4058,65011.88769,182.1415918,17.18847473,-113413.8798,226833.7595,58063.77698,58063.77698,-114772.0153,229546.0306,-9708.353711,-12420.62475
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10687.30707,6157.555507,98507.54464,119.6606817,10982.58089,-192569.8142,385149.6284,64485.28774,2535.820648,98.9765113,-198661.8584,397329.7168,62777.78276,62777.78276,-199213.3236,398428.6471,-12180.08847,-13279.01875
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,10513.89941,3898.652623,103073.1047,66.41564211,11562.29755,-70542.70212,141095.4042,72332.96231,64.20827169,119.8175886,-71094.24521,142194.4904,63611.93551,63611.93551,-74342.3985,148686.797,-1099.086199,-7591.392771
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10767.1668,11443.97261,138407.9497,10.00040314,18994.1652,-109751.289,219512.578,65020.61479,383.0048804,27.95502292,-113109.8386,226225.6772,59094.04284,59094.04284,-114188.0681,228378.1362,-6713.099158,-8865.558199
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10724.83156,6065.224036,102509.7282,119.9924549,11581.26814,-195110.5037,390231.0074,64443.61103,3584.997324,87.26886964,-199000.8248,398007.6495,62972.14288,62972.14288,-199471.0658,398944.1316,-7776.642134,-8713.124269
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9769.632046,4406.404458,103945.1604,55.85438592,10621.09914,-70742.07928,141494.1586,73544.27989,59.02711914,116.3465644,-71380.68248,142767.365,64356.42822,64356.42822,-74620.13699,149242.274,-1273.206395,-7748.115418
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,10450.51961,11148.03929,178587.7199,10.59045046,23449.80847,-110228.0198,220466.0395,65732.38643,1243.930565,82.46845481,-113609.1585,227224.317,59197.73375,59197.73375,-114873.6851,229749.3701,-6758.277431,-9283.330605
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10613.37102,5874.562452,108523.8301,119.9924217,12455.67108,-196331.2168,392672.4336,65043.00701,2639.882192,101.8320012,-199792.2448,399590.4896,63589.63106,63589.63106,-200274.986,400551.972,-6918.056004,-7879.538436
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,9879.170773,1052.568132,93835.0516,15.67764379,8830.128143,-70612.033,141234.066,72321.54178,65.83272396,119.9982286,-71169.12426,142344.2485,63780.7346,63780.7346,-74302.12569,148606.2514,-1110.182514,-7372.185375
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,11387.63802,12362.13288,129533.6106,10.00635763,17929.94367,-110128.9219,220267.8439,65059.66413,211.7998503,18.42636822,-113035.6849,226077.3697,58521.01455,58521.01455,-114270.3164,228542.6328,-5809.525849,-8274.788907
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10961.30893,5155.277574,99460.11946,119.9999244,10900.30353,-195361.472,390732.944,64381.52527,2783.272357,99.79183784,-198444.0781,396894.1562,62909.84767,62909.84767,-198920.6707,397843.3415,-6161.2122,-7110.397416
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0,10208.36125,608.3835301,96302.74429,10.27103164,9689.545249,-70543.24255,141096.4851,70813.21759,68.13362483,119.9033022,-70204.86503,140415.7301,62687.09516,62687.09516,-73267.99307,146537.9861,680.7550356,-5441.501052
g1,n10e4,td190,l95,n500,n200,rad10k,2change,t0t120,9859.568189,10376.27752,95655.68529,14.46759613,9104.670766,-109864.26,219738.5199,63925.03392,203.0738073,17.79129074,-111694.171,223394.342,57515.47241,57515.47241,-112907.0107,225816.0214,-3655.822043,-6077.501429
g1,n10e4,td190,l95,n500,n200,rad10k,2change,all,10927.42261,6112.201936,100559.987,119.9997906,11287.28708,-195718.6798,391447.3596,63514.34183,2818.471862,100.1756931,-195806.4849,391618.9698,61900.07782,61900.07782,-196265.4014,392532.8027,-171.6102671,-1085.443154
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10441.02824,4994.166373,104376.5543,116.6011385,11297.24487,-358106.9797,716223.9595,73550.91689,64.65048173,119.4041125,-361729.4881,723464.9763,64788.4574,64788.4574,-378067.7681,756137.5363,-7241.016808,-39913.57679
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10224.8472,10780.78324,114658.0826,10.00026609,13856.04474,-558085.2306,1116180.461,66231.56868,160.9344598,14.98441551,-576176.4922,1152358.984,59511.46656,59511.46656,-582686.8514,1165375.703,-36178.52311,-49195.2415
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10534.57594,6290.651148,104091.1412,119.9920231,11169.81672,-991773.7223,1983557.445,65559.96327,2851.349599,93.41091759,-1009811.18,2019628.361,63882.62593,63882.62593,-1012605.278,2025212.555,-36070.916,-41655.11061
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10145.72738,1398.985663,102417.5094,15.76122502,10834.97334,-353950.4994,707910.9988,73306.05177,53.28757467,103.3833456,-358544.8651,717095.7301,64325.94745,64325.94745,-374771.4471,749544.8942,-9184.731351,-41633.89541
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10504.65251,11195.98133,165795.8035,10.55844177,22255.49048,-552147.0857,1104304.171,65662.27865,203.0805259,18.16199313,-570983.2517,1141972.503,59053.70486,59053.70486,-577353.5262,1154709.052,-37668.33203,-50404.88105
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10406.07205,6846.28013,101261.2314,119.9040933,10863.35956,-978735.9562,1957481.912,64915.98368,2817.960817,96.70141017,-1004198.758,2008403.517,63430.41415,63430.41415,-1006724.924,2013451.849,-50921.6045,-55969.93627
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10158.0371,2691.168229,98836.94052,36.72418348,9793.976504,-358824.7976,717659.5952,73477.82439,61.97369938,119.1062291,-358460.3566,716926.7132,64423.13917,64423.13917,-374911.0161,749824.0321,732.8820274,-32164.43691
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,10190.43528,10886.09151,99590.84479,11.40631179,9905.147473,-559673.1907,1119356.381,65801.64246,938.4600159,60.64697181,-570030.2403,1140066.481,59698.17289,59698.17289,-575678.3789,1151358.758,-20710.0993,-32002.37654
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10818.15746,5312.298541,102925.3694,119.9957682,11289.40628,-992826.1317,1985662.263,64997.34619,2912.323889,98.00593633,-1000633.901,2001273.802,63605.25107,63605.25107,-1002958.68,2005919.36,-15611.53868,-20257.09639
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,10512.75792,3396.237416,102598.4845,70.42906762,11183.69056,-355574.0417,711158.0835,73021.83805,63.40765374,119.9640362,-357060.2105,714126.4211,64111.48823,64111.48823,-373020.1175,746042.2351,-2968.337577,-34884.15156
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,9972.532074,10365.2569,100618.1585,10.07430245,10059.05874,-553403.939,1106817.878,65399.09223,117.955799,11.43600962,-568521.7424,1137049.485,58743.99637,58743.99637,-574919.9494,1149841.899,-30231.60683,-43024.0208
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10558.05629,6419.061416,103617.4745,119.999801,11353.84026,-983561.6247,1967133.249,64665.4731,2979.413154,98.83544943,-995691.6301,1991389.26,63268.11137,63268.11137,-997870.9383,1995743.877,-24256.01073,-28610.62721
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0,9663.230406,3043.680004,97742.43282,31.48401016,9186.803086,-355570.5631,711151.1262,74189.63848,34.50663484,71.82843411,-361201.2414,722408.4827,64950.62679,64950.62679,-377553.5099,755109.0198,-11257.35652,-43957.89365
g1,n10e4,td190,l95,n500,n200,rad50k,2change,t0t120,9753.190297,10232.93711,97361.4826,10.00529663,9166.392737,-554448.9834,1108907.967,66387.90189,169.8472332,15.48524526,-574872.0691,1149750.138,59769.94304,59769.94304,-581210.6788,1162423.358,-40842.17139,-53515.39085
g1,n10e4,td190,l95,n500,n200,rad50k,2change,all,10414.65063,5791.397417,99774.02658,119.9985043,10334.38118,-987171.8279,1974353.656,65547.97749,2834.90944,98.92021397,-1009126.287,2018258.575,64198.68601,64198.68601,-1011508.366,2023018.731,-43904.91923,-48665.07565
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10785.06265,3676.114756,102654.6125,112.0513733,11569.32756,-17833798.47,35667606.94,81508.48151,20.40616259,79.65788363,-17935776.87,35871559.74,64455.78854,64455.78854,-18728707.29,37457416.58,-203952.8047,-1789809.641
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10412.53415,2671.251324,101275.3902,61.83323475,10874.99316,-27456106.35,54912222.7,65412.06291,404.5081453,73.4349529,-28352207.47,56704420.93,64730.15032,64730.15032,-28404069.13,56808140.26,-1792198.235,-1895917.559
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10033.50346,8406.64556,98828.86924,117.1424426,9934.787247,-47352795.52,94705601.04,64989.98089,3147.582947,61.71311518,-48347599.31,96695204.62,64677.67715,64677.67715,-48378491.2,96756984.4,-1989603.579,-2051383.359
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10274.04523,3961.754067,100630.1519,119.7420804,10499.03442,-17817519.02,35635048.05,81464.85081,20.14540636,79.65909395,-17859665.3,35719336.61,64250.67323,64250.67323,-18652563.64,37305129.27,-84288.56114,-1670081.225
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,9903.217466,1449.986888,99079.1151,62.87853792,9730.077298,-27592117.9,55184245.79,65141.83049,416.0227432,73.32162691,-28219031.86,56438069.72,64468.62294,64468.62294,-28268622.54,56537247.09,-1253823.931,-1353001.297
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,9731.534651,4986.646901,98454.90838,117.1635529,9405.539477,-47466060.49,94932130.98,64684.42332,3335.403098,61.72046293,-48130109.72,96260225.45,64410.40942,64410.40942,-48157061.19,96314124.37,-1328094.473,-1381993.397
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10360.96613,4268.668287,99597.43237,113.3358016,10289.80816,-17911442.08,35822894.17,81585.89072,20.24649972,79.7032364,-17910979.51,35821965.01,64406.36174,64406.36174,-18710262.86,37420527.72,929.1522737,-1597633.555
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10261.93699,2498.514935,100292.8307,62.66150507,10368.73544,-27586720.18,55173450.35,65359.73336,410.1964176,73.38582614,-28340705.92,56681417.83,64676.89461,64676.89461,-28391613.9,56783229.79,-1507967.481,-1609779.442
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10302.11369,5165.942902,100444.6965,117.2824009,10485.50487,-47568520.77,95137051.54,65056.83932,3252.034305,61.72413188,-48372005.11,96744016.22,64759.22208,64759.22208,-48400879.94,96801761.88,-1606964.678,-1664710.342
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,10958.66746,1738.544847,102294.1946,79.10661489,11508.79492,-17908036.98,35816083.97,81618.43072,19.95170054,79.734126,-17841300.73,35682607.45,64229.12199,64229.12199,-18642993.4,37285988.81,133476.5129,-1469904.843
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,10096.31749,3382.948654,101295.0512,60.09171928,10334.62655,-27610415.54,55220841.08,65432.76951,35.93522008,10.8551645,-28355502.97,56711011.94,64515.94915,64515.94915,-28425092.04,56850186.08,-1490170.859,-1629344.994
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10555.39219,3040.503812,103712.9642,118.0210524,11404.58163,-47714162.87,95428335.75,64972.53919,3068.681259,61.70776668,-48252372.07,96504750.13,64646.68144,64646.68144,-48285030.27,96570062.55,-1076414.387,-1141726.8
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0,9743.204369,5336.652496,97918.7972,112.7711375,9267.876578,-17888031.6,35776073.21,81992.17633,19.97105225,79.73889955,-17931185.71,35862377.43,64543.69859,64543.69859,-18737735.81,37475473.62,-86304.22028,-1699400.412
g1,n10e4,td190,l95,n500,n20,wgs,2change,t0t120,9782.536572,2763.80532,97329.55457,63.22116812,9191.274138,-27575918.59,55151847.17,65608.80327,431.3787713,73.26114234,-28389384.43,56778774.85,64953.31726,64953.31726,-28436285.44,56872572.87,-1626927.679,-1720725.698
g1,n10e4,td190,l95,n500,n20,wgs,2change,all,10005.66375,6300.104494,98392.34881,119.5940787,9661.094235,-47592117.42,95184244.83,65260.09023,1246.359954,81.10764554,-48504447.6,97008901.2,64907.39612,64907.39612,-48539053.66,97078109.32,-1824656.366,-1893864.49
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0,8872.941268,4779081.645,93936.70295,10.11201401,7834.275677,-49023.93066,98057.86133,76961.46515,39.79909944,115.6691156,-49191.34598,98388.69197,63603.69806,63603.69806,-51514.64685,103031.2937,-330.8306406,-4973.432367
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0t120,10096.16191,5958.026407,97206.89247,92.75112859,9726.172557,-75124.43286,150258.8657,64706.7502,628.7677942,63.29061403,-77404.66397,154815.3279,63864.32568,63864.32568,-77606.9724,155215.9448,-4556.462227,-4957.079082
g1,n10e4,td190,l95,n500,n50,rad10k,2change,all,11239.85159,6881.491493,101011.6401,105.3001762,11992.60731,-132222.1664,264454.3329,64291.21493,5674.268412,58.66907323,-134466.907,268939.8141,64106.43005,64106.43005,-134570.7027,269143.4054,-4485.481202,-4689.072488
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0,10448.9887,387.6778676,95008.91279,20.97902313,9503.805948,-49064.60362,98139.20724,74664.15527,43.55132906,115.6501215,-48765.96909,97537.93819,62562.34493,62562.34493,-50948.99506,101899.9901,601.2690468,-3760.782889
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0t120,9786.385337,4191.578068,96228.68537,90.90464915,9265.588109,-75210.85957,150431.7191,63765.94116,560.8580131,63.37418376,-76684.77248,153375.545,62828.25914,62828.25914,-76927.92039,153857.8408,-2943.825821,-3426.12165
g1,n10e4,td190,l95,n500,n50,rad10k,2change,all,10134.45208,5169.88403,97376.14961,119.3749909,9856.433451,-132302.5584,264615.1169,63311.77867,3058.250678,72.6529626,-132937.1898,265880.3795,63114.2314,63114.2314,-133060.3043,266122.6086,-1265.262665,-1507.491772
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0,11805.41431,248.0626419,97967.57209,11.29102255,12340.60327,-48591.54692,97193.09384,77389.01249,39.38323078,115.6711499,-49312.92632,98631.85264,63856.4233,63856.4233,-51605.32591,103212.6518,-1438.758802,-6019.557979
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0t120,10080.23534,4330.177212,94099.15477,91.38159992,9370.871437,-74494.13954,148998.2791,64863.76969,614.422643,63.28052578,-77487.61506,154981.2301,64002.13618,64002.13618,-77697.83006,155397.6601,-5982.951036,-6399.381037
g1,n10e4,td190,l95,n500,n50,rad10k,2change,all,10040.38015,4890.728548,95471.40967,119.9380017,9641.759139,-130663.6343,261337.2687,64307.84745,2079.975298,86.02377201,-134502.2984,269010.5969,64082.27564,64082.27564,-134611.3584,269224.7168,-7673.328212,-7887.448127
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0,9274.87909,4964933.379,98681.18874,25.73106778,9177.552437,-49110.8122,98231.6244,77303.41309,38.99663624,115.6697658,-49191.10604,98388.21208,63669.26311,63669.26311,-51619.35202,103240.704,-156.5876776,-5009.079633
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0t120,9208.773941,6968.523569,96485.99959,91.68263383,8606.887269,-75128.75959,150267.5192,64475.32817,96.97661781,14.72522146,-77492.31304,154990.6261,63606.97243,63606.97243,-77747.45214,155496.9043,-4723.106906,-5229.385103
g1,n10e4,td190,l95,n500,n50,rad10k,2change,all,10208.49335,5620.847676,100462.6788,119.9877157,10628.92889,-132144.8629,264299.7259,64222.93431,2854.230505,74.24522491,-134631.2882,269268.5764,64001.38209,64001.38209,-134755.2837,269512.5674,-4968.850584,-5212.841558
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0,9652.882349,7335.670165,104019.0406,112.9684992,10517.94734,-49230.82629,98471.65257,78849.68814,10.00607608,36.60771557,-49423.71662,98853.43323,64323.70103,64323.70103,-51816.82983,103635.6597,-381.7806601,-5164.007076
