gentime,NeAnc,td,lambda,maxn,sampn,data,botexp,model,scheme,it,Nh,Nc,Na,Td,Ta,lnL,AIC2C,Nh1C,Nc1C,Na1c,Td1C,Ta1c,lnL1C,AIC1C,NhC,NcC,NaC,TdC,TaC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Nha,Tdh,Tah,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n100,rad50k,exp,2change,all,5,9955.362674,3256.970257,97783.44246,119.9745502,9504.600697,-823498.8099,1647007.62,64752.60191,2240.921159,64752.60191,83.03567122,NA,-838141.1472,1676288.294,64179.70307,64179.70307,64179.70307,NA,NA,-840037.4224,1680076.845,-29280.67446,-33069.22495,7563.125834,7563.125834,89229.95661,NA,5947.687681,-823688.5847,1647383.169,-375.5496415,28905.12482,32693.67531
g1,n10e4,constant,constant,n500,n200,rad50k,exp,2change,all,1,9890.07615,9508.596956,97316.59234,77.13979099,9162.13664,-990901.7892,1981813.578,66857.79436,678981.2727,66857.79436,10.18594927,NA,-1010330.942,2020667.884,64272.2358,64272.2358,64272.2358,NA,NA,-1010035.307,2020072.614,-38854.30576,-38259.03556,9760.075318,9760.075318,96779.93475,NA,8951.465543,-990902.3778,1981810.756,2.82279942,38857.12856,38261.85836
g1,n10e4,constant,constant,n500,n200,rad50k,exp,2change,all,2,10037.47809,10422.69701,101753.8011,77.67937033,10380.60332,-983046.4342,1966102.868,64944.12359,40682.82963,64944.12359,14.2013865,NA,-1000341.05,2000688.099,64222.64062,64222.64062,64222.64062,NA,NA,-1001952.892,2003907.785,-34585.23092,-37804.91606,10153.57628,10153.57628,102313.9858,NA,10597.78557,-983046.9366,1966099.873,2.99538671,34588.2263,37807.91145
g1,n10e4,constant,constant,n500,n200,rad50k,exp,2change,all,3,10134.6402,10856.54977,102619.3078,119.3628405,10708.24111,-978416.6778,1956843.356,65138.99535,7373.772414,65138.99535,68.82037194,NA,-995651.8905,1991309.781,64048.21477,64048.21477,64048.21477,NA,NA,-997205.6969,1994413.394,-34466.42527,-37570.03817,10270.95106,10270.95106,103002.3809,NA,10903.20587,-978417.6367,1956841.273,2.08231504,34468.50759,37572.12048
g1,n10e4,constant,constant,n500,n200,rad50k,exp,2change,all,4,10885.74202,10769.73434,183531.0624,10.00144816,25355.58871,-984587.2369,1969184.474,65404.33728,9923.739836,65404.33728,58.14926678,NA,-1001807.727,2003621.455,64345.05875,64345.05875,64345.05875,NA,NA,-1003444.119,2006890.238,-34436.98123,-37705.76445,10195.26133,10195.26133,102175.8289,NA,10538.09726,-984545.8263,1969097.653,86.82112793,34523.80236,37792.58558
g1,n10e4,constant,constant,n500,n200,rad50k,exp,2change,all,5,10195.18139,11366.33353,103142.2947,103.1850288,10785.62182,-983652.8708,1967315.742,65505.77887,9539.365837,65505.77887,60.5384199,NA,-1000938.996,2001883.991,64444.71059,64444.71059,64444.71059,NA,NA,-1002460.011,2004922.022,-34568.2496,-37606.28095,10442.0292,10442.0292,104163.8943,NA,11209.9413,-983655.661,1967317.322,-1.58046502,34566.66913,37604.70048
g1,n10e4,td190,l95,n500,n200,rad50k,exp,2change,all,1,10523.62627,6291.596201,103899.5595,120,11116.13355,-991773.7138,1983557.428,65666.0236,3322.38696,65666.0236,90.74038131,NA,-1009111.314,2018228.629,64198.70968,64198.70968,64198.70968,NA,NA,-1011508.366,2023018.731,-34671.20131,-39461.30384,9195.226091,9195.226091,97310.66593,NA,8657.048244,-991839.9925,1983685.985,-128.5574504,34542.64386,39332.74639
g1,n10e4,td190,l95,n500,n200,rad50k,exp,2change,all,2,10556.10412,6421.825549,103586.9724,119.9999922,11344.76887,-983561.6241,1967133.248,65070.04805,3315.750068,65070.04805,91.45708008,NA,-1000625.033,2001256.066,63605.25091,63605.25091,63605.25091,NA,NA,-1002958.68,2005919.36,-34122.81753,-38786.11153,9268.083104,9268.083104,96818.76398,NA,8840.502319,-983622.5513,1967251.103,-117.8544134,34004.96312,38668.25711
g1,n10e4,td190,l95,n500,n200,rad50k,exp,2change,all,3,10405.1408,6843.135689,101321.818,119.9992026,10874.50652,-978735.9018,1957481.804,64853.98478,40031.30204,64853.98478,14.25656909,NA,-996022.8012,1992051.602,63268.11133,63268.11133,63268.11133,NA,NA,-997870.9383,1995743.877,-34569.79867,-38262.07299,9350.170466,9350.170466,96157.93852,NA,8919.926015,-978777.2285,1957560.457,-78.65339723,34491.14528,38183.41959
g1,n10e4,td190,l95,n500,n200,rad50k,exp,2change,all,4,10800.94389,5317.296031,102625.0482,119.988,11201.87718,-992826.143,1985662.286,65296.77608,44490.13264,65296.77608,10.7101489,NA,-1010250.471,2020506.942,63882.62549,63882.62549,63882.62549,NA,NA,-1012605.278,2025212.555,-34844.65596,-39550.26926,8877.163571,8877.163571,94051.26639,NA,7888.756177,-992962.6897,1985931.379,-269.0934541,34575.56251,39281.17581
g1,n10e4,td190,l95,n500,n200,rad50k,exp,2change,all,5,10419.31719,5787.877578,99791.49043,119.9913699,10340.21792,-987171.8352,1974353.67,64645.48919,45535.70929,64645.48919,10.07161288,NA,-1004663.051,2009332.102,63430.414,63430.414,63430.414,NA,NA,-1006724.924,2013451.849,-34978.43197,-39098.1782,8862.669715,8862.669715,93144.61418,NA,7760.340887,-987259.0236,1974524.047,-170.3766977,34808.05527,38927.80151
g1,n10e4,td100,l99,n500,n200,rad50k,exp,2change,all,1,10152.79485,2989.060482,99117.74675,114.9062183,10012.44796,-985634.8835,1971279.767,64422.69364,2194.834792,64422.69364,86.00897965,NA,-1002575.253,2005156.506,61951.46471,61951.46471,61951.46471,NA,NA,-1008041.487,2016084.974,-33876.73871,-44805.20696,6252.552087,6252.552087,84263.31371,NA,4515.689561,-986187.2499,1972380.5,-1100.732807,32776.0059,43704.47416
g1,n10e4,td100,l99,n500,n200,rad50k,exp,2change,all,2,10170.12242,3458.418366,99810.81875,96.21011519,9987.971175,-995502.1964,1991014.393,65012.8673,2570.971664,65012.8673,81.10665792,NA,-1012633.589,2025273.177,62580.27065,62580.27065,62580.27065,NA,NA,-1018078.499,2036158.998,-34258.78451,-45144.6058,6279.457758,6279.457758,85031.52178,NA,4520.095372,-995987.9013,1991981.803,-967.4099538,33291.37456,44177.19584
g1,n10e4,td100,l99,n500,n200,rad50k,exp,2change,all,3,10264.70597,3296.237111,100898.8598,113.6438243,10179.56276,-997946.4002,1995902.8,65454.09856,2442.269085,65454.09856,84.24946728,NA,-1015166.322,2030338.643,63101.11175,63101.11175,63101.11175,NA,NA,-1020244.142,2040490.284,-34435.84294,-44587.48312,6637.782294,6637.782294,86710.04575,NA,4935.46225,-998414.1294,1996834.259,-931.4584461,33504.38449,43656.02468
g1,n10e4,td100,l99,n500,n200,rad50k,exp,2change,all,4,9909.488927,3553.591285,101633.2593,113.8872738,10037.38573,-992224.0553,1984458.111,65206.34242,2640.668067,65206.34242,83.12082133,NA,-1009730.186,2019466.372,63017.87733,63017.87733,63017.87733,NA,NA,-1014456.491,2028914.983,-35008.26133,-44456.87186,6727.120235,6727.120235,88299.36164,NA,5241.771414,-992591.6595,1985189.319,-731.2082251,34277.0531,43725.66363
g1,n10e4,td100,l99,n500,n200,rad50k,exp,2change,all,5,9968.650373,3368.710931,97657.70699,109.5316551,9447.196479,-988692.5666,1977395.133,64552.00189,2468.471847,64552.00189,83.82176108,NA,-1005790.576,2011587.152,62265.65495,62265.65495,62265.65495,NA,NA,-1010861.123,2021724.245,-34192.01894,-44329.11179,6458.297656,6458.297656,84914.83024,NA,4679.494753,-989127.4952,1978260.99,-865.8571489,33326.16179,43463.25465
g1,n10e4,constant,constant,n500,n50,rad50k,exp,2change,all,1,10434.19079,8469.579618,99970.17435,76.85415111,10373.59924,-671592.1911,1343194.382,65625.05973,5000000,65625.05973,13.45277536,NA,-683948.609,1367903.218,65182.59345,65182.59345,65182.59345,NA,NA,-683915.3724,1367832.745,-24708.83566,-24638.36244,10197.14496,10197.14496,98725.24166,NA,9882.478099,-671594.4994,1343194.999,-0.61649603,24708.21916,24637.74594
g1,n10e4,constant,constant,n500,n50,rad50k,exp,2change,all,2,9894.058932,11315.36548,101918.9563,75.29078003,10239.88706,-667108.869,1334227.738,65505.77184,5000000,65505.77184,13.42841519,NA,-679732.1327,1359470.265,65089.84862,65089.84862,65089.84862,NA,NA,-679709.7549,1359421.51,-25242.52725,-25193.77173,10039.22011,10039.22011,102730.6137,NA,10558.03798,-667109.676,1334225.352,2.38601072,25244.91326,25196.15774
g1,n10e4,constant,constant,n500,n50,rad50k,exp,2change,all,3,10190.74244,11741.01316,103632.4886,74.99474074,11018.6323,-663879.0922,1327768.184,65323.88189,5000000,65323.88189,13.53197744,NA,-676406.0798,1352818.16,64917.49385,64917.49385,64917.49385,NA,NA,-676373.4149,1352748.83,-25049.97513,-24980.6453,10299.93999,10299.93999,104357.7913,NA,11296.16326,-663879.9352,1327765.87,2.31412695,25052.28926,24982.95942
g1,n10e4,constant,constant,n500,n50,rad50k,exp,2change,all,4,10208.48141,9921.142633,102270.2406,10,10648.08359,-668307.7727,1336625.545,65265.74494,14124.3791,65265.74494,36.22537919,NA,-680330.4661,1360666.932,65089.80566,65089.80566,65089.80566,NA,NA,-680870.7229,1361743.446,-24041.38674,-25117.90044,9955.204661,9955.204661,100839.6792,NA,10084.88556,-668309.3906,1336624.781,0.76415309,24042.1509,25118.6646
g1,n10e4,constant,constant,n500,n50,rad50k,exp,2change,all,5,9886.357202,10611.54957,101262.7341,26.9555062,10067.7659,-667620.1891,1335250.378,65376.73648,2436.241676,65376.73648,87.28821766,NA,-679825.1032,1359656.206,65179.01694,65179.01694,65179.01694,NA,NA,-680227.5241,1360457.048,-24405.82817,-25206.67002,10074.75017,10074.75017,102266.5701,NA,10467.30015,-667621.4309,1335248.862,1.51638621,24407.34455,25208.1864
g1,n10e4,td190,l95,n500,n50,rad50k,exp,2change,all,1,9924.992591,4933.838815,100770.8484,119.7880542,9907.163531,-673003.1052,1346016.21,65495.32502,2688.487672,65495.32502,75.65009792,NA,-685166.994,1370339.988,65266.43638,65266.43638,65266.43638,NA,NA,-685810.1397,1371622.279,-24323.77762,-25606.06901,9156.742484,9156.742484,97396.83009,NA,8475.44964,-673022.0638,1346050.128,-33.91707031,24289.86055,25572.15194
g1,n10e4,td190,l95,n500,n50,rad50k,exp,2change,all,2,10360.2506,7513.504146,104283.4935,119.9878565,11338.97872,-665602.8425,1331215.685,65041.14656,8708.276478,65041.14656,49.26073322,NA,-677658.0168,1355322.034,64907.15758,64907.15758,64907.15758,NA,NA,-678125.9085,1356253.817,-24106.34866,-25038.13206,10093.68318,10093.68318,102767.7944,NA,10726.12657,-665605.6352,1331217.27,-1.58542762,24104.76323,25036.54664
g1,n10e4,td190,l95,n500,n50,rad50k,exp,2change,all,3,10034.47302,6947.699326,99398.72073,111.9142478,10079.7138,-663839.4581,1327688.916,64541.54082,8421.184295,64541.54082,49.23925568,NA,-675733.0922,1351472.184,64396.69509,64396.69509,64396.69509,NA,NA,-676240.6735,1352483.347,-23783.26829,-24794.43081,9700.207229,9700.207229,98002.40533,NA,9452.112392,-663843.9995,1327693.999,-5.08276389,23778.18553,24789.34805
g1,n10e4,td190,l95,n500,n50,rad50k,exp,2change,all,4,10309.31656,9357.437441,95773.28538,102.0173241,9315.519566,-673400.0928,1346810.186,65416.48171,39281.02253,65416.48171,11.69008491,NA,-685268.9274,1370543.855,65224.20012,65224.20012,65224.20012,NA,NA,-685916.9551,1371835.91,-23733.6691,-25025.72453,9565.580996,9565.580996,97544.19467,NA,8971.046713,-673395.8348,1346797.67,12.51604777,23746.18515,25038.24058
g1,n10e4,td190,l95,n500,n50,rad50k,exp,2change,all,5,10229.35738,5532.024257,99645.70262,119.9950072,10242.39795,-667335.2314,1334680.463,64847.9269,2763.174023,64847.9269,76.6949055,NA,-679167.7574,1358341.515,64644.30316,64644.30316,64644.30316,NA,NA,-679741.682,1359485.364,-23661.05199,-24804.90117,9742.535009,9742.535009,97946.1446,NA,9405.989959,-667348.5032,1334703.006,-22.54353004,23638.50846,24782.35764
g1,n10e4,td100,l99,n500,n50,rad50k,exp,2change,all,1,9877.071429,3276.964098,98147.00295,119.422968,9579.703802,-664532.8856,1329075.771,64595.25079,2274.895065,64595.25079,76.30100338,NA,-676380.3537,1352766.707,64352.45052,64352.45052,64352.45052,NA,NA,-677201.4883,1354404.977,-23690.9361,-25329.20547,8505.71976,8505.71976,93122.67604,NA,7311.68362,-664596.3564,1329198.713,-122.9416648,23567.99443,25206.2638
g1,n10e4,td100,l99,n500,n50,rad50k,exp,2change,all,2,10316.76826,3345.430061,101208.7254,93.36918744,10518.43451,-671685.2852,1343380.57,65252.29264,2763.139366,65252.29264,69.36151251,NA,-683548.6472,1367103.294,64969.71413,64969.71413,64969.71413,NA,NA,-684527.0988,1369056.198,-23722.72382,-25675.62712,8571.84402,8571.84402,94365.36259,NA,7470.349661,-671781.4148,1343568.83,-188.2591138,23534.46471,25487.368
g1,n10e4,td100,l99,n500,n50,rad50k,exp,2change,all,3,10138.02004,3263.471376,99398.295,119.8757335,9810.241634,-674648.7513,1349307.503,65559.19704,2366.008442,65559.19704,74.94223179,NA,-686575.8958,1373157.792,65280.1732,65280.1732,65280.1732,NA,NA,-687427.8859,1374857.772,-23850.28903,-25550.26933,8764.950802,8764.950802,94456.1985,NA,7545.418428,-674714.9786,1349435.957,-128.4546484,23721.83438,25421.81468
g1,n10e4,td100,l99,n500,n50,rad50k,exp,2change,all,4,9636.57524,4162.942245,101200.7099,113.8069948,9703.771969,-669744.8634,1339499.727,65415.09712,5709.127619,65415.09712,54.52861671,NA,-681971.7464,1363949.493,65119.52173,65119.52173,65119.52173,NA,NA,-682796.958,1365595.916,-24449.76601,-26096.18933,8661.000286,8661.000286,97159.77739,NA,7979.249011,-669779.3399,1339564.68,-64.9531277,24384.81288,26031.2362
g1,n10e4,td100,l99,n500,n50,rad50k,exp,2change,all,5,9913.247316,3008.897263,97326.15412,119.9860921,9352.46419,-667472.9999,1334956,64813.46942,2250.396574,64813.46942,75.20825317,NA,-679272.6344,1358551.269,64528.24027,64528.24027,64528.24027,NA,NA,-680189.1439,1360380.288,-23595.26893,-25424.2879,8352.994797,8352.994797,92089.1611,NA,6918.118698,-667552.8107,1335111.621,-155.6216614,23439.64727,25268.66624
g1,n10e4,constant,constant,n500,n100,wgs,exp,2change,all,1,10031.6747,8965.574051,99718.33684,77.50868738,9969.453976,-82703689.46,165407388.9,65091.43032,16344.95941,65091.43032,36.87261044,NA,-84185034.66,168370075.3,64770.60881,64770.60881,64770.60881,NA,NA,-84279427.77,168558857.5,-2962686.394,-3151468.619,9810.603966,9810.603966,98735.80039,NA,9561.602649,-82703882.06,165407770.1,-381.196794,2962305.197,3151087.422
g1,n10e4,constant,constant,n500,n100,wgs,exp,2change,all,2,9873.371475,11873.09584,99139.21072,77.17069889,9707.400595,-82614756.96,165229523.9,65072.15472,17759.7321,65072.15472,36.84701617,NA,-84105876.6,168211759.2,64827.37104,64827.37104,64827.37104,NA,NA,-84175113.6,168350229.2,-2982235.293,-3120705.297,10182.42258,10182.42258,100333.1846,NA,10241.11343,-82615202.43,165230410.9,-886.939984,2981348.353,3119818.357
g1,n10e4,constant,constant,n500,n100,wgs,exp,2change,all,3,9945.53705,13377.56839,100989.16,119.9791245,10112.79916,-82672516.32,165345042.6,65308.56104,17528.6934,65308.56104,36.88826473,NA,-84170565.58,168341137.2,65029.57207,65029.57207,65029.57207,NA,NA,-84242764.23,168485530.5,-2996094.513,-3140487.816,10317.83972,10317.83972,102921.3137,NA,10878.0244,-82673125.61,165346257.2,-1214.582241,2994879.931,3139273.234
g1,n10e4,constant,constant,n500,n100,wgs,exp,2change,all,4,9916.953316,10050.90185,99138.38772,10.18377163,9744.352778,-82618365.74,165236741.5,65066.13424,17354.81571,65066.13424,36.80535039,NA,-84107122.1,168214250.2,64795.15617,64795.15617,64795.15617,NA,NA,-84183268.25,168366538.5,-2977508.722,-3129797.018,10053.75993,10053.75993,99643.52051,NA,9977.633611,-82618466.48,165236939,-197.483619,2977311.239,3129599.534
g1,n10e4,constant,constant,n500,n100,wgs,exp,2change,all,5,10141.90606,9466.098074,101139.9727,77.99531018,10441.08554,-82519837.43,165039684.9,65041.68827,16712.13744,65041.68827,36.7908606,NA,-83999557.77,167999121.5,64728.39779,64728.39779,64728.39779,NA,NA,-84086421.29,168172844.6,-2959436.676,-3133159.713,9996.51621,9996.51621,100286.3817,NA,10119.39009,-82519907.52,165039821,-136.174123,2959300.501,3133023.539
g1,n10e4,td190,l95,n500,n100,wgs,exp,2change,all,1,10366.02237,6554.603811,100991.6543,119.9456337,10568.51908,-82848527.63,165697065.3,65153.93362,3360.695539,65153.93362,81.69641112,NA,-84324341.75,168648689.5,64732.52073,64732.52073,64732.52073,NA,NA,-84427172.12,168854346.2,-2951624.238,-3157280.982,9665.97467,9665.97467,97747.70903,NA,9239.886428,-82850564.64,165701135.3,-4070.020487,2947554.218,3153210.962
g1,n10e4,td190,l95,n500,n100,wgs,exp,2change,all,2,10589.66585,5467.781891,103037.1527,119.993302,11229.01113,-83013890.1,166027790.2,65269.08024,2437.111574,65269.08024,91.672374,NA,-84491371.34,168982748.7,64821.92011,64821.92011,64821.92011,NA,NA,-84605030.71,169210063.4,-2954958.471,-3182273.225,9523.766196,9523.766196,97818.38015,NA,9129.992651,-83018468.95,166036943.9,-9153.699757,2945804.771,3173119.525
g1,n10e4,td190,l95,n500,n100,wgs,exp,2change,all,3,10203.35028,6497.950804,100000.9256,119.7979877,10315.0087,-82509956.71,165019923.4,64829.61027,3425.888095,64829.61027,80.77536973,NA,-83980926.87,167961859.7,64423.53487,64423.53487,64423.53487,NA,NA,-84085030.05,168170062.1,-2941936.337,-3150138.694,9464.402476,9464.402476,96891.85638,NA,9002.032312,-82511969.22,165023944.4,-4021.038084,2937915.299,3146117.656
g1,n10e4,td190,l95,n500,n100,wgs,exp,2change,all,4,10007.99215,5611.30121,99487.05147,119.8471598,9939.231555,-82649861.09,165299732.2,64899.44652,2684.543759,64899.44652,87.58847858,NA,-84138418.12,168276842.2,64485.29084,64485.29084,64485.29084,NA,NA,-84253258.11,168506518.2,-2977110.072,-3206786.04,9030.157678,9030.157678,95252.35333,NA,8215.873134,-82653402.12,165306810.2,-7078.073721,2970031.998,3199707.966
g1,n10e4,td190,l95,n500,n100,wgs,exp,2change,all,5,10264.89494,5357.163244,100030.9513,119.9985761,10247.18916,-83025141.29,166050292.6,65091.83037,2731.019808,65091.83037,85.93820412,NA,-84503227.29,169006460.6,64654.22157,64654.22157,64654.22157,NA,NA,-84621821.19,169243644.4,-2956168.003,-3193351.802,9170.842175,9170.842175,95259.07931,NA,8296.955512,-83029731.85,166059469.7,-9177.116427,2946990.886,3184174.685
g1,n10e4,td100,l99,n500,n100,wgs,exp,2change,all,1,10065.73441,2988.208501,100388.8768,118.7437782,10145.18079,-82934057.87,165868125.7,64919.18453,2145.321429,64919.18453,82.63493769,NA,-84413146.63,168826299.3,64282.38276,64282.38276,64282.38276,NA,NA,-84622596.81,169245195.6,-2958173.511,-3377069.875,7384.080135,7384.080135,89909.599,NA,5920.724285,-82958151.45,165916308.9,-48183.15637,2909990.355,3328886.718
g1,n10e4,td100,l99,n500,n100,wgs,exp,2change,all,2,9989.342824,3161.683429,99861.99594,116.4904949,9931.550175,-83135947.39,166271904.8,65002.3315,2385.201146,65002.3315,79.84228872,NA,-84617045.99,169234098,64383.62097,64383.62097,64383.62097,NA,NA,-84821621.84,169643245.7,-2962193.186,-3371340.892,7420.161525,7420.161525,89896.83327,NA,5917.512789,-83157363.54,166314733.1,-42828.30157,2919364.885,3328512.59
g1,n10e4,td100,l99,n500,n100,wgs,exp,2change,all,3,9991.738626,3607.965578,100712.6593,95.46315289,10105.04176,-82912538.26,165825086.5,64983.13384,2787.545501,64983.13384,75.20549464,NA,-84399182.13,168798370.3,64389.14286,64389.14286,64389.14286,NA,NA,-84605699.43,169211400.9,-2973283.742,-3386314.351,7368.837162,7368.837162,90192.50459,NA,5919.13193,-82932847.52,165865701,-40614.52406,2932669.218,3345699.827
g1,n10e4,td100,l99,n500,n100,wgs,exp,2change,all,4,9999.032008,3151.236377,101355.993,119.9999965,10208.57455,-83115184.75,166230379.5,65104.91434,2019.196464,65104.91434,85.96974535,NA,-84614951.81,169229909.6,64510.00745,64510.00745,64510.00745,NA,NA,-84809822.72,169619647.4,-2999530.111,-3389267.941,7518.414049,7518.414049,91145.93821,NA,6171.723563,-83135771.65,166271549.3,-41169.78551,2958360.325,3348098.155
g1,n10e4,td100,l99,n500,n100,wgs,exp,2change,all,5,9882.610964,3298.914981,99080.39943,119.9665882,9718.683208,-82804915.16,165609840.3,64807.93003,2082.340245,64807.93003,85.14697843,NA,-84287235.23,168574476.5,64227.63118,64227.63118,64227.63118,NA,NA,-84479500.34,168959002.7,-2964636.135,-3349162.349,7529.077426,7529.077426,90028.78203,NA,6062.180531,-82823364.1,165646734.2,-36893.87375,2927742.261,3312268.475
g1,n10e4,constant,constant,n500,n20,wgs,exp,2change,all,1,10475.18702,9833.423571,102214.6522,77.30261025,11044.28533,-47554533.62,95109077.23,65145.97152,11201.58034,65145.97152,35.94472146,NA,-48336512.54,96673031.08,64861.82109,64861.82109,64861.82109,NA,NA,-48365135.52,96730273.04,-1563953.844,-1621195.81,10417.88877,10417.88877,102000.7921,NA,10934.09479,-47554537.09,95109080.17,-2.943227798,1563950.901,1621192.867
g1,n10e4,constant,constant,n500,n20,wgs,exp,2change,all,2,9975.803725,9555.487992,100065.3838,76.60582152,10011.80946,-47521143.71,95042297.42,65055.7945,11253.31578,65055.7945,35.93631981,NA,-48309408.75,96618823.51,64774.03299,64774.03299,64774.03299,NA,NA,-48337147.23,96674296.45,-1576526.082,-1631999.03,9939.714813,9939.714813,99961.63649,NA,9951.958437,-47521145.44,95042296.89,0.536699399,1576526.619,1631999.567
g1,n10e4,constant,constant,n500,n20,wgs,exp,2change,all,3,10017.43121,8656.915655,101834.8681,64.86444072,10351.04131,-47590161.53,95180333.07,65307.08491,11271.96168,65307.08491,35.95885702,NA,-48388338.22,96776682.44,65027.00453,65027.00453,65027.00453,NA,NA,-48416399.72,96832801.44,-1596349.375,-1652468.374,9862.23465,9862.23465,100886.0518,NA,9987.153158,-47590190.75,95180387.5,-54.43055001,1596294.944,1652413.943
g1,n10e4,constant,constant,n500,n20,wgs,exp,2change,all,4,10057.48074,6796.633711,99175.95807,72.86219317,9907.010917,-47519565.21,95039140.43,65021.75778,11554.64803,65021.75778,34.92111819,NA,-48300128.49,96600262.99,64722.88746,64722.88746,64722.88746,NA,NA,-48330767.99,96661537.98,-1561122.563,-1622397.551,9791.389386,9791.389386,98297.73776,NA,9445.263806,-47519776.29,95039558.59,-418.1620637,1560704.401,1621979.389
g1,n10e4,constant,constant,n500,n20,wgs,exp,2change,all,5,10336.58013,11353.13974,101201.6185,75.57164876,10738.63683,-47402140.87,94804291.74,64918.55203,11498.67299,64918.55203,35.83164279,NA,-48182821.97,96365649.93,64640.97075,64640.97075,64640.97075,NA,NA,-48208838.82,96417679.63,-1561358.189,-1613387.888,10340.60992,10340.60992,101066.7059,NA,10708.08332,-47402148.42,94804302.83,-11.0854816,1561347.103,1613376.802
g1,n10e4,td190,l95,n500,n20,wgs,exp,2change,all,1,10323.45692,5095.676471,100578.1624,119.7550752,10540.15406,-47568518.44,95137046.88,65002.45773,2333.977877,65002.45773,67.71019225,NA,-48347686.25,96695378.5,64677.66904,64677.66904,64677.66904,NA,NA,-48378491.2,96756984.4,-1558331.619,-1619937.521,9915.823989,9915.823989,98932.05945,NA,9743.801106,-47568859.03,95137724.05,-677.1744868,1557654.445,1619260.346
g1,n10e4,td190,l95,n500,n20,wgs,exp,2change,all,2,10548.58943,2979.92438,103574.3896,119.9979816,11366.55683,-47714135.36,95428280.71,64994.11717,747.3762523,64994.11717,94.45637481,NA,-48505187.21,97010380.43,64907.38475,64907.38475,64907.38475,NA,NA,-48539053.66,97078109.32,-1582099.716,-1649828.61,9788.720077,9788.720077,100126.8107,NA,9794.754791,-47715580.03,95431166.05,-2885.344144,1579214.372,1646943.266
g1,n10e4,td190,l95,n500,n20,wgs,exp,2change,all,3,10092.60246,8783.61477,99122.27834,60.29221688,10063.3022,-47352787.51,94705585.02,64675.51631,12356.53134,64675.51631,34.10767629,NA,-48129894.66,96259795.33,64410.39654,64410.39654,64410.39654,NA,NA,-48157061.19,96314124.37,-1554210.309,-1608539.355,9978.1042,9978.1042,98700.45476,NA,9851.221765,-47352818.2,94705642.4,-57.3788987,1554152.93,1608481.976
g1,n10e4,td190,l95,n500,n20,wgs,exp,2change,all,4,9699.0053,6672.477822,98405.01219,67.51290767,9365.663525,-47466163.78,94932337.55,64989.92251,1783.432921,64989.92251,73.51473215,NA,-48252516.47,96505038.94,64646.67202,64646.67202,64646.67202,NA,NA,-48285030.27,96570062.55,-1572701.391,-1637724.994,9291.168768,9291.168768,96938.08825,NA,8650.855078,-47466393.12,94932792.24,-454.6905265,1572246.7,1637270.304
g1,n10e4,td190,l95,n500,n20,wgs,exp,2change,all,5,10031.55093,6371.907731,98606.83121,119.8889818,9737.267305,-47592117.5,95184245.01,65067.63093,2355.066493,65067.63093,68.42298259,NA,-48372066.53,96744139.06,64759.22038,64759.22038,64759.22038,NA,NA,-48400879.94,96801761.88,-1559894.048,-1617516.874,9368.743993,9368.743993,96315.12741,NA,8574.033233,-47592284.67,95184575.34,-330.3355827,1559563.712,1617186.538
g1,n10e4,td100,l99,n500,n20,wgs,exp,2change,all,1,10002.22767,5024.892147,100166.4,61.09820985,10062.34824,-47416994.65,94833999.31,64996.7829,6071.25689,64996.7829,46.38997687,NA,-48200720.71,96401447.43,64646.01397,64646.01397,64646.01397,NA,NA,-48239740.88,96479483.75,-1567448.119,-1645484.446,9180.408231,9180.408231,97200.4324,NA,8596.503101,-47418217.95,94836441.9,-2442.594614,1565005.525,1643041.851
g1,n10e4,td100,l99,n500,n20,wgs,exp,2change,all,2,9906.295896,5850.752763,99355.88338,57.39137185,9698.865691,-47535684,95071378,65225.45397,6234.203898,65225.45397,46.348671,NA,-48320623.42,96641252.84,64885.70476,64885.70476,64885.70476,NA,NA,-48357057.61,96714117.22,-1569874.833,-1642739.217,9270.289954,9270.289954,97186.55782,NA,8601.818264,-47536384.63,95072775.27,-1397.262653,1568477.571,1641341.955
g1,n10e4,td100,l99,n500,n20,wgs,exp,2change,all,3,9565.895004,8281.928385,99372.10461,13.90292087,9354.801068,-47555537.1,95111084.2,65135.31638,6145.131097,65135.31638,46.39312038,NA,-48351909.09,96703824.17,64793.90116,64793.90116,64793.90116,NA,NA,-48389593.03,96779188.06,-1592739.976,-1668103.866,8821.222576,8821.222576,96836.64052,NA,8097.816484,-47556406.13,95112818.27,-1734.071241,1591005.904,1666369.795
g1,n10e4,td100,l99,n500,n20,wgs,exp,2change,all,4,9998.214252,4409.458034,101622.5498,73.19666844,10281.32013,-47605558.55,95211127.09,65257.66753,6072.455427,65257.66753,46.3588412,NA,-48399173.84,96798353.68,64899.23261,64899.23261,64899.23261,NA,NA,-48438310.15,96876622.3,-1587226.593,-1665495.214,9186.296993,9186.296993,98437.90896,NA,8780.907147,-47606854.28,95213714.57,-2587.476684,1584639.117,1662907.737
