gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Model,scheme,Nec,Neh,lnL,AIC_cons,Nec_change,Neh_change,T,lnL_change,AIC_change,delta,verdict
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,9826.375883,9826.375883,-10215043.84,20430089.68,7385.187337,9987.247724,87.99693558,-10214569.88,20429145.76,943.92,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,all,9965.500869,9965.500869,-17177919.34,34355840.68,9577.714374,9984.309011,52.9297395,-17177899.29,34355804.57,36.11,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0,10005.93686,10005.93686,-6775799.821,13551601.64,4634.719282,10016.17334,38.75856059,-6774999.581,13550005.16,1596.48,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,9816.785973,9816.785973,-10233638.9,20467279.8,6555.060126,10053.09613,88.02128914,-10232629.41,20465264.82,2014.98,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,all,9949.458522,9949.458522,-17194338.2,34388678.41,8668.329679,10026.55947,52.90124285,-17194045.12,34388096.24,582.17,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0,10016.80551,10016.80551,-6785369.853,13570741.71,4927.552019,10025.55533,38.18727258,-6784708.058,13569422.12,1319.59,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,9783.897713,9783.897713,-10238782.08,20477566.17,6368.71596,10039.35855,88.0250388,-10237613.69,20475233.38,2332.79,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,all,9968.384665,9968.384665,-17219422.45,34438846.9,8988.658989,10024.79439,52.91735829,-17219263.58,34438533.17,313.73,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0,9986.151481,9986.151481,-6758731.699,13517465.4,4627.669778,9995.779683,38.68894904,-6757925.736,13515857.47,1607.93,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,9718.600141,9718.600141,-10204561.9,20409125.8,6338.266904,9975.521204,88.02507679,-10203391.12,20406788.25,2337.55,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,all,9926.807727,9926.807727,-17144966.94,34289935.88,8853.057653,9990.048938,52.90053436,-17144769.22,34289544.44,391.44,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0,9976.932398,9976.932398,-6753012.878,13506027.76,4535.280372,9986.817544,38.70369105,-6752156.484,13504318.97,1708.79,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,9840.44895,9840.44895,-10183611.58,20367225.17,7023.614624,10031.38286,88.00753683,-10182940.18,20365886.35,1338.82,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n100,nomaf,Constant,all,9843.864852,9843.864852,-17168184.62,34336371.24,8159.918627,9951.630718,52.90799133,-17167608.17,34335222.34,1148.9,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,10305.97007,10305.97007,-16986.26502,33974.53004,5050.855597,10314.56667,69.08193048,-16977.51436,33961.02872,13.50132,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,9757.128278,9757.128278,-26007.09524,52016.19049,3463.52086,10446.20557,34.65167611,-25997.67757,52001.35513,14.83536,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,all,10320.43684,10320.43684,-44254.04324,88510.08648,8064.692345,10546.53644,110.6491493,-44252.2922,88510.5844,-0.49792,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,9752.52645,9752.52645,-16469.02692,32940.05385,6674.908339,9756.285222,69.09819804,-16466.71071,32939.42143,0.63242,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,9113.562222,9113.562222,-25276.42946,50554.85893,3683.328346,9709.62716,34.64757972,-25269.08363,50544.16726,10.69167,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,all,9551.441737,9551.441737,-42409.71491,84821.42982,7580.501668,9793.83542,107.1482472,-42407.88161,84821.76322,-0.3334,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,9918.931183,9918.931183,-16780.84029,33563.68058,7072.405225,9926.462541,69.09483248,-16778.98975,33563.97949,-0.29891,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,9796.04044,9796.04044,-25497.79488,50997.58975,4939.36641,10180.41007,34.73217603,-25494.53637,50995.07273,2.51702,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,all,9855.917405,9855.917405,-43060.77965,86123.5593,7302.40693,10151.14451,113.7351089,-43057.92315,86121.84629,1.71301,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,10032.20509,10032.20509,-16882.81256,33767.62512,5031.285393,10040.29704,69.21670559,-16874.49073,33754.98146,12.64366,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,9722.892508,9722.892508,-25901.95518,51805.91036,3664.895563,10346.67545,34.45270249,-25894.04326,51794.08652,11.82384,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,all,9762.696499,9762.696499,-43906.18094,87814.36187,6913.857382,10093.87453,119.9920449,-43902.56531,87811.13062,3.23125,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,9794.937085,9794.937085,-16483.24436,32968.48872,5327.28698,9809.448551,69.0939931,-16476.65563,32959.31126,9.17746,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,9187.692046,9187.692046,-25220.63847,50443.27694,2346.406959,9587.494672,13.14540383,-25217.00697,50440.01393,3.26301,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n200,nomaf,Constant,all,9467.940845,9467.940845,-42617.29032,85236.58064,7933.254902,9639.985626,119.9992555,-42616.35657,85238.71313,-2.13249,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,9997.776324,9997.776324,-84532.69529,169067.3906,5658.266135,10012.44618,69.14391983,-84504.18118,169014.3624,53.0282,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,9562.034579,9562.034579,-129393.4588,258788.9176,4848.192367,9963.244747,34.69588486,-129376.8371,258759.6743,29.2433,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,all,9912.600874,9912.600874,-218061.6065,436125.213,8996.009919,10032.24387,79.29950697,-218059.2303,436124.4607,0.7523,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,9959.981738,9959.981738,-83658.03498,167318.07,6169.986756,9959.73624,69.09234509,-83639.77438,167285.5488,32.5212,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,9502.498488,9502.498488,-128434.5399,256871.0798,4298.424558,9987.767539,34.6722126,-128410.2391,256826.4783,44.6015,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,all,9810.658737,9810.658737,-216250.1255,432502.251,8338.045782,10015.19465,79.30155,-216243.1733,432492.3467,9.9043,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,10058.44823,10058.44823,-84313.67926,168629.3585,5693.038522,10069.12349,69.04264771,-84285.98549,168577.971,51.3875,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,9486.166112,9486.166112,-128872.5524,257747.1048,3926.238463,10050.49463,34.50930779,-128840.3166,257686.6332,60.4716,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,all,9966.193872,9966.193872,-217430.4655,434862.931,8943.127507,10099.16215,79.30933444,-217427.5378,434861.0757,1.8553,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,10083.62914,10083.62914,-84630.62881,169263.2576,5989.252109,10088.09481,69.06921494,-84608.32948,169222.659,40.5986,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,9659.477622,9659.477622,-129742.9508,259487.9016,4248.572295,10158.00689,34.42389818,-129717.3219,259440.6437,47.2579,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,all,9917.636316,9917.636316,-218500.263,437002.5259,7723.24227,10164.81811,108.3513908,-218490.1787,436986.3573,16.1686,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,10076.39432,10076.39432,-84595.66029,169193.3206,6227.971071,10084.65905,69.11745664,-84576.4929,169158.9858,34.3348,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,9452.258201,9452.258201,-129895.9228,259793.8457,3961.906648,10010.74058,34.80618075,-129864.2827,259734.5654,59.2803,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n200,nomaf,Constant,all,9734.249634,9734.249634,-218904.0992,437810.1983,7310.388325,10039.22384,103.1469837,-218888.9573,437783.9146,26.2837,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0,9995.645078,9995.645078,-3385881.661,6771765.323,5536.970727,10005.12921,52.15411,-3385845.482,6771696.963,68.36,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,9993.787076,9993.787076,-5136698.189,10273398.38,4983.092367,10023.55882,85.68542796,-5136540.915,10273087.83,310.55,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,all,10003.26629,10003.26629,-8493589.385,16987180.77,6648.121068,10013.62984,105.1853492,-8493554.993,16987115.99,64.78,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0,9988.811702,9988.811702,-3381724.465,6763450.931,5049.882438,10000.16967,52.23246371,-3381674.113,6763354.225,96.706,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,9971.000778,9971.000778,-5121301.428,10242604.86,6388.87277,9988.580168,85.66028335,-5121249.626,10242505.25,99.61,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,all,9976.662692,9976.662692,-8485000.532,16970003.06,6579.817468,9987.180773,105.1758589,-8484964.01,16969934.02,69.04,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0,9975.638796,9975.638796,-3387720.689,6775443.378,6723.144309,9981.612749,52.2600439,-3387708.406,6775422.813,20.565,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,9952.976274,9952.976274,-5132851.982,10265705.96,5032.430576,9982.252152,85.69088329,-5132701.509,10265409.02,296.94,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,all,9984.6501,9984.6501,-8473112.624,16946227.25,8187.210724,9989.250157,105.2816912,-8473106.669,16946219.34,7.91,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0,9965.910761,9965.910761,-3372449.507,6744901.013,2875.81188,9991.187302,51.37651341,-3372204.969,6744415.939,485.074,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,9929.918254,9929.918254,-5119517.414,10239036.83,2892.48315,9994.872555,85.69015238,-5118766.027,10237538.05,1498.78,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,all,9979.855614,9979.855614,-8479817.639,16959637.28,10344.2118,9978.976979,105.2679894,-8479817.338,16959640.68,-3.399999999,WRONGO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0,10013.84354,10013.84354,-3392799.439,6785600.879,8091.445212,10016.81088,52.14748913,-3392795.929,6785597.857,3.022,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,10013.46563,10013.46563,-5137851.201,10275704.4,7159.8881,10026.20362,85.65462003,-5137826.098,10275658.2,46.2,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n20,nomaf,Constant,all,10035.84189,10035.84189,-8507881.721,17015765.44,9330.789301,10037.82155,105.2583404,-8507880.806,17015767.61,-2.169999998,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,9912.897505,9912.897505,-10273.9147,20549.82941,7288.4023,9916.287286,40.41799738,-10273.85579,20553.71157,-3.88216,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,9776.374048,9776.374048,-15434.80847,30871.61693,5822.684291,9815.987576,34.45074455,-15434.64599,30875.29197,-3.67504,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,all,9923.131413,9923.131413,-25702.18602,51406.37205,9552.870094,9926.596145,101.4972754,-25702.18301,51410.36601,-3.99396,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,9764.47365,9764.47365,-10064.99682,20131.99365,32334.34463,9755.050617,39.70689277,-10064.62601,20135.25201,-3.25836,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,9708.225461,9708.225461,-15228.71468,30459.42935,2716.343315,9839.131079,34.36884716,-15227.02645,30460.05289,-0.62354,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,all,9760.490011,9760.490011,-25411.23937,50824.47874,6833.334115,9791.472102,119.8823491,-25410.96545,50827.93089,-3.45215,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,9793.919142,9793.919142,-10145.70584,20293.41168,4294.211289,9807.063932,40.61400459,-10145.09642,20296.19284,-2.78116,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,9816.773469,9816.773469,-15161.59349,30325.18698,8567.477163,9825.615802,33.59365708,-15161.58232,30329.16463,-3.97765,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,all,9842.966096,9842.966096,-25490.4053,50982.81059,38733.90243,9767.009496,119.8717273,-25488.45368,50982.90737,-0.09678,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,10335.14349,10335.14349,-10562.05189,21126.10378,3631.577444,10357.62265,65.76612598,-10559.73181,21125.46362,0.64016,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,10153.13378,10153.13378,-15808.63762,31619.27524,2823.30814,10279.45752,34.37549616,-15807.03769,31620.07539,-0.80015,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,all,10240.49341,10240.49341,-26597.63809,53197.27618,3573.272241,10351.1876,119.9450517,-26593.99984,53193.99969,3.27649,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,10014.08723,10014.08723,-10394.29784,20790.59567,3697.184794,10029.32549,40.6285923,-10393.31219,20792.62437,-2.0287,WRONGO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,9805.391453,9805.391453,-15604.99019,31211.98038,1913.472773,10003.92904,34.89554607,-15600.95913,31207.91826,4.06212,RIGHTO
g1,n10e4,td160,l99,n500,rad10k,n50,nomaf,Constant,all,9947.54797,9947.54797,-26094.95011,52191.90022,8249.417567,9991.368839,36.10634956,-26094.30171,52194.60342,-2.7032,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0,10039.96987,10039.96987,-51788.95574,103579.9115,3429.744494,10055.98075,40.66103551,-51783.09026,103572.1805,7.731,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0t120,9930.616383,9930.616383,-77581.37185,155164.7437,2963.846428,10046.97803,34.47208202,-77574.35861,155154.7172,10.0265,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,all,10069.30998,10069.30998,-130298.097,260598.194,8116.953187,10088.94491,101.4752718,-130297.4853,260600.9705,-2.7765,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0,10100.06207,10100.06207,-52204.60976,104411.2195,3143.709271,10118.14383,40.00429878,-52197.23614,104400.4723,10.7472,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0t120,10067.00751,10067.00751,-78218.1296,156438.2592,4587.609699,10129.44041,33.94660163,-78215.99085,156437.9817,0.2775,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,all,10088.79121,10088.79121,-131131.0536,262264.1071,8488.724015,10104.29855,101.5109158,-131130.6771,262267.3542,-3.2471,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0,10005.87325,10005.87325,-52005.67738,104013.3548,3984.182427,10019.43929,40.65752913,-52001.78719,104009.5744,3.7804,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0t120,9972.611586,9972.611586,-78026.09203,156054.1841,5705.024753,10014.22245,34.143069,-78025.17398,156056.348,-2.1639,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,all,9946.930643,9946.930643,-130176.7057,260355.4114,7142.078694,9976.468795,119.7893287,-130175.5321,260357.0642,-1.6528,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0,9965.164795,9965.164795,-51424.49327,102850.9865,4001.876786,9977.872094,40.701431,-51420.86717,102847.7343,3.2522,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0t120,9915.686339,9915.686339,-77352.72219,154707.4444,3992.106232,9992.74778,34.09083328,-77349.5308,154705.0616,2.3828,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,all,9985.453187,9985.453187,-129464.6167,258931.2334,6535.8273,10020.14592,119.9331287,-129462.5348,258931.0697,0.1637,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0,10072.55151,10072.55151,-52021.02281,104044.0456,4833.54538,10084.29883,40.67538612,-52019.03016,104044.0603,-0.0147,WRONGO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,t0t120,9888.82354,9888.82354,-78419.35625,156840.7125,1962.612001,10079.8526,34.90028754,-78400.77553,156807.5511,33.1614,RIGHTO
g1,n10e4,td160,l99,n500,rad50k,n50,nomaf,Constant,all,9984.482692,9984.482692,-131131.0892,262264.1783,3579.709813,10095.64892,119.9645867,-131113.587,262233.174,31.0043,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0,9977.159809,9977.159809,-5193630.702,10387263.4,4975.487109,9988.726416,51.96621578,-5193321.195,10386648.39,615.01,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0t120,9874.505766,9874.505766,-7798464.37,15596930.74,5475.669987,9986.520905,85.46894103,-7797790.501,15595587,1343.74,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,all,9921.852174,9921.852174,-13074944.08,26149890.15,4781.080738,9997.945395,112.7969376,-13074149.54,26148305.08,1585.07,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0,9976.314981,9976.314981,-5212250.087,10424502.17,6121.953654,9984.361295,52.17557742,-5212122.105,10424250.21,251.96,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0t120,9919.995171,9919.995171,-7814323.947,15628649.89,6914.760658,9983.736252,85.45441714,-7814112.45,15628230.9,418.99,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,all,9981.721837,9981.721837,-13071622.31,26143246.62,8521.059166,9995.746496,112.7038901,-13071600.26,26143206.52,40.1,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0,9987.854335,9987.854335,-5196127.068,10392256.14,5184.344175,9998.617812,51.94250654,-5195858.744,10391723.49,532.65,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0t120,9912.427153,9912.427153,-7803030.011,15606062.02,6064.696048,10002.67565,85.46419685,-7802606.625,15605219.25,842.77,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,all,9967.902721,9967.902721,-13052689.67,26105381.34,7529.832647,9992.70614,112.7852368,-13052598.62,26105203.25,178.09,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0,10015.62959,10015.62959,-5211892.951,10423787.9,5090.746495,10026.78581,51.97509517,-5211604.968,10423215.94,571.96,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0t120,9952.726441,9952.726441,-7832389.014,15664780.03,6828.987427,10019.33533,85.46396457,-7832158.09,15664322.18,457.85,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,all,10012.10665,10012.10665,-13101863.15,26203728.3,8404.262008,10027.38726,112.7412409,-13101833.24,26203672.49,55.81,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0,10006.21133,10006.21133,-5208840.112,10417682.22,5357.173032,10016.29868,52.00459263,-5208602.759,10417211.52,470.7,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,t0t120,9943.725141,9943.725141,-7828516.657,15657035.31,6255.705206,10028.01963,85.45331534,-7828145.718,15656297.44,737.87,RIGHTO
g1,n10e4,td160,l99,n500,wgs,n50,nomaf,Constant,all,9989.680087,9989.680087,-13093607.58,26187217.16,6418.365375,10030.47078,112.8062644,-13093364.38,26186734.76,482.4,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0,9626.406482,9626.406482,-12981.13214,25964.26428,4776.0637,9643.490319,42.99531648,-12979.13038,25964.26077,0.00351,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0t120,9398.103642,9398.103642,-19748.46016,39498.92032,5826.535354,9577.610681,53.62036119,-19747.30324,39500.60648,-1.68616,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,all,9498.069439,9498.069439,-33082.25068,66166.50135,9789.798771,9481.576352,51.16714727,-33082.22389,66170.44777,-3.94642,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0,9795.735401,9795.735401,-13198.91421,26399.82842,6402.5476,9806.880184,119.7963631,-13196.52904,26399.05807,0.77035,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0t120,9730.328167,9730.328167,-19945.11963,39892.23926,5977.42891,9899.771317,53.9388056,-19943.94323,39893.88646,-1.6472,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,all,9722.147868,9722.147868,-33541.77333,67085.54667,10260.1167,9693.898607,50.91521775,-33541.69296,67089.38592,-3.83925,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0,9698.902435,9698.902435,-13134.83455,26271.66909,7186.206879,9707.584344,114.1430132,-13133.76652,26273.53304,-1.86395,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0t120,9161.761944,9161.761944,-19988.07206,39978.14412,5593.623325,9610.274835,118.8517489,-19981.68483,39969.36967,8.77445,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,all,9554.385281,9554.385281,-33330.02158,66662.04316,7949.067556,9663.952767,51.55850987,-33328.82071,66663.64143,-1.59827,WRONGO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0,9814.480972,9814.480972,-13186.31924,26374.63849,4922.688453,9827.506709,114.1338619,-13180.11527,26366.23055,8.40794,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0t120,9483.494555,9483.494555,-20081.29629,40164.59258,4019.608644,9837.425914,52.80925494,-20076.93692,40159.87384,4.71874,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,all,9549.948945,9549.948945,-33911.16575,67824.3315,4084.875932,9867.745665,119.9229074,-33902.96658,67811.93316,12.39834,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0,10301.69331,10301.69331,-13711.74152,27425.48305,4853.555734,10323.49746,114.1313768,-13704.17448,27414.34897,11.13408,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,t0t120,9942.37057,9942.37057,-20786.70404,41575.40808,3721.488262,10347.27959,50.8562585,-20780.68576,41567.37152,8.03656,RIGHTO
g1,n10e4,td190,l95,n500,rad10k,n100,nomaf,Constant,all,10335.26809,10335.26809,-35145.78588,70293.57177,5483.798298,10505.76197,112.0413634,-35141.89975,70289.7995,3.77227,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0,9838.144245,9838.144245,-66017.17284,132036.3457,5406.665735,9853.097064,76.63209408,-66003.53038,132013.0608,23.2849,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0t120,9552.023101,9552.023101,-100094.2647,200190.5294,4697.410408,9824.375538,51.59443224,-100080.5361,200167.0722,23.4572,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,all,9869.265284,9869.265284,-167543.1492,335088.2985,10319.32993,9845.925273,50.98697027,-167542.8741,335091.7481,-3.4496,WRONGO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0,9881.640586,9881.640586,-66328.65774,132659.3155,5985.732473,9897.575986,114.1233403,-66312.51196,132631.0239,28.2916,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0t120,9530.249052,9530.249052,-100568.9569,201139.9137,4248.959539,9863.95546,52.81198852,-100548.7476,201103.4952,36.4185,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,all,9772.585903,9772.585903,-169612.2924,339226.5849,6308.588533,9911.249774,119.0475389,-169603.7723,339213.5446,13.0403,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0,10082.54747,10082.54747,-67348.65581,134699.3116,5476.968258,10100.65353,114.1270981,-67324.46214,134654.9243,44.3873,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0t120,9710.029322,9710.029322,-102156.0684,204314.1368,3606.335634,10121.40565,50.80457928,-102125.1983,204256.3965,57.7403,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,all,10005.84758,10005.84758,-171649.7234,343301.4468,5918.695753,10167.93384,118.9129074,-171637.4368,343280.8735,20.5733,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0,9990.572999,9990.572999,-67120.75184,134243.5037,5114.508855,10014.71503,114.1294294,-67090.10286,134186.2057,57.298,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0t120,9473.219266,9473.219266,-101865.8864,203733.7729,3170.793316,9976.73484,51.89825869,-101821.7018,203649.4036,84.3693,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,all,9681.64105,9681.64105,-171910.8806,343823.7611,4158.064026,10002.45315,119.8918323,-171868.2426,343742.4851,81.276,RIGHTO
g1,n10e4,td190,l95,n500,rad50k,n100,nomaf,Constant,t0,10092.39537,10092.39537,-67143.09439,134288.1888,5804.578026,10107.90923,114.1251276,-67123.75488,134253.5098,34.679,RIGHTO
