gentime,NeAnc,td,lambda,maxn,data,sampn,maf,Model,scheme,Nec,Neh,lnL,AIC_cons,Nec_change,Neh_change,T,lnL_change,AIC_change,delta,verdict
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0t120,908.9330652,908.9330652,-1700.972722,3403.945443,360.5714589,1134.111717,76.05277477,-1692.895558,3391.791116,12.154327,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,all,1021.140354,1021.140354,-2797.836428,5597.672856,786.5777641,1112.674375,68.48537801,-2796.3497,5598.699401,-1.026545,WRONGO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0,1020.818974,1020.818974,-1020.350706,2042.701412,250.8953401,1033.557919,18.2156425,-1017.791151,2041.582302,1.11911,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0t120,786.4627747,786.4627747,-1741.912867,3485.825733,464.907568,992.4451949,118.0283216,-1735.807866,3477.615731,8.210002,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,all,860.1605614,860.1605614,-2771.715005,5545.43001,455.1998419,1032.590661,119.9813103,-2766.490421,5538.980842,6.449168,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0,1069.290218,1069.290218,-1066.923977,2135.847955,421.0526668,1092.968,48.19633889,-1063.79386,2133.58772,2.260235,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0t120,834.1953291,834.1953291,-1746.471861,3494.943721,448.1373025,960.3794944,68.70400376,-1743.373955,3492.747911,2.19581,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,all,961.9016861,961.9016861,-2899.675832,5801.351664,643.3881721,1059.127157,119.948091,-2898.025635,5802.05127,-0.699606,WRONGO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0,972.113755,972.113755,-926.4899654,1854.979931,73.63139666,995.2024791,10.78931033,-919.3771921,1844.754384,10.225547,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,t0t120,834.1760537,834.1760537,-1673.21593,3348.43186,330.9064597,984.8745662,53.73736194,-1668.429739,3342.859479,5.572381,RIGHTO
g1,n10e3,td130,l99,n500,rad10k,n50,nomaf,Constant,all,742.7038282,742.7038282,-2751.909603,5505.819207,442.0644184,949.1882364,82.99472122,-2744.485442,5494.970884,10.848323,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0,1042.361196,1042.361196,-5031.25307,10064.50614,437.7598941,1076.057724,112.0025037,-5005.977728,10017.95546,46.55068,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0t120,883.1448224,883.1448224,-8717.755071,17437.51014,503.5425057,1086.231434,118.0441378,-8689.470048,17384.9401,52.57004,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,all,908.6275004,908.6275004,-14356.34388,28714.68776,460.635485,1092.298796,112.3628854,-14327.53599,28661.07198,53.61578,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0,913.2343576,913.2343576,-4524.074275,9050.148549,336.8329955,934.9572308,59.8937168,-4503.717536,9013.435072,36.713477,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0t120,815.6869421,815.6869421,-7880.926561,15763.85312,510.3452398,971.0919363,118.0359033,-7861.425769,15728.85154,35.00158,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,all,901.4709963,901.4709963,-12966.20446,25934.40893,566.3481827,1012.747262,119.9125949,-12955.15099,25916.30198,18.10695,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0,990.1532104,990.1532104,-4891.265067,9784.530135,353.7127714,1016.333636,65.88528435,-4867.116203,9740.232406,44.297729,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0t120,781.9970213,781.9970213,-8584.672292,17171.34458,450.126843,989.5796774,118.0428275,-8553.118769,17112.23754,59.10704,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,all,862.2698317,862.2698317,-13903.2526,27808.50519,487.9293593,1011.798088,119.9262899,-13884.10664,27774.21329,34.2919,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0,948.7539913,948.7539913,-4692.221475,9386.442951,477.5454859,967.3027425,90.52758507,-4679.131206,9364.262412,22.180539,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0t120,801.8291255,801.8291255,-8193.542001,16389.084,457.4486924,1001.601858,118.0393019,-8163.861574,16333.72315,55.36085,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,all,853.8203847,853.8203847,-13604.12106,27210.24212,421.8028759,1034.800156,119.9939237,-13575.15664,27156.31328,53.92884,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0,955.4220053,955.4220053,-4749.250869,9500.501738,400.6516768,982.7748142,78.71007605,-4729.032515,9464.06503,36.436708,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,t0t120,793.1033307,793.1033307,-8342.273796,16686.54759,466.1398623,984.1625402,119.377989,-8314.348033,16634.69607,51.85152,RIGHTO
g1,n10e3,td130,l99,n500,rad50k,n50,nomaf,Constant,all,842.4879759,842.4879759,-13689.81028,27381.62056,435.9505829,1013.77781,119.8412162,-13663.91982,27333.83964,47.78092,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0,964.8047527,964.8047527,-477206.3122,954414.6244,272.4264691,983.7359947,38.45399363,-474998.7154,950003.4309,4411.1935,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0t120,821.6856001,821.6856001,-840887.7296,1681777.459,422.4242034,1007.231329,93.49658523,-838046.855,1676099.71,5677.749,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,all,879.2344289,879.2344289,-1380162.021,2760326.042,509.947059,1018.254323,114.9029071,-1378419.942,2756845.884,3480.158,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0,973.2131705,973.2131705,-479165.2462,958332.4924,365.4383,1000.101048,75.50394129,-476756.8903,953519.7806,4812.7118,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0t120,818.5569872,818.5569872,-838314.7416,1676631.483,358.2810312,995.9968195,70.88260841,-835424.8146,1670855.629,5775.854,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,all,882.2987282,882.2987282,-1375832.082,2751666.164,506.8910126,1021.428496,118.8628979,-1374105.911,2748217.822,3448.342,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0,964.8078658,964.8078658,-478647.0766,957296.1533,425.6699472,989.3121544,87.51421017,-476770.7015,953547.4031,3748.7502,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0t120,820.9002536,820.9002536,-839226.8306,1678455.661,415.4279712,987.3523438,83.0945227,-836787.0196,1673580.039,4875.622,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,all,895.1988603,895.1988603,-1371818.127,2743638.255,524.9428619,1027.149151,119.694528,-1370262.365,2740530.731,3107.524,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0,986.7170956,986.7170956,-485993.6984,971989.3968,434.1156127,1016.382319,106.034813,-483800.6379,967607.2759,4382.1209,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0t120,826.0170936,826.0170936,-846206.4584,1692414.917,349.1218839,1020.571995,73.09788608,-842882.4702,1685770.94,6643.977,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,all,889.5900804,889.5900804,-1391656.54,2783315.079,461.5860622,1055.713218,119.996638,-1389200.887,2778407.774,4907.305,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0,962.3604583,962.3604583,-474948.6931,949899.3861,438.3086413,989.9479711,104.965487,-472969.4963,945944.9926,3954.3935,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,t0t120,782.8340818,782.8340818,-833860.1244,1667722.249,325.9565297,975.6589574,71.19763876,-830429.819,1660865.638,6856.611,RIGHTO
g1,n10e3,td130,l99,n500,wgs,n50,nomaf,Constant,all,835.5135154,835.5135154,-1373725.303,2747452.605,429.7232584,1011.208121,119.9764141,-1370986.739,2741979.478,5473.127,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0,1126.789147,1126.789147,-1383.143283,2768.286566,649.0978868,1121.027038,119.3817407,-1380.293357,2766.586714,1.699852,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0t120,994.065216,994.065216,-2422.831883,4847.663766,714.5324349,1149.218026,119.9478288,-2419.439325,4844.87865,2.785116,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,all,1146.039196,1146.039196,-4062.039492,8126.078985,927.335001,1265.792811,79.85206738,-4060.213518,8126.427036,-0.348051,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0,959.5072822,959.5072822,-1255.824529,2513.649057,895.608276,960.0740263,113.3990905,-1255.775867,2517.551733,-3.902676,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0t120,972.6192302,972.6192302,-2159.957022,4321.914044,787.4199797,1045.821088,104.3312106,-2158.982267,4323.964534,-2.05049,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,all,990.5965124,990.5965124,-3605.880628,7213.761256,814.0390807,1057.217769,119.999495,-3605.148394,7216.296788,-2.535532,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0,1098.227716,1098.227716,-1380.963674,2763.927348,621.3803037,1106.457256,55.09355306,-1378.788989,2763.577978,0.34937,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0t120,991.7707727,991.7707727,-2364.550272,4731.100545,527.2352519,1090.233153,42.68116834,-2362.021971,4730.043942,1.056603,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,all,1017.589902,1017.589902,-3990.415774,7982.831548,796.5801086,1115.659468,119.9967545,-3988.949892,7983.899784,-1.068236,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0,1098.102931,1098.102931,-1413.212719,2828.425437,570.1958906,1113.978239,119.9619074,-1408.243507,2822.487014,5.938423,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0t120,1008.530216,1008.530216,-2421.578984,4845.157968,533.4436951,1183.670654,72.57497718,-2415.971853,4837.943705,7.214263,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,all,1017.710326,1017.710326,-4040.396805,8082.793609,662.7752447,1200.672096,119.9998554,-4035.8629,8077.7258,5.067809,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0,940.0467101,940.0467101,-1202.225514,2406.451027,581.2086344,952.9830743,89.47663295,-1200.027075,2406.05415,0.396877,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,t0t120,939.9392188,939.9392188,-2072.410691,4146.821382,445.9911514,998.5484497,24.86998809,-2070.907096,4147.814193,-0.992811,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n100,nomaf,Constant,all,991.4113104,991.4113104,-3462.389899,6926.779797,982.952092,998.7838183,48.64933667,-3462.380112,6930.760224,-3.980427,WRONGO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0,925.0006746,925.0006746,-6171.880089,12345.76018,400.4756935,931.9076522,20.14361034,-6161.673012,12329.34602,16.41416,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0t120,904.2928937,904.2928937,-10827.09037,21656.18073,188.8713441,975.0415086,10,-10814.43076,21634.86152,21.31921,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,all,944.2498231,944.2498231,-17801.2476,35604.49519,786.5905908,1018.001606,105.6104191,-17796.84683,35599.69366,4.80153,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0,968.5424053,968.5424053,-6354.60739,12711.21478,533.371158,978.3678127,55.10108906,-6342.095572,12690.19114,21.02364,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0t120,891.1077489,891.1077489,-10999.01603,22000.03206,587.5772148,991.0301443,71.34430532,-10986.89833,21979.79666,20.2354,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,all,909.8089804,909.8089804,-18220.20219,36442.40438,729.6155346,998.5884141,109.9424491,-18213.65074,36433.30148,9.1029,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0,995.3662418,995.3662418,-6404.386952,12810.7739,317.2310021,1005.377718,22.8341152,-6382.330735,12770.66147,40.11243,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0t120,899.617,899.617,-11161.79948,22325.59896,587.3700443,1016.821301,78.34205872,-11147.12077,22300.24153,25.35743,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,all,920.985494,920.985494,-18339.28145,36680.56289,688.3156579,1034.258327,116.6745663,-18328.42337,36662.84674,17.71615,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0,992.2472686,992.2472686,-6599.963898,13201.9278,655.7016085,999.5566568,55.08425934,-6593.835675,13193.67135,8.25645,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0t120,904.1285597,904.1285597,-11365.27335,22732.54671,590.3950492,1019.369842,76.12965281,-11350.77252,22707.54505,25.00166,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,all,971.6011018,971.6011018,-18606.00018,37214.00035,767.4382991,1058.511007,119.8098929,-18599.74527,37205.49055,8.5098,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0,956.8242218,956.8242218,-6308.122872,12618.24574,234.5444693,963.5694815,10.20949911,-6292.839795,12591.67959,26.56615,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,t0t120,911.1003921,911.1003921,-10946.38605,21894.7721,601.6948279,996.2858613,63.07482508,-10936.9925,21879.985,14.7871,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n100,nomaf,Constant,all,960.2794087,960.2794087,-17921.39445,35844.78889,797.7373294,1025.91575,118.684472,-17917.70335,35841.40671,3.38218,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0,986.9527266,986.9527266,-644977.2651,1289956.53,534.7747657,998.2656171,55.84362262,-643632.9408,1287271.882,2684.648,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,909.1054486,909.1054486,-1118304.946,2236611.892,574.8667759,1000.62488,60.00746534,-1117215.993,2234437.986,2173.906,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,all,935.7667129,935.7667129,-1856623.174,3713248.347,715.9219576,1038.707156,116.3088218,-1855743.403,3711492.805,1755.542,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0,976.2695589,976.2695589,-644163.9999,1288330,477.6530779,984.8372094,36.93852935,-642855.2791,1285716.558,2613.442,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,910.6545187,910.6545187,-1112357.103,2224716.207,452.6289224,987.8064013,32.4887868,-1111280.484,2222566.969,2149.238,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,all,941.0210997,941.0210997,-1841486.971,3682975.942,751.6311258,1024.322972,119.09804,-1840903.956,3681813.913,1162.029,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0,991.8057237,991.8057237,-651540.1444,1303082.289,572.9396767,1000.351901,56.06524772,-650474.2536,1300954.507,2127.782,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,913.3718711,913.3718711,-1125532.476,2251066.952,516.0376037,1007.827284,49.10689098,-1124253.333,2248512.665,2554.287,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,all,942.1592091,942.1592091,-1868281.365,3736564.729,688.5816159,1059.992277,119.9889695,-1867128.521,3734263.042,2301.687,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0,987.7962551,987.7962551,-650805.1582,1301612.316,511.7584405,996.0177806,39.39730684,-649641.3271,1299288.654,2323.662,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,923.2014409,923.2014409,-1121301.257,2242604.514,570.3722198,1010.708963,54.59488596,-1120269.972,2240545.944,2058.57,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,all,948.5799643,948.5799643,-1862096.853,3724195.706,737.6559183,1042.507529,119.9997651,-1861363.22,3722732.44,1463.266,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0,990.8743049,990.8743049,-648289.7398,1296581.48,535.3670632,1001.976554,55.85897181,-646933.2829,1293872.566,2708.914,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,t0t120,920.7343199,920.7343199,-1120716.121,2241434.241,529.4732036,1010.856161,48.52009382,-1119550.271,2239106.542,2327.699,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n100,nomaf,Constant,all,944.5900158,944.5900158,-1861641.755,3723285.511,724.5477992,1043.328631,119.9996963,-1860829.588,3721665.176,1620.335,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,939.2372102,939.2372102,-1483.662633,2969.325265,264.9944515,948.0124443,10.00166952,-1478.557777,2963.115554,6.209711,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,929.5074874,929.5074874,-2666.428791,5334.857583,315.9657511,1005.070115,16.58264206,-2662.015362,5330.030723,4.82686,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,all,971.2168055,971.2168055,-4562.823623,9127.647247,884.4342916,1016.217699,112.7463016,-4562.433864,9130.867728,-3.220481,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,955.7231671,955.7231671,-1557.853907,3117.707813,840.3819797,960.6619028,119.964266,-1557.565805,3121.131609,-3.423796,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,959.9209919,959.9209919,-2790.767855,5583.53571,786.3727575,1041.384619,105.1099479,-2789.25399,5584.50798,-0.97227,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,all,940.2366066,940.2366066,-4722.643151,9447.286302,728.4109543,1067.688244,119.9658754,-4719.587946,9445.175891,2.110411,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,1099.111664,1099.111664,-1707.435847,3416.871694,546.6341449,1109.677256,47.13442757,-1702.327686,3410.655373,6.216321,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,975.1484019,975.1484019,-2996.58152,5995.16304,524.9943921,1080.466505,41.33542222,-2992.223754,5990.447509,4.715531,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,all,987.7331705,987.7331705,-5202.032424,10406.06485,796.47046,1110.337799,118.9333823,-5199.513377,10405.02675,1.0381,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,1127.14189,1127.14189,-1708.513811,3419.027622,628.5762714,1126.105324,119.9885438,-1703.402855,3412.805711,6.221911,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,987.4123283,987.4123283,-3075.585629,6153.171258,694.2666763,1178.156877,119.9661564,-3069.479595,6144.959191,8.212067,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,all,998.7128775,998.7128775,-5278.553867,10559.10773,689.5596922,1204.895864,119.8820165,-5271.764095,10549.52819,9.57954,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0,1099.252747,1099.252747,-1747.472522,3496.945045,610.0003654,1114.716228,119.9620609,-1741.491243,3488.982486,7.962559,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,t0t120,1011.703358,1011.703358,-3079.005313,6160.010626,678.6440324,1164.91438,88.08395087,-3073.904675,6153.809349,6.201277,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n200,nomaf,Constant,all,1019.61324,1019.61324,-5322.727336,10647.45467,640.4020686,1295.079056,119.9647424,-5311.516612,10629.03322,18.42145,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,929.6615446,929.6615446,-7631.793343,15265.58669,431.641003,936.9663761,28.00276458,-7610.04482,15226.08964,39.49705,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,893.0212355,893.0212355,-13809.39817,27620.79633,434.809392,987.9275191,34.46991344,-13785.65016,27577.30031,43.49602,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,all,954.8196333,954.8196333,-23315.57682,46633.15364,759.2407782,1077.868685,112.8901077,-23302.22026,46610.44053,22.71311,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,956.7998886,956.7998886,-7839.349196,15680.69839,493.090437,964.381104,36.40146366,-7819.736995,15645.47399,35.2244,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,906.3119427,906.3119427,-14031.26435,28064.5287,411.6936039,984.7316209,25.44782273,-14011.30864,28028.61729,35.91141,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,all,945.1348987,945.1348987,-23689.09251,47380.18501,742.5609289,1067.752586,119.9685747,-23675.08922,47356.17843,24.00658,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,967.8989413,967.8989413,-7882.96325,15767.9265,556.0427624,974.8447584,50.69599409,-7866.205327,15738.41065,29.51585,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,879.9484188,879.9484188,-14039.08527,28080.17054,540.5229636,969.4354288,50.25888143,-14021.67828,28049.35656,30.81398,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,all,914.972885,914.972885,-23891.29516,47784.59032,731.2016405,1027.542523,119.6961754,-23878.86124,47763.72248,20.86784,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,998.7044024,998.7044024,-7923.858366,15849.71673,453.7861804,1010.061311,43.4248636,-7893.191825,15792.38365,57.33308,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,893.6753951,893.6753951,-14146.49775,28294.9955,362.0885097,995.6541226,27.52174047,-14116.48295,28238.96589,56.02961,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,all,906.6323959,906.6323959,-23867.28383,47736.56767,681.2262962,1056.250956,119.7242361,-23845.78359,47697.56719,39.00048,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0,994.8360129,994.8360129,-8147.512866,16297.02573,637.7956423,1004.166088,71.43241048,-8133.883817,16273.76763,23.2581,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,t0t120,908.0353893,908.0353893,-14438.16776,28878.33553,661.8127485,986.3573327,66.98583318,-14427.64258,28861.28515,17.05038,RIGHTO
g1,n10e3,td160,l99,n500,rad50k,n200,nomaf,Constant,all,954.4405381,954.4405381,-24363.38339,48728.76678,750.7709447,1080.198852,119.7539765,-24349.0752,48704.15041,24.61637,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0,990.5737939,990.5737939,-332258.5301,664519.0601,539.5838946,1000.9233,55.99344678,-332050.3601,664106.7202,412.3399,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,973.7347819,973.7347819,-543861.3852,1087724.77,547.9251527,1003.596402,39.42816993,-543745.6506,1087497.301,227.469,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,all,1007.577425,1007.577425,-878114.3753,1756230.751,1012.661842,1006.892438,68.14861876,-878114.3089,1756234.618,-3.867,WRONGO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0,988.7547341,988.7547341,-331267.6085,662537.2169,480.778359,1002.3747,55.98505033,-330947.6069,661901.2137,636.0032,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,974.5366773,974.5366773,-545388.2,1090778.4,450.8425052,1017.442315,40.03162491,-545146.5435,1090299.087,479.313,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,all,986.1854672,986.1854672,-883841.6968,1767685.394,835.7382742,1004.383416,68.17957851,-883774.1892,1767554.378,131.016,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0,973.640118,973.640118,-328056.8556,656115.7112,583.4698875,982.5165925,55.96990185,-327906.1889,655818.3778,297.3334,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,950.2449264,950.2449264,-538055.3021,1076112.604,531.4215617,981.1829714,39.65562782,-537932.3222,1075870.644,241.96,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,all,980.1425069,980.1425069,-865605.8544,1731213.709,910.3323151,987.9997749,68.17836186,-865593.3032,1731192.606,21.103,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0,987.4825971,987.4825971,-331869.6775,663741.3549,631.8761926,994.8164783,55.96787252,-331760.7178,663527.4357,213.9192,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,961.0129027,961.0129027,-543988.7097,1087979.419,711.1425242,1002.89545,107.0710362,-543802.9996,1087611.999,367.42,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,all,989.5534249,989.5534249,-880795.6912,1761593.382,774.2442252,1007.5677,111.3998309,-880731.9425,1761469.885,123.497,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0,986.3773834,986.3773834,-331002.4444,662006.8888,618.936494,993.8679525,55.98475195,-330884.9943,661775.9886,230.9002,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,t0t120,963.9432284,963.9432284,-541824.996,1083651.992,542.447988,994.0588857,39.3441388,-541708.6601,1083423.32,228.672,RIGHTO
g1,n10e3,td160,l99,n500,wgs,n20,nomaf,Constant,all,976.7162995,976.7162995,-877643.4184,1755288.837,697.0209221,1001.558083,119.9382408,-877524.14,1755054.28,234.557,RIGHTO
g1,n10e3,td160,l99,n500,rad10k,n50,nomaf,Constant,t0,963.4228384,963.4228384,-970.7289824,1943.457965,827.3317147,965.6710415,55.07696582,-970.6541391,1947.308278,-3.850313,WRONGO
g1,n10e3,td160,l99,n500,rad10k,n50,nomaf,Constant,t0t120,973.1751066,973.1751066,-1613.480609,3228.961217,784.7726121,1028.033049,104.3041915,-1612.979061,3231.958122,-2.996905,WRONGO
