gentime,nhist,td,l,nsamp,nloc,scheme,it,timepoint,maf,Ne
1,1.00E+05,160,99,50,10k,contemp,2,t0,0,Infinite
1,1.00E+05,160,99,50,10k,contemp,3,t0,0,4630.4
1,1.00E+05,160,99,50,10k,contemp,4,t0,0,3599.2
1,1.00E+05,160,99,50,10k,contemp,5,t0,0,7085.1
1,1.00E+05,160,99,50,10k,2samp,1,t0,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,2,t0,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,3,t0,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,4,t0,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,5,t0,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,1,t120,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,2,t120,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,3,t120,0,10224.4
1,1.00E+05,160,99,50,10k,2samp,4,t120,0,Infinite
1,1.00E+05,160,99,50,10k,2samp,5,t120,0,Infinite
1,1.00E+05,160,99,50,10k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,50,10k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,50,10k,serial,3,t0,0,Infinite
1,1.00E+05,160,99,50,10k,serial,4,t0,0,Infinite
1,1.00E+05,160,99,50,10k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,50,10k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,50,10k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,50,10k,serial,3,t30,0,Infinite
1,1.00E+05,160,99,50,10k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,50,10k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,50,10k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,50,10k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,50,10k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,50,10k,serial,4,t60,0,Infinite
1,1.00E+05,160,99,50,10k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,50,10k,serial,1,t90,0,Infinite
1,1.00E+05,160,99,50,10k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,50,10k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,50,10k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,50,10k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,50,10k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,50,10k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,50,10k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,50,10k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,50,10k,serial,5,t120,0,Infinite
1,1.00E+05,160,99,50,50k,contemp,1,t0,0,6226.2
1,1.00E+05,160,99,50,50k,contemp,2,t0,0,6559.3
1,1.00E+05,160,99,50,50k,contemp,3,t0,0,17794.3
1,1.00E+05,160,99,50,50k,contemp,4,t0,0,10975.4
1,1.00E+05,160,99,50,50k,contemp,5,t0,0,13175.9
1,1.00E+05,160,99,50,50k,2samp,1,t0,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,2,t0,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,3,t0,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,4,t0,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,5,t0,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,1,t120,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,2,t120,0,Infinite
1,1.00E+05,160,99,50,50k,2samp,3,t120,0,22487.9
1,1.00E+05,160,99,50,50k,2samp,4,t120,0,53081.9
1,1.00E+05,160,99,50,50k,2samp,5,t120,0,Infinite
1,1.00E+05,160,99,50,50k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,50,50k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,50,50k,serial,3,t0,0,Infinite
1,1.00E+05,160,99,50,50k,serial,4,t0,0,Infinite
1,1.00E+05,160,99,50,50k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,50,50k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,50,50k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,50,50k,serial,3,t30,0,Infinite
1,1.00E+05,160,99,50,50k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,50,50k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,50,50k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,50,50k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,50,50k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,50,50k,serial,4,t60,0,Infinite
1,1.00E+05,160,99,50,50k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,50,50k,serial,1,t90,0,Infinite
1,1.00E+05,160,99,50,50k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,50,50k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,50,50k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,50,50k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,50,50k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,50,50k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,50,50k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,50,50k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,50,50k,serial,5,t120,0,Infinite
1,1.00E+05,160,99,100,10k,contemp,1,t0,0,490182.2
1,1.00E+05,160,99,100,10k,contemp,2,t0,0,Infinite
1,1.00E+05,160,99,100,10k,contemp,3,t0,0,Infinite
1,1.00E+05,160,99,100,10k,contemp,4,t0,0,Infinite
1,1.00E+05,160,99,100,10k,contemp,5,t0,0,Infinite
1,1.00E+05,160,99,100,10k,2samp,1,t0,0,3952.5
1,1.00E+05,160,99,100,10k,2samp,2,t0,0,13445.6
1,1.00E+05,160,99,100,10k,2samp,3,t0,0,3184.3
1,1.00E+05,160,99,100,10k,2samp,4,t0,0,1511.3
1,1.00E+05,160,99,100,10k,2samp,5,t0,0,3076
1,1.00E+05,160,99,100,10k,2samp,1,t120,0,14642.9
1,1.00E+05,160,99,100,10k,2samp,2,t120,0,23270
1,1.00E+05,160,99,100,10k,2samp,3,t120,0,8292.7
1,1.00E+05,160,99,100,10k,2samp,4,t120,0,6403
1,1.00E+05,160,99,100,10k,2samp,5,t120,0,Infinite
1,1.00E+05,160,99,100,10k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,100,10k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,100,10k,serial,3,t0,0,Infinite
1,1.00E+05,160,99,100,10k,serial,4,t0,0,Infinite
1,1.00E+05,160,99,100,10k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,100,10k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,100,10k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,100,10k,serial,3,t30,0,Infinite
1,1.00E+05,160,99,100,10k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,100,10k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,100,10k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,100,10k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,100,10k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,100,10k,serial,4,t60,0,Infinite
1,1.00E+05,160,99,100,10k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,100,10k,serial,1,t90,0,Infinite
1,1.00E+05,160,99,100,10k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,100,10k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,100,10k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,100,10k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,100,10k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,100,10k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,100,10k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,100,10k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,100,10k,serial,5,t120,0,Infinite
1,1.00E+05,160,99,100,50k,contemp,1,t0,0,Infinite
1,1.00E+05,160,99,100,50k,contemp,2,t0,0,Infinite
1,1.00E+05,160,99,100,50k,contemp,3,t0,0,Infinite
1,1.00E+05,160,99,100,50k,contemp,4,t0,0,Infinite
1,1.00E+05,160,99,100,50k,contemp,5,t0,0,Infinite
1,1.00E+05,160,99,100,50k,2samp,1,t0,0,4382.4
1,1.00E+05,160,99,100,50k,2samp,2,t0,0,6637.9
1,1.00E+05,160,99,100,50k,2samp,3,t0,0,7505
1,1.00E+05,160,99,100,50k,2samp,4,t0,0,5473
1,1.00E+05,160,99,100,50k,2samp,5,t0,0,4192
1,1.00E+05,160,99,100,50k,2samp,1,t120,0,7319.1
1,1.00E+05,160,99,100,50k,2samp,2,t120,0,13877.8
1,1.00E+05,160,99,100,50k,2samp,3,t120,0,13538.9
1,1.00E+05,160,99,100,50k,2samp,4,t120,0,5971.3
1,1.00E+05,160,99,100,50k,2samp,5,t120,0,218288.4
1,1.00E+05,160,99,100,50k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,100,50k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t0,0,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t0,0,19475.6
1,1.00E+05,160,99,100,50k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,100,50k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,100,50k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t30,0,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,100,50k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,100,50k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,100,50k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t60,0,Infinite
1,1.00E+05,160,99,100,50k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,100,50k,serial,1,t90,0,Infinite
1,1.00E+05,160,99,100,50k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,100,50k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,100,50k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,100,50k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,100,50k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,100,50k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,100,50k,serial,5,t120,0,Infinite
1,1.00E+05,160,99,200,10k,contemp,1,t0,0,27602.8
1,1.00E+05,160,99,200,10k,contemp,2,t0,0,Infinite
1,1.00E+05,160,99,200,10k,contemp,3,t0,0,24766.9
1,1.00E+05,160,99,200,10k,contemp,4,t0,0,67502.3
1,1.00E+05,160,99,200,10k,contemp,5,t0,0,19748.8
1,1.00E+05,160,99,200,10k,2samp,1,t0,0,Infinite
1,1.00E+05,160,99,200,10k,2samp,2,t0,0,Infinite
1,1.00E+05,160,99,200,10k,2samp,3,t0,0,Infinite
1,1.00E+05,160,99,200,10k,2samp,4,t0,0,Infinite
1,1.00E+05,160,99,200,10k,2samp,5,t0,0,Infinite
1,1.00E+05,160,99,200,10k,2samp,1,t120,0,5499.4
1,1.00E+05,160,99,200,10k,2samp,2,t120,0,6842
1,1.00E+05,160,99,200,10k,2samp,3,t120,0,10161.7
1,1.00E+05,160,99,200,10k,2samp,4,t120,0,6634.4
1,1.00E+05,160,99,200,10k,2samp,5,t120,0,6802.6
1,1.00E+05,160,99,200,10k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t0,0,8798.4
1,1.00E+05,160,99,200,10k,serial,4,t0,0,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t30,0,36298.1
1,1.00E+05,160,99,200,10k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t60,0,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t90,0,9453.5
1,1.00E+05,160,99,200,10k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,200,10k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,200,10k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,200,10k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,200,10k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,200,10k,serial,5,t120,0,Infinite
1,1.00E+05,160,99,200,50k,contemp,1,t0,0,25575.6
1,1.00E+05,160,99,200,50k,contemp,2,t0,0,Infinite
1,1.00E+05,160,99,200,50k,contemp,3,t0,0,53116.7
1,1.00E+05,160,99,200,50k,contemp,4,t0,0,22000.6
1,1.00E+05,160,99,200,50k,contemp,5,t0,0,7489.6
1,1.00E+05,160,99,200,50k,2samp,1,t0,0,Infinite
1,1.00E+05,160,99,200,50k,2samp,2,t0,0,Infinite
1,1.00E+05,160,99,200,50k,2samp,3,t0,0,Infinite
1,1.00E+05,160,99,200,50k,2samp,4,t0,0,Infinite
1,1.00E+05,160,99,200,50k,2samp,5,t0,0,Infinite
1,1.00E+05,160,99,200,50k,2samp,1,t120,0,4910.9
1,1.00E+05,160,99,200,50k,2samp,2,t120,0,6267
1,1.00E+05,160,99,200,50k,2samp,3,t120,0,9172.2
1,1.00E+05,160,99,200,50k,2samp,4,t120,0,7639.9
1,1.00E+05,160,99,200,50k,2samp,5,t120,0,6199.4
1,1.00E+05,160,99,200,50k,serial,1,t0,0,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t0,0,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t0,0,35138.9
1,1.00E+05,160,99,200,50k,serial,4,t0,0,13711.3
1,1.00E+05,160,99,200,50k,serial,5,t0,0,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t30,0,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t30,0,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t30,0,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t30,0,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t30,0,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t60,0,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t60,0,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t60,0,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t60,0,364714.8
1,1.00E+05,160,99,200,50k,serial,5,t60,0,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t90,0,14190.9
1,1.00E+05,160,99,200,50k,serial,2,t90,0,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t90,0,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t90,0,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t90,0,Infinite
1,1.00E+05,160,99,200,50k,serial,1,t120,0,Infinite
1,1.00E+05,160,99,200,50k,serial,2,t120,0,Infinite
1,1.00E+05,160,99,200,50k,serial,3,t120,0,Infinite
1,1.00E+05,160,99,200,50k,serial,4,t120,0,Infinite
1,1.00E+05,160,99,200,50k,serial,5,t120,0,Infinite
1,1.00E+04,190,95,50,10k,contemp,1,t0,0,922.3
1,1.00E+04,190,95,50,10k,contemp,2,t0,0,8150.6
1,1.00E+04,190,95,50,10k,contemp,3,t0,0,842.5
1,1.00E+04,190,95,50,10k,contemp,4,t0,0,10424
1,1.00E+04,190,95,50,10k,contemp,5,t0,0,237.9
1,1.00E+04,190,95,50,10k,2samp,1,t0,0,Infinite
1,1.00E+04,190,95,50,10k,2samp,2,t0,0,Infinite
1,1.00E+04,190,95,50,10k,2samp,3,t0,0,Infinite
1,1.00E+04,190,95,50,10k,2samp,4,t0,0,Infinite
1,1.00E+04,190,95,50,10k,2samp,5,t0,0,Infinite
1,1.00E+04,190,95,50,10k,2samp,1,t120,0,266.8
1,1.00E+04,190,95,50,10k,2samp,2,t120,0,617.6
1,1.00E+04,190,95,50,10k,2samp,3,t120,0,481.1
1,1.00E+04,190,95,50,10k,2samp,4,t120,0,668.4
1,1.00E+04,190,95,50,10k,2samp,5,t120,0,267.2
1,1.00E+04,190,95,50,10k,serial,1,t0,0,96
1,1.00E+04,190,95,50,10k,serial,2,t0,0,207.6
1,1.00E+04,190,95,50,10k,serial,3,t0,0,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t0,0,368
1,1.00E+04,190,95,50,10k,serial,5,t0,0,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t30,0,Infinite
1,1.00E+04,190,95,50,10k,serial,2,t30,0,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t30,0,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t30,0,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t30,0,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t60,0,Infinite
1,1.00E+04,190,95,50,10k,serial,2,t60,0,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t60,0,920.5
1,1.00E+04,190,95,50,10k,serial,4,t60,0,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t60,0,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t90,0,336.7
1,1.00E+04,190,95,50,10k,serial,2,t90,0,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t90,0,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t90,0,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t90,0,Infinite
1,1.00E+04,190,95,50,10k,serial,1,t120,0,Infinite
1,1.00E+04,190,95,50,10k,serial,2,t120,0,Infinite
1,1.00E+04,190,95,50,10k,serial,3,t120,0,Infinite
1,1.00E+04,190,95,50,10k,serial,4,t120,0,Infinite
1,1.00E+04,190,95,50,10k,serial,5,t120,0,Infinite
1,1.00E+04,190,95,50,50k,contemp,1,t0,0,734.9
1,1.00E+04,190,95,50,50k,contemp,2,t0,0,693
1,1.00E+04,190,95,50,50k,contemp,3,t0,0,852.6
1,1.00E+04,190,95,50,50k,contemp,4,t0,0,3251.9
1,1.00E+04,190,95,50,50k,contemp,5,t0,0,852.7
1,1.00E+04,190,95,50,50k,2samp,1,t0,0,Infinite
1,1.00E+04,190,95,50,50k,2samp,2,t0,0,Infinite
1,1.00E+04,190,95,50,50k,2samp,3,t0,0,Infinite
1,1.00E+04,190,95,50,50k,2samp,4,t0,0,Infinite
1,1.00E+04,190,95,50,50k,2samp,5,t0,0,Infinite
1,1.00E+04,190,95,50,50k,2samp,1,t120,0,311.2
1,1.00E+04,190,95,50,50k,2samp,2,t120,0,497.3
1,1.00E+04,190,95,50,50k,2samp,3,t120,0,308.2
1,1.00E+04,190,95,50,50k,2samp,4,t120,0,582.4
1,1.00E+04,190,95,50,50k,2samp,5,t120,0,264.2
1,1.00E+04,190,95,50,50k,serial,1,t0,0,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t0,0,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t0,0,10443.7
1,1.00E+04,190,95,50,50k,serial,4,t0,0,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t0,0,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t30,0,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t30,0,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t30,0,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t30,0,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t30,0,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t60,0,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t60,0,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t60,0,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t60,0,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t60,0,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t90,0,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t90,0,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t90,0,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t90,0,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t90,0,Infinite
1,1.00E+04,190,95,50,50k,serial,1,t120,0,Infinite
1,1.00E+04,190,95,50,50k,serial,2,t120,0,Infinite
1,1.00E+04,190,95,50,50k,serial,3,t120,0,Infinite
1,1.00E+04,190,95,50,50k,serial,4,t120,0,Infinite
1,1.00E+04,190,95,50,50k,serial,5,t120,0,Infinite
1,1.00E+04,190,95,100,10k,contemp,1,t0,0,2461.2
1,1.00E+04,190,95,100,10k,contemp,2,t0,0,3187.9
1,1.00E+04,190,95,100,10k,contemp,3,t0,0,617.3
1,1.00E+04,190,95,100,10k,contemp,4,t0,0,791
1,1.00E+04,190,95,100,10k,contemp,5,t0,0,2105.4
1,1.00E+04,190,95,100,10k,2samp,1,t0,0,Infinite
1,1.00E+04,190,95,100,10k,2samp,2,t0,0,5004.8
1,1.00E+04,190,95,100,10k,2samp,3,t0,0,388.4
1,1.00E+04,190,95,100,10k,2samp,4,t0,0,Infinite
1,1.00E+04,190,95,100,10k,2samp,5,t0,0,191.6
1,1.00E+04,190,95,100,10k,2samp,1,t120,0,259.6
1,1.00E+04,190,95,100,10k,2samp,2,t120,0,299.5
1,1.00E+04,190,95,100,10k,2samp,3,t120,0,290.9
1,1.00E+04,190,95,100,10k,2samp,4,t120,0,303.9
1,1.00E+04,190,95,100,10k,2samp,5,t120,0,225.9
1,1.00E+04,190,95,100,10k,serial,1,t0,0,384.4
1,1.00E+04,190,95,100,10k,serial,2,t0,0,389.5
1,1.00E+04,190,95,100,10k,serial,3,t0,0,373.4
1,1.00E+04,190,95,100,10k,serial,4,t0,0,369.2
1,1.00E+04,190,95,100,10k,serial,5,t0,0,982.9
1,1.00E+04,190,95,100,10k,serial,1,t30,0,Infinite
1,1.00E+04,190,95,100,10k,serial,2,t30,0,Infinite
1,1.00E+04,190,95,100,10k,serial,3,t30,0,4671.2
1,1.00E+04,190,95,100,10k,serial,4,t30,0,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t30,0,Infinite
1,1.00E+04,190,95,100,10k,serial,1,t60,0,Infinite
1,1.00E+04,190,95,100,10k,serial,2,t60,0,Infinite
1,1.00E+04,190,95,100,10k,serial,3,t60,0,343
1,1.00E+04,190,95,100,10k,serial,4,t60,0,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t60,0,263.4
1,1.00E+04,190,95,100,10k,serial,1,t90,0,229.5
1,1.00E+04,190,95,100,10k,serial,2,t90,0,312.7
1,1.00E+04,190,95,100,10k,serial,3,t90,0,558.5
1,1.00E+04,190,95,100,10k,serial,4,t90,0,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t90,0,Infinite
1,1.00E+04,190,95,100,10k,serial,1,t120,0,2082.9
1,1.00E+04,190,95,100,10k,serial,2,t120,0,506.1
1,1.00E+04,190,95,100,10k,serial,3,t120,0,483.5
1,1.00E+04,190,95,100,10k,serial,4,t120,0,Infinite
1,1.00E+04,190,95,100,10k,serial,5,t120,0,312.6
1,1.00E+04,190,95,100,50k,contemp,1,t0,0,1436.3
1,1.00E+04,190,95,100,50k,contemp,2,t0,0,807.5
1,1.00E+04,190,95,100,50k,contemp,3,t0,0,925.8
1,1.00E+04,190,95,100,50k,contemp,4,t0,0,1733.2
1,1.00E+04,190,95,100,50k,contemp,5,t0,0,1024.1
1,1.00E+04,190,95,100,50k,2samp,1,t0,0,Infinite
1,1.00E+04,190,95,100,50k,2samp,2,t0,0,828.7
1,1.00E+04,190,95,100,50k,2samp,3,t0,0,112348.3
1,1.00E+04,190,95,100,50k,2samp,4,t0,0,6212.3
1,1.00E+04,190,95,100,50k,2samp,5,t0,0,470.3
1,1.00E+04,190,95,100,50k,2samp,1,t120,0,249
1,1.00E+04,190,95,100,50k,2samp,2,t120,0,252.2
1,1.00E+04,190,95,100,50k,2samp,3,t120,0,241.9
1,1.00E+04,190,95,100,50k,2samp,4,t120,0,299.7
1,1.00E+04,190,95,100,50k,2samp,5,t120,0,229.6
1,1.00E+04,190,95,100,50k,serial,1,t0,0,348
1,1.00E+04,190,95,100,50k,serial,2,t0,0,764.2
1,1.00E+04,190,95,100,50k,serial,3,t0,0,171.7
1,1.00E+04,190,95,100,50k,serial,4,t0,0,389.1
1,1.00E+04,190,95,100,50k,serial,5,t0,0,368.4
1,1.00E+04,190,95,100,50k,serial,1,t30,0,Infinite
1,1.00E+04,190,95,100,50k,serial,2,t30,0,Infinite
1,1.00E+04,190,95,100,50k,serial,3,t30,0,701
1,1.00E+04,190,95,100,50k,serial,4,t30,0,223482.7
1,1.00E+04,190,95,100,50k,serial,5,t30,0,Infinite
1,1.00E+04,190,95,100,50k,serial,1,t60,0,462.2
1,1.00E+04,190,95,100,50k,serial,2,t60,0,Infinite
1,1.00E+04,190,95,100,50k,serial,3,t60,0,639.9
1,1.00E+04,190,95,100,50k,serial,4,t60,0,6255
1,1.00E+04,190,95,100,50k,serial,5,t60,0,Infinite
1,1.00E+04,190,95,100,50k,serial,1,t90,0,746.4
1,1.00E+04,190,95,100,50k,serial,2,t90,0,3506.2
1,1.00E+04,190,95,100,50k,serial,3,t90,0,1275.4
1,1.00E+04,190,95,100,50k,serial,4,t90,0,Infinite
1,1.00E+04,190,95,100,50k,serial,5,t90,0,Infinite
1,1.00E+04,190,95,100,50k,serial,1,t120,0,Infinite
1,1.00E+04,190,95,100,50k,serial,2,t120,0,Infinite
1,1.00E+04,190,95,100,50k,serial,3,t120,0,Infinite
1,1.00E+04,190,95,100,50k,serial,4,t120,0,Infinite
1,1.00E+04,190,95,100,50k,serial,5,t120,0,3083.7
1,1.00E+04,190,95,200,10k,contemp,1,t0,0,1874.6
1,1.00E+04,190,95,200,10k,contemp,2,t0,0,777.4
1,1.00E+04,190,95,200,10k,contemp,3,t0,0,1089.8
1,1.00E+04,190,95,200,10k,contemp,4,t0,0,878.7
1,1.00E+04,190,95,200,10k,contemp,5,t0,0,930.3
1,1.00E+04,190,95,200,10k,2samp,1,t0,0,Infinite
1,1.00E+04,190,95,200,10k,2samp,2,t0,0,548.2
1,1.00E+04,190,95,200,10k,2samp,3,t0,0,747.4
1,1.00E+04,190,95,200,10k,2samp,4,t0,0,1331.5
1,1.00E+04,190,95,200,10k,2samp,5,t0,0,1118.4
1,1.00E+04,190,95,200,10k,2samp,1,t120,0,238.7
1,1.00E+04,190,95,200,10k,2samp,2,t120,0,266.1
1,1.00E+04,190,95,200,10k,2samp,3,t120,0,250.5
1,1.00E+04,190,95,200,10k,2samp,4,t120,0,275.5
1,1.00E+04,190,95,200,10k,2samp,5,t120,0,225
1,1.00E+04,190,95,200,10k,serial,1,t0,0,344.9
1,1.00E+04,190,95,200,10k,serial,2,t0,0,576.1
1,1.00E+04,190,95,200,10k,serial,3,t0,0,370.1
1,1.00E+04,190,95,200,10k,serial,4,t0,0,552
1,1.00E+04,190,95,200,10k,serial,5,t0,0,392.7
1,1.00E+04,190,95,200,10k,serial,1,t30,0,1593.5
1,1.00E+04,190,95,200,10k,serial,2,t30,0,Infinite
