g1_n10e4_constant_n500_n100_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,2,6308.960876895821,6308.960876895821,6308.960876895821,NA,NA,-16612.27556075777,33226.55112151554
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,2,5011.017250394524,17087.822189822175,5011.017250394524,119.95509154500989,NA,-16559.793777019324,33125.58755403865
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,2,5691.178110202621,5691.178110202621,5691.178110202621,NA,NA,-27279.74128576403,54561.48257152806
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,2,4743.428388356935,17240.05316836374,4743.428388356935,116.50222668429156,NA,-27243.775501819477,54493.55100363895
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,2,9632.779279420223,10360.617265807907,540.3715117508915,80.65563752609229,11075.032450481178,-10809.238815308636,21628.47763061727
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,2,9484.139152455264,16249.675750922372,62.5823527934404,72.39988810521938,12128.416748913673,-16375.765625466203,32761.531250932407
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,2,9575.462156341448,11135.130752251092,35.73526721436213,119.99996092863822,12199.833553556624,-27060.916503764798,54131.833007529596
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,2,9712.697572609279,9712.697572609279,775.6305364709578,NA,10533.697249525514,-10809.304332923646,21624.608665847292
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,2,9835.075037385564,9835.075037385564,721.2098704618147,NA,10862.65563454753,-16376.816430609653,32759.632861219307
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,2,9839.150531182333,9839.150531182333,477.7544419629487,NA,11420.441273112805,-27061.240825048535,54128.48165009707
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,3,4532.947859438479,4532.947859438479,4532.947859438479,NA,NA,-11415.764369557915,22833.52873911583
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,3,4159.0536207528485,9784.260714088017,4159.0536207528485,119.58026483801056,NA,-11374.316134221513,22754.632268443027
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,3,6459.345749098913,6459.345749098913,6459.345749098913,NA,NA,-17121.69846850487,34245.39693700974
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,3,5185.198645348277,16726.75716118705,5185.198645348277,119.87437629233324,NA,-17071.98774902316,34149.97549804632
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,3,5550.9084749113745,5550.9084749113745,5550.9084749113745,NA,NA,-28051.418203691825,56104.83640738365
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,3,4663.182992248336,6865.499794367505,4663.182992248336,32.5216124200975,NA,-28020.611472491502,56047.222944983005
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,3,10361.278842750828,8760.514037643221,10.042003158774165,110.91114698878631,11918.347272771996,-11178.503601772616,22367.007203545232
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,3,10398.613960430026,10730.541323143254,783.105889968079,119.83086269779125,10430.279220691991,-16841.48250159556,33692.96500319112
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,3,10430.171844382752,7914.928136814481,971.2005227501662,119.99756446319076,9807.74029880127,-27796.42550789464,55602.85101578928
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,3,10312.464263611231,10312.464263611231,964.8836929122077,NA,9916.249844677928,-11178.933171008928,22363.866342017856
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,3,10486.44671494231,10486.44671494231,859.8704650929291,NA,10302.054082958648,-16841.505977534955,33689.01195506991
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,3,9841.114445329227,9841.114445329227,90.23836751776865,NA,11439.766253394006,-27797.684233840326,55601.36846768065
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,5,4563.3196872696135,4563.3196872696135,4563.3196872696135,NA,NA,-11328.86838465322,22659.73676930644
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,5,4216.305008847303,10368.7782033861,4216.305008847303,119.97647635167908,NA,-11285.23741436412,22576.47482872824
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,5,6483.9072734418005,6483.9072734418005,6483.9072734418005,NA,NA,-17095.591653326774,34193.18330665355
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,5,5228.996534381158,16336.313420064664,5228.996534381158,119.99517048331883,NA,-17048.61396832212,34103.22793664424
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,5,5716.094133552145,5716.094133552145,5716.094133552145,NA,NA,-28095.65088484344,56193.30176968688
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,5,4872.14073126384,7225.132859666248,4872.14073126384,32.14139126929669,NA,-28067.17053837303,56140.34107674606
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,5,10332.79555010391,9346.022740700762,10.010233665269007,111.90494919738492,12032.667084084991,-11101.570558758094,22213.14111751619
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,5,10452.540977094945,10301.771581660829,10.000000000000002,86.39234140847225,12263.539083781707,-16826.0222329729,33662.0444659458
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,5,10678.247122528848,8117.168226890004,10.000000000000002,119.99259570284018,12270.171722516869,-27845.089046066045,55700.17809213209
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,5,10226.80954255187,10226.80954255187,10.000000000000002,NA,12060.3541397806,-11101.786041051862,22209.572082103725
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,5,10426.198375041175,10426.198375041175,10.000000000000002,NA,12242.86009887228,-16826.02501710967,33658.05003421934
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,5,10227.406261092738,10227.406261092738,10.000000000000002,NA,12001.81306395995,-27846.269755536283,55698.539511072566
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,4,4702.218013126737,4702.218013126737,4702.218013126737,NA,NA,-11566.40173292633,23134.80346585266
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,4,4355.935308349963,11022.666470665556,4355.935308349963,119.99888760254656,NA,-11520.932224321827,23047.864448643653
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,4,6574.149271408757,6574.149271408757,6574.149271408757,NA,NA,-17383.32654787742,34768.65309575484
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,4,5487.9863063671,18912.561034107708,5487.9863063671,99.17735783043494,NA,-17342.6440797344,34691.2881594688
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,4,5914.644328932042,5914.644328932042,5914.644328932042,NA,NA,-28579.696546005056,57161.39309201011
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,4,5054.871679266571,15108.956303044091,5054.871679266571,114.53983698800995,NA,-28552.099272392916,57110.19854478583
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,4,10159.858771431096,10084.819974047707,10.02533527076322,108.05814714291155,12607.404212940104,-11348.728715169242,22707.457430338483
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,4,10372.387927057907,10272.495949379956,427.30634670990486,87.13967292479667,11958.54674741497,-17130.850934238428,34271.701868476855
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,4,11019.389369533028,10665.904330989002,1440.0902889051738,10.228997200568724,9774.734549278126,-28334.414416987715,56678.82883397543
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,4,10293.231347047204,10293.231347047204,1166.0834946217014,NA,10088.797124692279,-11348.499221820075,22702.99844364015
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,4,10352.225010938646,10352.225010938646,384.48682203806976,NA,12038.85926100674,-17130.851916241863,34267.70383248373
g1_n10e4_constant_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,4,10501.446952412278,10501.446952412278,1106.4234972095394,NA,10310.617198790098,-28335.700838423436,56677.40167684687
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,2,64701.34880495581,64701.34880495581,64701.34880495581,NA,NA,-75670.5865866804,151343.1731733608
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,2,72282.58607708277,72.50780432812911,72282.58607708277,116.19192315738515,NA,-72867.25334245386,145740.5066849077
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,2,60543.147431486,60543.147431486,60543.147431486,NA,NA,-115474.9935921816,230951.9871843632
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,2,65926.5779776161,1895.1360881706585,65926.5779776161,95.00057154245862,NA,-114564.09346639478,229134.18693278957
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,2,64352.97727483616,64352.97727483616,64352.97727483616,NA,NA,-200507.6097208282,401017.2194416564
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,2,66231.89893370944,43507.08225568747,66231.89893370944,12.89950515952569,NA,-200213.12570227112,400432.25140454224
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,2,11327.074244250693,6084.1640256064065,245230.8264024709,38.34114825869078,33451.4708180385,-72052.4664056516,144114.9328113032
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,2,10357.856970930936,8305.781981033108,102480.74877437776,120.0,11056.463719380885,-111268.92765335646,222547.8553067129
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,2,9956.552607610238,11301.151020533507,100606.24523242598,76.20672069403484,9993.816526134295,-196744.99681733575,393499.9936346715
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,2,10229.612353452065,10229.612353452065,101869.54782040615,NA,10648.867585532096,-72045.77903590261,144097.55807180522
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,2,9927.077581323825,9927.077581323825,253852.15342183597,NA,30229.025227764832,-111284.44505131122,222574.89010262245
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,2,10350.552622731755,10350.552622731755,102556.0860441411,NA,10745.667666994774,-196746.08420031818,393498.16840063635
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,1,64474.15750039697,64474.15750039697,64474.15750039697,NA,NA,-75851.60355301836,151705.20710603672
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,1,71708.72220787658,47.25593734341995,71708.72220787658,76.08283969562316,NA,-73157.44800744003,146320.89601488007
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,1,61288.851963969195,61288.851963969195,61288.851963969195,NA,NA,-114933.03357577533,229868.06715155067
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,1,65808.18073392686,2936.1795963098657,65808.18073392686,116.74961551664335,NA,-114248.52391306129,228503.04782612258
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,1,64153.498494203355,64153.498494203355,64153.498494203355,NA,NA,-200580.8109638358,401163.6219276716
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,1,65079.305197766604,39175.13613365551,65079.305197766604,15.93598259702592,NA,-200306.46376873198,400618.92753746395
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,1,11573.651732787042,3118.52986299725,289834.7333458626,10.098900247287027,38412.78889242446,-72324.803798084,144659.607596168
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,1,9727.469360104864,12267.842327933166,94282.6632038124,106.3743234799875,8537.904268904702,-110925.64991170583,221861.29982341165
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,1,9902.58029026685,13201.047769958212,95124.4497895391,119.36344489905744,8838.967397745277,-196901.23984715086,393812.4796943017
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,1,10457.88826776177,10457.88826776177,97455.39938336695,NA,9969.86053576531,-72312.64368163512,144631.28736327024
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,1,10373.290585383422,10373.290585383422,96694.0257798899,NA,9534.119810343618,-110927.58315332312,221861.16630664625
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,1,10525.233997895975,10525.233997895975,97458.19401421335,NA,9807.973617252972,-196904.26753366782,393814.53506733564
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,3,64843.006004928895,64843.006004928895,64843.006004928895,NA,NA,-75569.07892220833,151140.15784441665
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,3,72778.30947781517,39.393283569773594,72778.30947781517,70.17833909879747,NA,-72756.02198611539,145518.04397223078
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,3,61402.629160215845,61402.629160215845,61402.629160215845,NA,NA,-114542.71127294576,229087.42254589152
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,3,66116.12124323507,1313.5600628848642,66116.12124323507,63.171291230499286,NA,-113786.98976575778,227579.97953151556
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,3,64532.46507818074,64532.46507818074,64532.46507818074,NA,NA,-199703.09770445927,399408.19540891855
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,3,65600.16706306195,17551.485210789335,65600.16706306195,40.04242716536921,NA,-199378.83062008087,398763.66124016175
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,3,10766.99185105574,8502.047658704789,112587.8427031718,92.92036275154693,13615.351203311264,-71909.62726708248,143829.25453416497
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,3,9877.457414007207,10552.200109998068,103566.42865261705,119.98781850805152,10516.36934450873,-110376.50785316895,220763.0157063379
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,3,10709.409273106972,10910.000422022458,227532.6642199926,105.19838006715372,29503.41301016591,-195899.6150178755,391809.230035751
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,3,10318.301603377698,10318.301603377698,108316.13130300002,NA,12098.835253120036,-71910.14768707051,143826.29537414102
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,3,10085.451767843208,10085.451767843208,104872.9555395988,NA,10974.216698199629,-110376.72436141194,220759.44872282387
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,3,10383.970594754317,10383.970594754317,107413.68832535925,NA,11690.062310444575,-195893.54986326504,391793.0997265301
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,4,64607.03205158859,64607.03205158859,64607.03205158859,NA,NA,-75368.55634504816,150739.1126900963
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,4,72629.47873165223,69.20737265577601,72629.47873165223,117.82114630532931,NA,-72494.38927424338,144994.77854848676
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,4,61161.46560911671,61161.46560911671,61161.46560911671,NA,NA,-114636.41933335432,229274.83866670865
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,4,66031.1381748095,305.64216874499556,66031.1381748095,19.556262693225662,NA,-113827.02010882345,227660.0402176469
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,4,64040.28880340135,64040.28880340135,64040.28880340135,NA,NA,-200377.12818619102,400756.25637238205
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,4,65205.74402321659,6875.806089820648,65205.74402321659,68.05889296589703,NA,-200001.67805031734,400009.3561006347
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,4,9987.118978814333,9863.271134189517,102661.92989459413,91.06247246116892,10559.232485019298,-71687.23756329084,143384.47512658167
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,4,10302.473001642351,9068.953924948008,104696.70024835589,99.69455896259177,11242.677673957347,-110469.61812291929,220949.23624583858
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,4,9989.168431915432,9249.807560684061,131634.44623584996,116.93171564311099,16273.416142329423,-196534.9454784554,393079.8909569108
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,4,9963.921277467676,9963.921277467676,102517.43607479283,NA,10501.369693343928,-71687.23871135092,143380.47742270184
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,4,9958.977215969606,9958.977215969606,102691.89644692295,NA,10513.445647736555,-110470.18795540514,220946.37591081028
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,4,9751.695022935004,9751.695022935004,101369.2446117166,NA,10054.825873663509,-196529.3896303681,393064.7792607362
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,5,64596.929614302964,64596.929614302964,64596.929614302964,NA,NA,-76161.73187805727,152325.46375611454
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,5,72001.6468912971,42.4314160685041,72001.6468912971,70.4587871740964,NA,-73287.28737129843,146580.57474259686
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,5,61379.95487787379,61379.95487787379,61379.95487787379,NA,NA,-115254.98398167285,230511.9679633457
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,5,65968.61085706645,187.70370750800262,65968.61085706645,12.117678033287682,NA,-114526.13391090737,229058.26782181475
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,5,64176.198215378005,64176.198215378005,64176.198215378005,NA,NA,-201534.39225219318,403070.78450438636
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,5,65175.24185989597,21047.696450000956,65175.24185989597,34.924150474503975,NA,-201233.43952354125,402472.8790470825
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,5,9693.328968438955,10207.401257236299,92298.45641687802,92.00803451161754,7921.940810008089,-72561.72148613582,145133.44297227164
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,5,9114.755568157185,12267.423946653817,91519.40369258156,116.19835359543289,7150.210394354749,-111133.54138278506,222277.0827655701
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,5,9478.633364671896,13522.684369961793,91767.78971412937,119.99998092768607,7663.26793681093,-197826.60535001065,395663.2107000213
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,5,9796.39518613333,9796.39518613333,92646.91837486177,NA,8088.943091427703,-72561.7455534488,145129.4911068976
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,5,10003.033011071482,10003.033011071482,94142.36163783833,NA,8268.270289395932,-111137.26660523789,222280.53321047578
g1_n10e4_constant_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,5,10257.974762027095,10257.974762027095,94159.14358640673,NA,8686.83522492419,-197831.28027104578,395668.56054209155
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,2,4548.560453199961,4548.560453199961,4548.560453199961,NA,NA,-55814.73123563422,111631.46247126845
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,2,4208.681899947646,10501.333364371161,4208.681899947646,119.97510329301586,NA,-55593.62539460221,111193.25078920442
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,2,6487.851255972612,6487.851255972612,6487.851255972612,NA,NA,-84740.52764071833,169483.05528143665
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,2,5292.403219045355,15981.00872491557,5292.403219045355,119.98630428940538,NA,-84524.65346097057,169055.30692194114
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,2,5848.600154052424,5848.600154052424,5848.600154052424,NA,NA,-138994.01719906114,277990.0343981223
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,all,2,4842.6311236471975,11675.121295528343,4842.6311236471975,65.11067644306067,NA,-138797.8189379197,277601.6378758394
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0,2,10075.652811716443,9326.092412376638,1516.856807092064,119.6948656210233,8814.833573972852,-54769.625914615914,109549.25182923183
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0t120,2,10439.550748221247,8364.761200613008,1538.002503589254,57.51691955843777,9069.730004597299,-83448.0545976966,166906.1091953932
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,all,2,10430.972158939561,11188.681537106053,1535.4004127289218,116.78933295477998,9043.262485307556,-137770.52178851003,275551.04357702006
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0,2,9950.379614702926,9950.379614702926,1330.2985429125918,NA,9298.566911385687,-54770.16708177774,109546.33416355548
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0t120,2,10423.233344246099,10423.233344246099,1501.4378482630966,NA,9175.830348880734,-83448.47033429667,166902.94066859334
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,all,2,10552.321091210342,10552.321091210342,1608.8350629453168,NA,8921.112904752266,-137770.86108893444,275547.7221778689
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,1,4515.291617928278,4515.291617928278,4515.291617928278,NA,NA,-56607.31313841048,113216.62627682096
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,1,4107.048686424368,11020.574296274732,4107.048686424368,119.97125549797273,NA,-56339.67835365181,112685.35670730362
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,1,6270.887771386793,6270.887771386793,6270.887771386793,NA,NA,-85593.98882910331,171189.97765820663
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,1,5000.948975254482,15860.111129311947,5000.948975254482,119.98047129156325,NA,-85345.95517902846,170697.91035805692
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,1,5617.381505253907,5617.381505253907,5617.381505253907,NA,NA,-139572.8642319541,279147.7284639082
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,all,1,4658.7695244780225,10382.11141431746,4658.7695244780225,64.83928450942,NA,-139391.6096134582,278789.2192269164
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0,1,10467.006148950242,9827.444398767157,1766.5297109723467,80.22610387784103,7951.328556459941,-55431.047299529426,110872.09459905885
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0t120,1,9858.022477225399,15812.131246187542,415.57502020853155,65.02304506655925,11147.743510500864,-84248.01798023583,168506.03596047167
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,2change,all,1,10085.630884442047,9930.911445886348,1415.4439177314696,116.73645068262348,8786.762200445766,-138346.83882148744,276703.6776429749
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0,1,10388.53398788963,10388.53398788963,1717.6418713572623,NA,8085.329583133911,-55431.28251393909,110868.56502787818
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0t120,1,10048.7791760015,10048.7791760015,1552.3005118924711,NA,8295.628541143395,-84245.13957439191,168496.27914878383
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,all,1,10075.873845700911,10075.873845700911,1453.182090400445,NA,8705.973229345786,-138346.87264105407,276699.74528210814
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,3,4594.840048452202,4594.840048452202,4594.840048452202,NA,NA,-55925.46069388776,111852.92138777552
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,3,4262.059428272306,11698.527306962038,4262.059428272306,119.99963463640908,NA,-55669.14616863565,111344.2923372713
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,3,6435.0657436094525,6435.0657436094525,6435.0657436094525,NA,NA,-84473.11193829506,168948.2238765901
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,3,5215.807139873672,15488.77019539745,5215.807139873672,119.45403460098515,NA,-84252.53271503464,168511.06543006928
g1_n10e4_constant_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,3,5810.024896521511,5810.024896521511,5810.024896521511,NA,NA,-138099.78501335284,276201.5700267057
