g1_n10e4_constant_n500_n100_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,1,9782.906184526295,3097.470107674811,10.000000000000002,55.03386407503255,12406.910843566018,-16419.57552552571,32849.15105105142
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,1,9830.652853886417,6853.22999611524,240.01234133211182,119.99702723900539,11725.662688771252,-27291.864979028058,54593.729958056116
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,1,9217.463495539398,9217.463495539398,10.000000000000002,NA,12552.003075989,-10679.265076282743,21364.530152565487
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,1,8999.319077446702,8999.319077446702,63.9425179306578,NA,11910.786557060183,-16426.53418372303,32859.06836744606
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,1,9200.735776332574,9200.735776332574,10.000000000000002,NA,11821.547323316636,-27294.087301554035,54594.17460310807
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,3,4100.9719145921135,4100.9719145921135,4100.9719145921135,NA,NA,-10289.414061664265,20580.82812332853
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,3,3796.1326124990087,6486.793384652789,3796.1326124990087,119.99212271152969,NA,-10271.632801321077,20549.265602642154
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,3,5630.039060803016,5630.039060803016,5630.039060803016,NA,NA,-16000.720715302636,32003.44143060527
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,3,4826.461284237601,9653.792324508708,4826.461284237601,119.96665244535085,NA,-15980.457547089469,31966.915094178938
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,3,5075.8573039553685,5075.8573039553685,5075.8573039553685,NA,NA,-26142.022793136624,52286.04558627325
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,3,4209.455019232932,4835.899793326343,4209.455019232932,10.000183246242532,NA,-26106.47153976008,52218.94307952016
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,3,10110.264024491817,787.1775988199831,1458.858923141604,10.049571922270033,7415.7671329181485,-10074.002640261993,20158.005280523987
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,3,9969.574339890089,5448.291005987647,1283.450409000319,92.48492691283633,7989.734724948361,-15741.215905171313,31492.431810342627
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,3,10222.646549070538,5905.766050853888,1552.8449222319603,119.98220411807631,7196.875381307078,-25880.357421064273,51770.714842128546
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,3,9072.146695686133,9072.146695686133,10.000000000000002,NA,10894.900329920234,-10088.145012129147,20182.290024258295
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,3,8579.49987171035,8579.49987171035,406.9906830742539,NA,9294.19172769294,-15747.97154785746,31501.94309571492
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,3,9064.679187019387,9064.679187019387,1188.343914586297,NA,7484.702748647158,-25885.289782033775,51776.57956406755
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,4,4353.37611510067,4353.37611510067,4353.37611510067,NA,NA,-10347.993362142592,20697.986724285183
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,4,4238.419018421848,6029.209163121166,4238.419018421848,118.98195451587013,NA,-10341.455144548152,20688.910289096304
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,4,5826.815965923407,5826.815965923407,5826.815965923407,NA,NA,-16234.664812732437,32471.329625464874
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,4,5252.7778805284925,8495.03314568974,5252.7778805284925,119.99878835841821,NA,-16224.837934279438,32455.675868558876
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,4,5440.32473850831,5440.32473850831,5440.32473850831,NA,NA,-26507.764026490444,53017.52805298089
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,4,4681.96012843267,5487.384477854098,4681.96012843267,12.939328741523033,NA,-26481.66275517456,52969.32551034912
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,4,10120.499716262846,4000.491157785068,2156.594731538241,119.9935425766985,6471.134739624664,-10183.137097220713,20376.274194441427
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,4,10268.866792146302,2977.917278433628,1981.9501365081508,60.94794497935726,7639.039496660245,-16014.777157170665,32039.55431434133
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,4,10170.699775613622,6707.4644435307055,2102.830122098372,119.99861225446678,7298.7526787577945,-26298.151162166818,52606.302324333636
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,4,8620.57468306393,8620.57468306393,10.000000000000002,NA,12103.993350526167,-10199.805588759353,20405.611177518706
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,4,8681.25988860878,8681.25988860878,808.7036091979556,NA,9762.18708810047,-16027.716123223998,32061.432246447996
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,4,9372.108155556383,9372.108155556383,1816.0831550576152,NA,7623.448787063269,-26300.834436535217,52607.66887307043
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0,5,4373.043767140041,4373.043767140041,4373.043767140041,NA,NA,-10677.274912263001,21356.549824526002
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0,5,4175.700483481471,6468.557959261334,4175.700483481471,119.98756812202186,NA,-10666.234747669165,21338.46949533833
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,t0t120,5,5848.523858841525,5848.523858841525,5848.523858841525,NA,NA,-16695.395008276915,33392.79001655383
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,t0t120,5,5181.268278879047,9009.017103953825,5181.268278879047,119.92327841851252,NA,-16682.11969479446,33370.23938958892
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Constant,all,5,5280.648175273639,5280.648175273639,5280.648175273639,NA,NA,-27315.129120050377,54632.25824010075
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,Change,all,5,4366.016358290434,5119.272534428903,4366.016358290434,10.187157254292078,NA,-27272.021351935076,54550.04270387015
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0,5,10013.291624924208,1966.683199500685,584.939326054641,25.778939770147204,10319.74518113885,-10481.383915365057,20972.767830730114
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,t0t120,5,10277.178970318206,2795.00459316842,1187.3893354503928,57.07225954995338,9046.01909247643,-16441.622238129603,32893.244476259206
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,2change,all,5,9986.607389669252,7443.908707275919,1378.814800886409,119.99308001242845,8144.856508816034,-27063.085984717858,54136.171969435716
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0,5,9245.047592139188,9245.047592139188,32.8655354312136,NA,11788.853006678666,-10495.528502229661,20997.057004459322
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,t0t120,5,8883.79658699259,8883.79658699259,10.000000000000002,NA,10983.076617556073,-16453.16629120261,32912.33258240522
g1_n10e4_td190_l95_n500_n200_rad10k_bot_estimates_4mods.csv,ancient,all,5,9400.530383897067,9400.530383897067,1111.198489105947,NA,8477.430157157372,-27064.47033913301,54134.94067826602
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,1,62687.09505568965,62687.09505568965,62687.09505568965,NA,NA,-73267.99307315193,146537.98614630385
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,1,70817.16909283878,64.33365684403432,70817.16909283878,114.16842691891104,NA,-70205.54070650933,140417.08141301866
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,1,57515.47241076992,57515.47241076992,57515.47241076992,NA,NA,-112907.01068409352,225816.02136818704
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,1,64074.625733403824,1711.1353682119513,64074.625733403824,105.76050017816242,NA,-111696.91202660494,223399.8240532099
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,1,61900.077815406614,61900.077815406614,61900.077815406614,NA,NA,-196265.401366155,392532.80273231
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,1,63389.24131179103,3085.1795681056465,63389.24131179103,95.52610326803685,NA,-195805.5905614544,391617.1811229088
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,1,9536.229545069427,2424.2397593480505,94208.76538211163,17.64775865401164,8859.239950732504,-69602.98977769063,139215.97955538126
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,1,10240.845413204876,4993.447751264213,96617.968207003,91.83865617253585,10155.034399935883,-108556.20492946396,217122.40985892792
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,1,10701.459752812543,6144.015281466041,98651.27911507597,119.99999808658451,11030.243389263465,-192569.75701591268,385149.51403182535
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,1,8647.764862769993,8647.764862769993,91397.1585226684,NA,7369.91188040188,-69605.83269323214,139217.66538646427
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,1,8701.400281066974,8701.400281066974,822224.3007616282,NA,48042.86315053872,-108602.39483972278,217210.78967944556
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,1,9254.193308105061,9254.193308105061,91867.57964596836,NA,8404.89885609173,-192585.1030691291,385176.2061382582
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,2,63611.93551443911,63611.93551443911,63611.93551443911,NA,NA,-74342.39850094871,148686.79700189742
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,2,72514.29201074602,15.01540442334233,72514.29201074602,33.57563659349794,NA,-71102.71662380599,142211.43324761197
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,2,59094.04283334945,59094.04283334945,59094.04283334945,NA,NA,-114188.06810071725,228378.1362014345
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,2,65095.0771724908,1886.1946718417018,65095.0771724908,105.76043289144191,NA,-113113.02844913561,226232.05689827123
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,2,62972.14284226316,62972.14284226316,62972.14284226316,NA,NA,-199471.06582446815,398944.1316489363
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,2,64443.48699141121,3586.7670294854975,64443.48699141121,87.24891105634404,NA,-199000.8247700126,398007.6495400252
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,2,10193.454752779524,1013.705808297353,96207.48627324382,16.439415831160904,9652.811450733137,-70543.33359030378,141096.66718060756
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,2,9984.27578799455,2910.3685239715774,96137.08400783376,54.728401819384885,9428.457697964775,-109860.1036190064,219730.2072380128
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,2,10927.364191925944,6113.93069362238,100553.40530969517,119.99889101778665,11285.833008978298,-195718.67988094213,391447.35976188426
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,2,8274.458497403863,8274.458497403863,90556.91156230305,NA,6576.502249291183,-70556.06580814807,141118.13161629613
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,2,9189.191705545987,9189.191705545987,4305627.377008005,NA,80846.25747723588,-109896.94969343129,219799.89938686258
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,2,9431.982632804364,9431.982632804364,93730.81579145117,NA,8590.614140402417,-195735.79499998866,391477.5899999773
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,3,63780.734876772745,63780.734876772745,63780.734876772745,NA,NA,-74302.12569193689,148606.25138387378
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,3,72310.7749085724,65.38604875445753,72310.7749085724,119.33253795305045,NA,-71169.20096792665,142344.4019358533
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,3,58521.01597438502,58521.01597438502,58521.01597438502,NA,NA,-114270.31638900166,228542.63277800332
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,3,65040.52793478835,184.43597594289315,65040.52793478835,16.389706035658836,NA,-113035.63217605179,226077.26435210358
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,3,62909.847673681346,62909.847673681346,62909.847673681346,NA,NA,-198920.67073011733,397843.34146023466
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,3,65753.42258587094,1273812.1803601244,65753.42258587094,10.85520394543734,NA,-198796.85796158965,397599.7159231793
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,3,10675.352419880812,4776.061755712789,103852.52584052138,107.19356792959181,11933.577753805817,-70542.76027526277,141095.52055052554
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,3,9775.85435228492,459.17210169007444,96918.56075418889,21.414454138858893,9562.187083876699,-109746.24430782723,219502.48861565447
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,3,10718.716759291772,6069.81924553508,102409.0010868514,119.99710393617586,11552.62592877965,-195110.50298421772,390231.00596843543
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,3,8825.124580621912,8825.124580621912,95413.28368216046,NA,8028.352535922681,-70549.950564286,141105.901128572
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,3,8173.066758908989,8173.066758908989,91569.00514707019,NA,7089.605194819184,-109751.63738665401,219509.27477330802
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,3,9248.40577810406,9248.40577810406,95159.38471550077,NA,8782.19736508454,-195126.8370781148,390259.6741562296
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,5,64356.4295310724,64356.4295310724,64356.4295310724,NA,NA,-74620.13699380355,149242.2739876071
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,5,73935.34038620119,10.025263715741648,73935.34038620119,24.93035045145881,NA,-71390.09760489233,142786.19520978467
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,5,59197.73393819568,59197.73393819568,59197.73393819568,NA,NA,-114873.68506315016,229749.37012630032
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,5,65805.67611013078,1265.0540006488038,65805.67611013078,83.85844824854742,NA,-113609.21096102157,227224.42192204314
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,5,63589.63075854249,63589.63075854249,63589.63075854249,NA,NA,-200274.98600805626,400551.97201611253
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,5,65043.30349016938,2642.1283229167916,65043.30349016938,101.77774425575139,NA,-199792.24499379998,399590.48998759995
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,5,11151.280371236227,4637.45966905217,350867.47261767584,119.99999997413994,41268.530113240224,-70746.41676425976,141502.83352851952
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,5,9792.87988784483,3396.1302376012545,102543.18516121205,65.84165755030018,10298.74442244359,-110216.47658910333,220442.95317820666
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,5,9018.546843033897,9103.160223179884,99431.62745430597,22.146607826883873,9117.593530006328,-196348.58146222433,392707.16292444867
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,5,8651.294445791036,8651.294445791036,98515.84418108099,NA,8275.26080376617,-70745.8479082989,141497.6958165978
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,5,8103.5623851568525,8103.5623851568525,94296.11758502823,NA,7281.88387036325,-110230.90177974079,220467.80355948157
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,5,9101.61615587931,9101.61615587931,99260.0060237984,NA,9199.375647315064,-196348.61779779228,392703.23559558456
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0,4,63589.519643568325,63589.519643568325,63589.519643568325,NA,NA,-74415.76652955874,148833.53305911747
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0,4,72418.65019031172,19.02071144656118,72418.65019031172,41.20770947525971,NA,-71145.72358049311,142297.44716098622
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,t0t120,4,58063.77994658031,58063.77994658031,58063.77994658031,NA,NA,-114772.01529451681,229546.03058903362
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,t0t120,4,65031.38051908825,530.1876390910148,65031.38051908825,42.19658937857515,NA,-113414.67251019174,226835.34502038348
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Constant,all,4,62777.78274966232,62777.78274966232,62777.78274966232,NA,NA,-199213.32355029188,398428.64710058377
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,Change,all,4,62754.223788816154,22116.588727258844,62754.223788816154,30.713411885892086,NA,-198763.6486526486,397533.2973052972
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0,4,9786.918937609553,749.3759418342777,93311.92410310735,10.952595350181973,8559.492637203412,-70611.97789935507,141233.95579871014
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,t0t120,4,9392.788548150507,3641.7178900645913,94018.06151479746,70.03398377201938,8324.423510969067,-110106.25938306062,220222.51876612124
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,2change,all,4,10968.22766535765,5154.0250188100135,99520.61268668403,119.99817607063642,10919.294811047304,-195361.4726161341,390732.9452322682
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0,4,8106.655784155534,8106.655784155534,89281.9553832785,NA,6169.187708995856,-70621.94013407822,141249.88026815644
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,t0t120,4,7711.386087260835,7711.386087260835,88097.79866245485,NA,5993.889571016856,-110119.39587181663,220244.79174363325
g1_n10e4_td190_l95_n500_n200_rad10k_exp_estimates_4mods.csv,ancient,all,4,8941.962789756892,8941.962789756892,91159.1949230278,NA,7585.056781059223,-195391.8229160977,390789.6458321954
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,2,4610.001032330183,4610.001032330183,4610.001032330183,NA,NA,-54354.693101753495,108711.38620350699
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,2,4460.550275315386,6414.848780473086,4460.550275315386,119.90013239677405,NA,-54318.15349543729,108642.30699087458
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,2,5835.778180910284,5835.778180910284,5835.778180910284,NA,NA,-84584.45116727962,169170.90233455924
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,2,5190.69526920185,8789.456751031132,5190.69526920185,119.8867352977145,NA,-84523.85166409216,169053.70332818432
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,2,5499.1746008701375,5499.1746008701375,5499.1746008701375,NA,NA,-138946.41899074276,277894.8379814855
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,all,2,4585.172053677479,5388.7089379361305,4585.172053677479,10.057276131013582,NA,-138753.11486870924,277512.2297374185
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0,2,9901.658422186083,798.9029867725988,906.5842492424595,10.584757048542079,10542.516655988642,-53511.8543229191,107033.7086458382
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0t120,2,9697.961895038328,3865.0441504987716,806.0297230454233,67.73587465131527,10617.512184924355,-83540.40005017292,167090.80010034583
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,all,2,10245.603129922943,6569.16493898143,1570.763415956634,119.99999776039056,8996.430555459114,-137869.04521793188,275748.09043586376
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0,2,9114.832371857598,9114.832371857598,10.522980115167856,NA,12814.113892386698,-53587.99347619632,107181.98695239265
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0t120,2,8509.856273856425,8509.856273856425,14.225506036590831,NA,11626.732739163275,-83582.12421394956,167170.24842789912
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,all,2,9385.207848823802,9385.207848823802,942.2794878315884,NA,10034.888029131049,-137884.53036190485,275775.0607238097
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,1,4548.971492141682,4548.971492141682,4548.971492141682,NA,NA,-53945.031012643056,107892.06202528611
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,1,4372.983094751958,6774.594457082898,4372.983094751958,119.99700672395846,NA,-53892.26195869937,107790.52391739874
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,1,5755.012197110098,5755.012197110098,5755.012197110098,NA,NA,-83956.25978917915,167914.5195783583
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,1,5231.450507115939,8108.489354540679,5231.450507115939,117.16965530322068,NA,-83915.23153755657,167836.46307511313
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,1,5456.905284769033,5456.905284769033,5456.905284769033,NA,NA,-138213.6692792222,276429.3385584444
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,all,1,4668.7055599420555,5335.141765289977,4668.7055599420555,10.001106503993547,NA,-138065.68282548068,276137.36565096135
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0,1,9888.977124544168,2226.9884905293143,1332.563088072106,26.877648084396327,9354.340972317847,-53095.28525072812,106200.57050145624
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,t0t120,1,10060.94922302733,3463.669927894425,1519.4125914762012,70.04610082225925,8894.43221194144,-82874.88287410658,165759.76574821316
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,2change,all,1,10256.228383568925,6604.130173228788,1686.8490144253599,119.99985009187681,8489.707964869625,-137110.53809961933,274231.07619923865
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0,1,9008.965527427403,9008.965527427403,162.5340906970079,NA,12118.298705811341,-53151.638590710216,106309.27718142043
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,t0t120,1,8406.081970029543,8406.081970029543,10.000000000000002,NA,11414.242271248091,-82940.001464993,165886.002929986
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,ancient,all,1,9382.437522770386,9382.437522770386,1218.411263391576,NA,9163.433152218191,-137125.9448145502,274257.8896291004
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Model,Data,it,Nh,Nc,Na,Td,Ta,lnL,AIC
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0,3,4546.502920625547,4546.502920625547,4546.502920625547,NA,NA,-54774.217738253275,109550.43547650655
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0,3,4344.511575542705,7059.644340771101,4344.511575542705,119.98065200642796,NA,-54708.43931401808,109422.87862803615
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,t0t120,3,5884.132296058781,5884.132296058781,5884.132296058781,NA,NA,-84870.6822458787,169743.3644917574
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,t0t120,3,5182.314002037633,9236.447970260562,5182.314002037633,119.86990921814987,NA,-84798.51356877205,169603.0271375441
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Constant,all,3,5498.31991086566,5498.31991086566,5498.31991086566,NA,NA,-139723.2351840466,279448.4703680932
g1_n10e4_td190_l95_n500_n200_rad50k_bot_estimates_4mods.csv,Change,all,3,4716.181730905119,5377.029211851554,4716.181730905119,10.020836502260803,NA,-139577.80465333277,279161.60930666554
