gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,Td1C,lnL1C,AIC1C,NhC,NcC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,constant,constant,n500,n200,rad10k,2change,all,11019.92473,10673.87257,1444.019357,10.00522082,9760.523047,-28334.41238,56678.82477,5053.869119,14745.63589,111.1161036,-28552.09761,57110.19522,5914.644379,5914.644379,-28579.69655,57161.39309,-431.3704569,-482.5683263,9803.913672,456.5590819,11403.49893,-27061.2415,54128.483,2550.341772,2981.712222,3032.910092
g1,n10e4,constant,constant,n500,n200,rad10k,2change,t0,10351.48186,8075.33994,10.37904678,63.0297296,11919.0463,-11178.44027,22366.88054,4183.503634,10931.25393,119.9919911,-10962.64232,21931.28463,4515.930353,4515.930353,-11009.92894,22021.85788,435.5959112,345.0226642,9899.108544,552.1129888,11262.72416,-11016.07868,22038.15736,328.7231787,-106.8727313,-16.29948128
g1,n10e4,constant,constant,n500,n200,rad10k,2change,t0t120,10414.87903,10737.4589,810.2043034,104.8094187,10377.2945,-16841.48829,33692.97658,5011.721218,17041.0607,119.9248441,-16559.79685,33125.5937,6308.960596,6308.960596,-16612.27556,33226.55112,567.3828791,466.4254571,9679.256828,197.353286,11874.56355,-16781.29457,33568.58914,124.3874439,-442.9954361,-342.0380161
g1,n10e4,constant,constant,n500,n200,rad10k,2change,all,10427.69042,7914.271918,955.4447533,119.9986781,9843.044271,-27796.42553,55602.85107,4742.868245,17411.97607,116.9273033,-27243.77629,54493.55259,5691.180067,5691.180067,-27279.74129,54561.48257,1109.29848,1041.368495,10022.91537,10,12490.92124,-27683.63847,55373.27694,229.5741315,-879.7243485,-811.7943685
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,9835.33238,10120.01176,1193.300958,62.9084058,9398.157008,-54037.23002,108084.46,4132.175012,10817.24707,119.9997991,-54848.24322,109702.4864,4476.711999,4476.711999,-55090.07572,110182.1514,-1618.026388,-2097.691394,10229.21235,1321.737637,9245.793929,-55454.93683,110915.8737,-2831.413667,-1213.387267,-733.7222672
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,9710.735806,9537.712069,38.83840513,97.94980228,11973.80559,-82402.6513,164815.3026,5068.539502,14456.6226,119.9971146,-83425.2757,166856.5514,6214.871972,6214.871972,-83628.68295,167259.3659,-2041.248803,-2444.063304,10391.48443,1432.606285,9113.035209,-84103.90819,168213.8164,-3398.513771,-1357.264971,-954.4504709
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,9943.145052,10465.51685,1053.823859,109.0941115,9903.66218,-135225.9335,270461.8669,4733.832338,9585.120447,51.51522948,-136195.4095,272396.8189,5704.863924,5704.863924,-136383.0615,272768.123,-1934.951994,-2306.256083,10199.67026,1251.394992,9411.584304,-138653.0089,277312.0178,-6850.150905,-4915.198905,-4543.894805
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,10294.84641,10430.4491,1299.248709,66.64938392,9108.42149,-55432.20543,110874.4109,4174.400461,11438.0587,119.9957459,-56312.26064,112630.5213,4561.099586,4561.099586,-56582.41507,113166.8301,-1756.110426,-2292.419283,9951.290795,1333.052249,9292.904257,-54770.16706,109546.3341,1328.076787,3084.187187,3620.495987
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10205.44244,15018.58668,1584.729504,58.55462382,8344.506583,-84243.93835,168497.8767,5208.845284,16295.01517,119.7016024,-85207.2169,170420.4338,6442.108758,6442.108758,-85438.39949,170878.799,-1922.557095,-2380.922288,10422.79998,1502.122694,9173.130716,-83448.47033,166902.9407,1594.936034,3517.493134,3975.858334
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10086.78132,9929.20523,1410.170859,108.7169952,8800.886364,-138346.8362,276703.6724,4696.138636,11141.14449,65.96658321,-139679.5726,279365.1451,5697.270975,5697.270975,-139875.774,279753.5481,-2661.472729,-3049.875703,10554.77277,1592.536238,8971.022767,-137770.8588,275547.7176,1155.954804,3817.427504,4205.830504
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,10081.99449,9154.133491,1446.609687,64.32988023,9050.004399,-54769.71609,109549.4322,4262.356158,11715.84456,119.889465,-55669.23138,111344.4628,4594.839964,4594.839964,-55925.46069,111852.9214,-1795.030579,-2303.489217,9859.96241,1241.889222,9274.59711,-54037.26158,108080.5232,1468.909043,3263.939643,3772.398243
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10527.3517,10038.67494,1557.895197,98.2996571,9089.871705,-83448.28754,166906.5751,5225.738861,15944.50693,119.985228,-84252.07618,168510.1524,6435.065663,6435.065663,-84473.11194,168948.2239,-1603.577266,-2041.648792,9759.225635,1107.334687,9582.608813,-82401.4766,164808.9532,2097.621892,3701.199192,4139.270692
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10429.73931,11212.05227,1521.63003,119.9647716,9082.878577,-137770.5163,275551.0327,4840.048516,10286.21023,56.21898496,-137915.3518,275836.7036,5810.024938,5810.024938,-138099.785,276201.57,-285.6709444,-650.5373678,10039.93579,1171.765149,9672.011599,-135226.1368,270458.2737,5092.759042,5378.429942,5743.296342
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,9950.66959,11563.62799,10.09703989,65.23539096,12174.77435,-55456.07082,110922.1416,4207.505704,10493.76417,119.9834029,-55593.61884,111193.2377,4548.560456,4548.560456,-55814.73124,111631.4625,-271.0960341,-709.3208296,10395.01025,1708.612911,8117.954824,-55431.28112,110868.5622,53.57936803,324.675468,762.900268
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,10243.75411,10688.11186,227.1467968,98.86313761,11896.02239,-84106.6546,168223.3092,5291.961903,15993.1443,119.9675294,-84524.66269,169055.3254,6487.850748,6487.850748,-84740.52764,169483.0553,-832.0161976,-1259.74609,9999.0686,1493.930859,8353.096329,-84245.20672,168496.4134,-273.104246,558.911954,986.641854
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10045.4561,10728.25675,1142.016449,109.6576828,9585.982685,-138652.6697,277315.3393,4841.431848,11677.03959,65.19156399,-138797.8191,277601.6382,5848.601508,5848.601508,-138994.0172,277990.0344,-286.2988451,-674.6950619,10056.701,1395.483984,8821.65996,-138346.8561,276699.7122,615.627133,901.926033,1290.322233
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0,9683.550812,11983.35489,10.00008315,65.27327206,12433.64659,-54902.3766,109814.7532,4107.993379,11023.22746,119.9997395,-56339.65105,112685.3021,4515.291433,4515.291433,-56607.31314,113216.6263,-2870.548897,-3401.873073,9891.80501,871.2436725,10532.79969,-54904.21103,109814.4221,0.331131058,2870.880031,3402.204231
g1,n10e4,constant,constant,n500,n200,rad50k,2change,t0t120,9987.908773,10462.4074,803.0884687,119.9604175,10897.68381,-83270.33099,166550.662,5000.83985,15901.75054,119.9732145,-85345.95768,170697.9154,6270.886888,6270.886888,-85593.98883,171189.9777,-4147.25339,-4639.315685,10108.0001,911.8494954,10708.59446,-83270.59739,166547.1948,3.467221611,4150.720622,4642.782922
g1,n10e4,constant,constant,n500,n200,rad50k,2change,all,10009.35221,10141.40773,768.5612855,11.90810493,10953.49673,-136971.4956,273952.9912,4658.661006,10426.1464,65.27882384,-139391.6088,278789.2176,5617.38205,5617.38205,-139572.8642,279147.7285,-4836.226358,-5194.737267,10191.67844,1058.177278,10380.25431,-136972.1533,273950.3065,2.684691449,4838.911091,5197.421991
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,10071.02751,9497.486474,16.04948991,95.10793955,12641.59882,-6209.628007,12429.25601,4290.497473,63330.8048,119.8326587,-6243.193233,12492.38647,4538.577084,4538.577084,-6276.141419,12554.28284,-63.13045328,-125.0268257,9860.30784,203.0005247,12053.95025,-6083.00518,12172.01036,257.2456504,320.3761104,382.2724804
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10132.75389,452.5660428,642.3677237,15.20458335,11226.06305,-9282.130983,18574.26197,4096.57349,324723.8142,84.37157474,-9254.529997,18515.05999,4644.44115,4644.44115,-9274.850988,18551.70198,59.20197219,22.5599913,10359.65557,78.43801449,12604.07694,-9192.646312,18391.29262,182.969347,123.767367,160.409357
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10373.00071,7396.220872,990.4661595,119.6815289,10585.00393,-15300.32097,30610.64194,4231.599324,14332.2382,38.25318186,-15180.43917,30366.87835,4502.967888,4502.967888,-15192.67611,30387.35222,243.7635908,223.2897189,10070.0282,75.21586554,12682.01138,-14864.76422,29735.52845,875.1134903,631.3499003,651.8237703
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9849.907512,9691.762505,10,110.8198474,12446.62702,-6082.998585,12175.99717,4417.801435,191737.5241,119.9806549,-6209.516872,12425.03374,4617.751339,4617.751339,-6246.824329,12495.64866,-249.036574,-319.6514868,10274.40113,994.3787265,9886.586339,-6088.987028,12183.97406,-7.976886053,241.0596839,311.6746039
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10144.29336,311.2344687,10,10.38794879,12613.27951,-9191.800911,18393.60182,4518.572699,38998.07348,119.9935003,-9350.964724,18707.92945,5040.374512,5040.374512,-9370.289013,18742.57803,-314.3276264,-348.9762037,10121.3904,1058.836121,9510.427766,-9085.417937,18176.83587,216.7659454,531.0935754,565.7421554
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9924.486197,19013.2924,10,119.9911167,12761.19254,-14864.26793,29738.53587,4466.53832,60834.81246,73.02067183,-15009.08957,30024.17914,4762.768622,4762.768622,-15024.08973,30050.17946,-285.6432711,-311.6435928,10306.69645,44.33127,11970.77139,-15002.82866,30011.65733,-273.1214584,12.52181158,38.52213158
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,9499.146345,8194.081554,266.1747327,111.3559224,11696.57542,-5913.844136,11837.68827,4487.573168,170620.7796,119.9942164,-6341.110963,12688.22193,4704.211081,4704.211081,-6378.33764,12758.67528,-850.5336535,-920.9870064,10107.43648,543.3180696,11539.31572,-6209.6725,12425.345,-587.656729,262.876931,333.330281
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,9926.273245,10017.99928,670.4930705,10.09179474,10928.93899,-8965.099492,17940.19898,4421.388355,27264.52917,119.8297828,-9441.585051,18889.1701,4912.535429,4912.535429,-9457.914246,18917.82849,-948.9711174,-977.6295085,10216.94713,691.8977325,11182.77946,-9282.342019,18570.68404,-630.4850581,318.4860619,347.1444519
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,9772.239571,10920.88917,74.02680543,47.35014867,12206.9877,-14597.51627,29205.03253,4473.414747,8276.449408,10.00718183,-15459.15558,30924.31116,4689.18737,4689.18737,-15472.24962,30946.49924,-1719.278631,-1741.466713,10155.41378,57.06996539,12594.34425,-15300.5578,30607.11561,-1402.083076,317.1955539,339.3836339
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,11065.23631,709.1174198,1807.492472,12.16039415,7782.242881,-6087.282678,12184.56536,4348.673664,153555.2011,119.9960595,-6029.876664,12065.75333,4510.046799,4510.046799,-6063.489345,12128.97869,118.8120289,55.58666617,9418.196137,59.81662514,12162.27766,-5913.88316,11833.76632,350.7990395,231.9870095,295.2123695
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10049.04461,5000000,922.6082224,88.8690935,9814.852188,-9084.598235,18179.19647,4377.536012,21735.23684,117.6016326,-9119.083329,18244.16666,4821.873434,4821.873434,-9132.614405,18267.22881,-64.97018728,-88.03233981,9864.786903,657.8603161,10919.27721,-8965.126339,17936.25268,242.9437925,307.9139825,330.9761325
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10337.1005,10156.43111,10,10.8221946,12049.20311,-15002.7919,30015.5838,4315.269919,9350.687635,12.49768416,-14745.30661,29496.61323,4546.56375,4546.56375,-14759.44194,29520.88388,518.9705734,494.6999143,9783.243657,58.44125784,12180.34394,-14597.55678,29201.11355,814.4702478,295.4996778,319.7703278
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0,10365.38024,3548.238316,10,14.43871406,11998.81617,-6090.646515,12191.29303,4344.103648,183408.471,119.9968829,-6238.052112,12482.10422,4556.996136,4556.996136,-6276.945382,12555.89076,-290.8111938,-364.5977353,10263.22582,10,12029.85089,-6090.777473,12187.55495,3.738083793,294.5492738,368.3358138
g1,n10e4,constant,constant,n500,n50,rad10k,2change,t0t120,10231.43935,5732.109158,10,119.9664188,11890.94213,-9137.164349,18284.3287,4238.012232,18446.22844,98.40416695,-9311.851935,18629.70387,4615.205878,4615.205878,-9321.023398,18644.0468,-345.3751724,-359.7180976,9845.538105,10,11706.59683,-9138.79764,18283.59528,0.733420658,346.1085907,360.4515207
g1,n10e4,constant,constant,n500,n50,rad10k,2change,all,10501.16745,3341.123909,10,113.7714797,12020.97947,-14985.47936,29980.95872,4252.614964,5046.744326,10.04533225,-15165.29227,30336.58453,4411.648931,4411.648931,-15169.66306,30341.32612,-355.6258155,-360.3673964,10137.6711,10,11903.26102,-14988.91824,29983.83647,-2.877752066,352.7480579,357.4896479
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10417.70087,9123.83243,1682.718617,119.9937764,8128.331872,-30103.13274,60216.26549,4377.349001,254454.7925,119.7069987,-30762.97148,61531.94295,4574.480374,4574.480374,-30957.55457,61917.10915,-1315.677464,-1700.843659,9965.323778,10.12850835,12174.26375,-30317.31027,60640.62053,-424.3550416,891.3224184,1276.488618
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10359.33914,10485.55382,1639.931323,10.71981653,8296.753109,-45266.79368,90543.58737,4309.520123,2404740.048,78.49563441,-45951.50091,91909.00182,4814.398334,4814.398334,-46044.34553,92090.69107,-1365.414449,-1547.103701,10312.8528,1419.305286,9095.270893,-45518.39974,91042.79949,-499.2121194,866.2023306,1047.891581
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10368.83122,8770.161402,1561.374147,80.81891935,8559.33794,-74314.74257,148639.4851,4258.240942,9693.796393,25.41665317,-75014.94777,150035.8955,4481.333192,4481.333192,-75062.47163,150126.9433,-1396.410398,-1487.458113,9824.473352,11.14959491,12137.43067,-74483.26239,148972.5248,-333.0396748,1063.370725,1154.418525
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10109.76792,10289.73809,1029.660219,109.1642189,9956.013548,-30316.50884,60643.01768,4348.757739,346959.7011,119.9994916,-30739.01135,61484.02269,4548.685294,4548.685294,-30945.65716,61893.31431,-841.0050067,-1250.296626,10289.12539,1586.832345,8375.428796,-30103.29688,60212.59377,430.4239144,1271.428924,1680.720544
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10239.15704,10119.30614,1370.148265,10.03540347,9186.605297,-45518.22041,91046.44082,4322.698821,33711.72959,119.8876139,-46151.28642,92308.57284,4856.901946,4856.901946,-46248.80464,92499.60928,-1262.132027,-1453.16846,10280.4543,1601.835577,8361.100097,-45266.99036,90539.98071,506.4601085,1768.592128,1959.628568
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10127.32213,8090.957082,1260.520968,83.932641,9404.505623,-74481.4716,148972.9432,4273.452856,181022.374,19.94097282,-74788.48907,149582.9781,4504.862868,4504.862868,-74871.84051,149745.681,-610.0349269,-772.7378125,10292.79135,1513.752175,8661.485589,-74315.08759,148636.1752,336.7680172,946.8029172,1109.505817
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,10077.73638,9493.037428,1511.291092,109.5307354,8831.092539,-30099.57962,60209.15925,4348.771558,360253.4779,119.9952157,-30989.46082,61984.92163,4560.830452,4560.830452,-31202.2468,62406.4936,-1775.762385,-2197.334349,9619.626794,10.23655686,12062.62419,-29594.8331,59195.66619,1013.493058,2789.255438,3210.827408
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,10109.44262,453.3931728,1424.005845,13.80134285,9133.765031,-45360.67561,90731.35123,4302.571094,2134540.778,79.85239216,-46333.52276,92673.04552,4819.198003,4819.198003,-46429.87867,92861.75734,-1941.69429,-2130.40611,9721.609572,1138.932274,9403.27569,-44935.49606,89876.99212,854.3591091,2796.053399,2984.765219
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,10078.34309,11447.03063,1485.109934,81.90400396,8969.446486,-74030.4589,148070.9178,4205.8662,6657.396264,13.38799242,-75279.49528,150564.9906,4441.522915,4441.522915,-75333.38224,150668.7645,-2494.072761,-2597.846687,9562.508424,11.26568345,11955.38113,-72731.81693,145469.6339,2601.283942,5095.356742,5199.130642
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9711.549844,11031.7583,65.22750772,77.22340278,12227.58875,-30142.38526,60294.77053,4281.066785,499684.4549,116.9233663,-30802.00501,61610.01003,4502.815426,4502.815426,-31023.60361,62049.20722,-1315.239499,-1754.436695,10028.42051,1457.894853,8969.888737,-30099.60897,60205.21794,89.55259064,1404.792091,1843.989281
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9683.247665,9326.054016,458.8644232,13.31532011,11453.57511,-45227.35607,90464.71213,4205.018229,23116.73278,119.9744509,-46111.59007,92229.18015,4706.383037,4706.383037,-46193.58464,92389.16929,-1764.468018,-1924.457156,10317.62769,1538.999011,8962.99779,-45362.54814,90731.09628,-266.3841517,1498.083868,1658.073008
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,9985.73536,9530.894214,1265.950458,11.50691641,9565.954772,-74259.5966,148529.1932,4211.712976,11104.87808,20.72175489,-75151.14818,150308.2964,4451.301228,4451.301228,-75213.52981,150429.0596,-1779.103164,-1899.86641,10132.71774,1528.187461,8877.163094,-74030.62617,148067.2523,461.9408684,2241.044068,2361.807268
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0,9552.917151,5000000,580.4561422,16.86454426,10904.01738,-29592.91835,59195.8367,4271.169721,445874.8039,119.4939545,-30195.99708,60397.99415,4486.308667,4486.308667,-30415.15806,60832.31613,-1202.15745,-1636.479426,9775.644132,208.6224599,11928.94214,-30142.48028,60290.96056,-1095.12386,107.0335903,541.3555703
g1,n10e4,constant,constant,n500,n50,rad50k,2change,t0t120,9883.421995,7761.168993,1201.13157,119.9474204,9325.037607,-44934.32894,89878.65787,4155.098673,24361.76238,103.9213074,-45718.92877,91443.85754,4600.684304,4600.684304,-45783.65158,91569.30315,-1565.199665,-1690.645283,9844.283663,757.6916465,10857.16878,-45228.2212,90462.4424,-583.7845349,981.4151351,1106.860745
g1,n10e4,constant,constant,n500,n50,rad50k,2change,all,9773.764412,9301.425594,1144.644301,50.36770353,9480.173689,-72730.86375,145471.7275,4115.457672,9486.685346,24.65208851,-73485.63476,146977.2695,4367.755997,4367.755997,-73543.2285,147088.457,-1505.542023,-1616.729495,9841.694139,1115.517688,9886.482275,-74260.75252,148527.505,-3055.77754,-1550.23554,-1439.04804
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,9966.834291,10663.69541,822.1933066,54.4961667,10395.69272,-3031192.392,6062394.783,4320.761495,237980.1874,119.6550482,-3104414.885,6208835.77,4546.570069,4546.570069,-3125147.037,6250296.074,-146440.9863,-187901.2906,10074.33031,1009.044188,9932.523422,-3035535.733,6071077.467,-8682.683648,137758.3034,179218.6074
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,9875.313807,590.8032958,378.6141384,16.5957851,11357.05729,-4542526.869,9085063.737,4263.292052,26238.92011,119.6664091,-4638773.488,9277552.977,4772.332901,4772.332901,-4647476.591,9294955.183,-192489.2395,-209891.4456,10112.72548,1095.233748,9739.818283,-4554560.58,9109127.159,-24063.42201,168425.818,185828.024
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9985.897596,10028.12283,905.8079131,20.72187985,10217.51969,-7427428.675,14854867.35,4221.189186,12510.57947,32.20128658,-7521626.686,15043259.37,4474.911729,4474.911729,-7527412.807,15054827.61,-188392.0221,-199960.2647,10066.28866,1017.300659,9903.785989,-7436222.482,14872450.96,-17583.61491,170808.4051,182376.6451
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10024.2609,9605.850084,867.8975708,54.8817499,10231.8417,-3028888.957,6057787.914,4308.788418,234013.7287,119.9972213,-3096551.812,6193109.625,4527.58603,4527.58603,-3117179.367,6234360.733,-135321.7106,-176572.8194,10006.65143,837.1946752,10303.54638,-3028889.446,6057784.892,3.02245589,135324.7335,176575.8415
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10012.6995,8128.450847,900.6652991,117.3949896,10129.55283,-4555464.001,9110938.003,4225.372362,19970.29105,118.0001823,-4636907.395,9273820.791,4685.945375,4685.945375,-4643841.278,9287684.556,-162882.7879,-176746.5527,9860.604847,724.6952667,10471.53033,-4555542.792,9111091.584,-153.5810128,162729.207,176592.972
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10019.94627,9806.339415,940.3286318,20.9059162,10054.73425,-7435027.779,14870065.56,4231.044692,13276.36935,15.69033916,-7515251.084,15030508.17,4444.32472,4444.32472,-7521696.824,15043395.65,-160442.6098,-173330.089,10015.30769,1079.091568,9717.542572,-7435038.728,14870083.46,-17.8951657,160424.7148,173312.1948
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10086.23599,9753.607606,1039.693295,54.33264274,9853.446896,-3035535.421,6071080.843,4314.916457,247061.5789,119.9754393,-3095005.397,6190016.794,4532.579382,4532.579382,-3115599.271,6231200.542,-118935.9509,-160119.6991,10014.18405,991.8511469,10005.451,-3031195.168,6062396.335,8684.507573,127620.4586,168804.2066
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,9862.883823,482.6073944,10.00650692,15.74059283,12058.47926,-4554715.724,9109441.448,4231.068069,25102.64026,119.8825181,-4630026.255,9260058.51,4737.187502,4737.187502,-4638555.12,9277112.241,-150617.0618,-167670.793,10163.03827,1103.305505,9829.071068,-4542540.004,9085086.008,24355.43964,174972.5016,192026.2326
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10074.50852,10056.19215,1043.537264,20.33165011,9843.236516,-7436222.404,14872454.81,4270.062927,107321.2181,19.86232458,-7500575.86,15001157.72,4479.331443,4479.331443,-7507975.661,15015953.32,-128702.9125,-143498.5141,9989.356995,915.6967153,10194.31858,-7427428.916,14854863.83,17590.97738,146293.8874,161089.4874
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10071.75158,9577.857431,1110.23703,53.74286996,9743.026576,-3037420.845,6074851.69,4311.734606,256479.5683,119.9951657,-3103473.729,6206953.457,4535.338681,4535.338681,-3124491.933,6248985.865,-132101.7678,-174134.1756,10051.27923,1076.596778,9826.522742,-3037421.503,6074849.006,2.6838117,132104.4508,174136.8588
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10045.92745,10605.04472,1061.554227,114.8693762,9879.067925,-4558368.923,9116747.846,4248.575945,26455.58723,119.8611234,-4636385.724,9272777.448,4756.219409,4756.219409,-4645106.781,9290215.562,-156029.6023,-173467.7157,10067.99892,1045.808724,9923.708174,-4558373.495,9116752.989,-5.143464658,156024.4585,173462.5725
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,10051.04866,9652.306444,1075.575109,19.32716218,9850.810176,-7442229.813,14884469.63,4261.575897,53298.17375,19.53693866,-7516771.792,15033549.58,4466.522589,4466.522589,-7523690.664,15047383.33,-149079.9584,-162913.7017,9979.783931,977.9861097,10063.28296,-7442257.758,14884521.52,-51.8853646,149028.0646,162861.8146
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0,10023.63757,9569.119567,1025.684746,54.23566295,9901.911198,-3028196.362,6056402.725,4318.44193,254182.0043,119.9917205,-3097727.054,6195460.109,4539.030668,4539.030668,-3118536.217,6237074.433,-139057.3838,-180671.7086,10013.84942,1052.084308,9842.462034,-3028197.486,6056400.972,1.75282512,139059.1368,180673.4608
g1,n10e4,constant,constant,n500,n50,wgs,2change,t0t120,10033.47158,1522.306735,1125.586427,32.51330834,9625.629406,-4549278.398,9098566.796,4271.58167,32565.92509,119.9958534,-4622804.56,9245615.119,4804.18177,4804.18177,-4632568.553,9265139.107,-147048.3236,-166572.3113,10021.97946,1003.75804,9935.133262,-4549227.283,9098460.567,106.2292252,147154.5522,166678.5402
g1,n10e4,constant,constant,n500,n50,wgs,2change,all,9965.893935,10144.27745,880.7529046,10.03987962,10243.18585,-7421703.372,14843416.74,4285.591062,149850.1539,21.31159564,-7506255.123,15012516.25,4482.774261,4482.774261,-7513065.982,15026133.96,-169099.503,-182717.2208,10018.78714,956.9120442,10078.44523,-7421719.128,14843444.26,-27.515654,169071.9943,182689.7043
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10742.24543,195.355436,2416.772046,10.84233221,6490.27986,-7940.782602,15891.5652,4512.630973,6974.771317,115.3158853,-8061.229516,16128.45903,4581.626309,4581.626309,-8065.212914,16132.42583,-236.8938267,-240.8606229,8560.813126,18.09892699,12978.96219,-7883.021093,15772.04219,119.5230141,356.4168441,360.3836441
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,10738.97124,12445.90917,2483.882702,11.08388702,6596.168167,-12444.5928,24899.1856,4632.12812,5149.187824,88.91455725,-12478.12847,24962.25695,4698.89155,4698.89155,-12478.29874,24958.59747,-63.07134806,-59.41187319,7650.662037,10,10867.73032,-12383.13857,24772.27715,126.9084504,189.9798004,186.3203204
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10211.6806,2775.896883,2381.117989,119.9266911,6553.606525,-20274.91596,40559.83193,4487.97475,4753.634323,10.66958689,-20555.81599,41117.63197,4683.020508,4683.020508,-20558.33866,41118.67732,-557.800044,-558.8453878,8873.464151,262.2008797,11167.18969,-20385.65675,40777.31351,-217.4815751,340.3184649,341.3638149
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9571.413739,3196.953909,10.36955058,119.8391939,12501.62243,-7937.49978,15884.99956,4614.272509,7717.941851,119.9995982,-8011.417739,16028.83548,4691.438737,4691.438737,-8016.843886,16035.68777,-143.8359175,-150.6882116,8327.926491,10,13781.21652,-7924.47151,15854.94302,30.05653948,173.8924595,180.7447495
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9563.464889,11062.0058,10,12.6972594,12732.3272,-12329.53596,24669.07191,4654.822159,3589.460952,37.83757448,-12687.71477,25381.42953,4578.857774,4578.857774,-12687.96363,25377.92725,-712.3576186,-708.8553386,7147.188039,10,11273.85357,-12567.68938,25141.37877,-472.3068596,240.0507604,236.5484804
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,9791.452891,3648.310819,10,108.9038632,12657.21188,-20395.95483,40801.90966,4177.10375,4364.809876,10.68433134,-20793.94426,41593.88852,4344.836529,4344.836529,-20795.66086,41593.32171,-791.9788538,-791.4120494,8036.859533,10,11831.9464,-20663.89334,41333.78669,-531.8770271,260.1018329,259.5350229
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9007.296252,3771.397969,10.79583842,110.6207603,13278.02269,-7916.472265,15842.94453,4434.397123,7610.050809,119.9391692,-7990.916208,15987.83242,4545.834922,4545.834922,-7997.606923,15997.21385,-144.8878863,-154.2693169,8629.659822,10,12859.53135,-7968.355409,15942.71082,-99.7662872,45.1216028,54.5030328
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9792.792846,11675.27843,1180.707796,12.92918132,10497.87613,-12537.45294,25084.90588,4549.070426,5607.368115,89.2543069,-12533.19306,25072.38612,4677.981516,4677.981516,-12533.82289,25069.64578,12.51976685,15.26010647,7415.35449,137.2703921,10448.01346,-12473.38662,24952.77323,132.1326453,119.6128853,116.8725453
