gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,Td1C,lnL1C,AIC1C,NhC,NcC,lnLC,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10265.3235,2804.746207,147.3863035,118.329482,11735.76575,-136966.9001,273943.8003,4858.795747,4704.309648,115.5873545,-138737.5078,277481.0157,4826.076468,4826.076468,-138737.6913,277477.3826,-3537.215396,-3533.582274,7387.219226,42.06263132,10060.50169,-137199.5871,274405.1741,-461.3738269,3075.841573,3072.208473
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9936.042708,2306.931829,10,74.85982415,12505.6999,-52013.38791,104036.7758,4635.19782,1866.594798,10.00940142,-52771.84148,105549.683,4623.846639,4623.846639,-52783.81296,105569.6259,-1512.907145,-1532.850104,8510.135566,10,13015.97237,-51655.00673,103316.0135,720.762335,2233.669535,2253.612435
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9654.894929,2926.806462,70.86616516,117.3271561,11977.29678,-84366.84613,168743.6923,5037.659382,1314.603959,11.73436264,-85367.12934,170740.2587,4763.952845,4763.952845,-85387.69194,170777.3839,-1996.566431,-2033.691621,6747.112521,10,10063.39988,-83752.5853,167511.1706,1232.521709,3229.088109,3266.213309
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9966.880131,3208.101489,136.6631862,117.7643491,12177.52125,-139646.9398,279303.8797,4901.812769,4729.429226,115.5923929,-140651.2627,281308.5255,4864.958529,4864.958529,-140651.4895,281304.9791,-2004.645796,-2001.099394,7567.911357,10,10644.15067,-137882.5279,275771.0558,3532.823914,5537.469714,5533.923314
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9921.782955,2740.134133,10,100.0835417,12239.712,-51459.859,102929.718,4444.556868,1909.58535,10.01530308,-51456.5141,102919.0282,4435.30681,4435.30681,-51467.0585,102936.117,10.68980803,-6.398991545,8442.996014,10,12562.68386,-50849.6192,101705.2384,1224.479593,1213.789793,1230.878593
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,10127.39599,3106.290405,177.2413197,115.3431912,11980.08066,-83488.97004,166987.9401,5138.359751,1373.19374,10.00170642,-83121.3069,166248.6138,4915.503916,4915.503916,-83136.95482,166275.9096,739.3262853,712.0304462,6621.931008,10,9712.011767,-82316.26083,164638.5217,2349.418431,1610.092131,1637.387931
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,9969.831645,3203.439683,313.0258344,117.5393528,11597.79845,-137714.1982,275438.3964,4833.60151,4965.661008,115.5871678,-136915.4668,273836.9335,4860.07263,4860.07263,-136915.5938,273833.1875,1601.462816,1605.20884,7800.276333,10,10456.54538,-135974.8514,271955.7028,3482.693583,1881.230683,1877.484683
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,9659.738796,2551.324657,1509.89714,75.15670423,9064.865164,-50908.22359,101826.4472,4479.376593,1640.980175,10.02559193,-52043.22292,104092.4458,4468.656208,4468.656208,-52059.04168,104120.0834,-2265.998676,-2293.63618,8296.466883,10,13138.54031,-51054.99096,102115.9819,-289.5347259,1976.463874,2004.101474
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9911.837715,3341.994892,1618.586502,119.9892671,8785.18661,-82552.23929,165114.4786,5110.516876,1065.153103,10.18225421,-84207.36685,168420.7337,4811.420344,4811.420344,-84233.28438,168468.5688,-3306.255125,-3354.09017,6722.104876,10,10407.52152,-82767.59275,165541.1855,-426.7068941,2879.548206,2927.383306
g1,n10e4,td100,l99,n500,n200,rad50k,2change,all,10155.05769,3262.340502,1704.083129,110.3794378,8717.488817,-136619.2525,273248.505,4885.551805,4137.086482,119.9148873,-138087.5029,276181.0059,4713.877828,4713.877828,-138092.4933,276186.9865,-2932.500883,-2938.481531,7544.211047,11.33839338,10968.58843,-136785.6045,273577.209,-328.7040471,2603.796853,2609.777453
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9435.944359,2053.497811,878.4277121,41.53796262,10599.24952,-5837.227154,11684.45431,4599.573882,15057.15412,119.9942017,-5949.26629,11904.53258,4691.576843,4691.576843,-5957.786158,11917.57232,-220.0782731,-233.118009,8480.822103,69.83495875,13515.19183,-5868.884164,11743.76833,-59.31401803,160.764252,173.803992
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9829.965282,11333.14709,10.01712035,12.13850648,12289.39968,-9048.564304,18107.12861,4271.103156,4053.132919,88.75911525,-9182.502928,18371.00586,4252.930552,4252.930552,-9182.522148,18367.0443,-263.8772477,-259.915688,7994.856736,125.7051824,11699.04759,-9071.974068,18149.94814,-42.81952667,221.0577233,217.0961633
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,9638.873582,7168.468051,393.1930368,39.53632444,11400.87074,-14720.24228,29450.48456,4500.713006,30503.75021,12.23562524,-15038.8588,30083.71761,4337.651961,4337.651961,-15036.10999,30074.21997,-633.2330477,-623.7354113,8840.435191,86.45429269,12425.70072,-14913.54996,29833.09993,-382.6153689,250.6176811,241.1200411
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9141.079264,1270.485643,64.0474797,37.90698293,13135.76381,-5863.903637,11737.80727,4413.30467,14600.93646,119.9600513,-5994.702282,11995.40456,4546.05271,4546.05271,-6005.175108,12012.35022,-257.5972907,-274.5429415,8906.542679,10,12694.85961,-5839.518091,11685.03618,52.7710875,310.3683775,327.3140375
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9314.64855,11215.41205,1165.566457,12.89702318,10078.392,-9055.233899,18120.4678,4331.702298,5856.974899,88.68441385,-9227.379298,18460.7586,4426.358081,4426.358081,-9227.950151,18457.9003,-340.2907989,-337.4325044,8925.581814,115.4502028,11584.01706,-9057.2258,18120.4516,0.016199086,340.3069991,337.4486991
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,9795.736229,1746.536174,1850.624369,119.9976695,8627.357278,-14902.33315,29814.6663,4214.714099,4668.596014,10.33421725,-14666.37245,29338.7449,4338.182395,4338.182395,-14668.93329,29339.86657,475.9214034,474.799727,9400.777144,177.6461249,11788.75043,-14721.35261,29448.70523,365.9610705,-109.9603295,-108.8386595
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,9633.167728,1263.627286,602.5647516,45.38358477,11341.37692,-5859.949766,11729.89953,4402.725757,26728.02631,119.950962,-5942.227372,11890.45474,4543.227578,4543.227578,-5959.263922,11920.52784,-160.5552121,-190.6283119,8794.853452,10,12988.11543,-5866.551158,11739.10232,-9.202786255,151.3524237,181.4255237
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,9549.818764,10487.87018,10,10.01203343,12763.56893,-8930.018845,17870.03769,4310.006452,7134.697395,88.67940707,-9203.719531,18413.43906,4453.967392,4453.967392,-9205.032502,18412.065,-543.4013717,-542.0273145,8843.987957,10,12386.06523,-8935.327803,17876.65561,-6.617916018,536.783454,535.409394
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,9847.231837,8639.20808,10,10.1769606,12445.91196,-14733.35336,29476.70671,4173.971313,5046.141108,10.93719068,-14866.70445,29739.4089,4345.923876,4345.923876,-14871.9825,29745.965,-262.7021914,-269.2582947,9417.109676,103.2937805,12131.8287,-14737.36296,29480.72591,-4.019203714,258.6829863,265.2390863
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,10685.3733,198.7654901,2326.209823,11.50726389,6680.280265,-5872.807127,11755.61425,4501.077589,15492.1864,119.9996227,-5965.908274,11937.81655,4596.691868,4596.691868,-5975.484997,11952.96999,-182.2022952,-197.3557415,8982.926068,38.85368905,12610.93337,-5881.513332,11769.02666,-13.41241304,168.789887,183.943327
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10089.05836,11547.33468,2529.137704,11.14104588,5841.238388,-9059.862485,18129.72497,4471.279094,7320.17486,108.6502377,-9061.414077,18128.82815,4636.044662,4636.044662,-9063.159194,18128.31839,0.896816815,1.406582596,9505.636373,2274.644776,6259.799024,-9071.697927,18149.39585,-19.67088305,-20.56770305,-21.07746305
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,10341.86684,8926.672756,2463.4429,11.07704093,6247.286724,-14514.50996,29039.01992,4311.784838,11934.48777,119.3721295,-14879.99948,29765.99897,4454.919042,4454.919042,-14882.90701,29767.81402,-726.979053,-728.7941097,9701.648758,2221.505864,6791.950094,-14518.82378,29043.64756,-4.627641243,722.3514088,724.1664588
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0,10162.13063,281.1897834,1526.184193,10.12805092,8202.807808,-5741.211115,11492.42223,4198.8907,20611.99725,119.9995979,-5872.762814,11751.52563,4371.218986,4371.218986,-5889.624968,11781.24994,-259.1033982,-288.8277063,9126.873335,16.03522644,11867.35809,-5746.095095,11498.19019,-5.767959912,253.3354401,283.0597501
g1,n10e4,td100,l99,n500,n50,rad10k,2change,t0t120,10484.97766,281.1497633,1855.622599,20.77922857,7411.491211,-8893.263458,17796.52692,4170.913411,14880.77281,47.43127186,-9068.347358,18142.69472,4332.890018,4332.890018,-9070.254151,18142.5083,-346.1678004,-345.9813856,9301.556681,1267.498314,8437.043944,-8902.226874,17810.45375,-13.92682845,332.2409716,332.0545516
g1,n10e4,td100,l99,n500,n50,rad10k,2change,all,10828.29872,3489.925064,2033.34891,119.9937432,6812.990893,-14442.46621,28894.93242,4059.567937,12247.24186,10.00169755,-14616.98903,29239.97805,4206.791248,4206.791248,-14633.42924,29268.85848,-345.0456327,-373.9260595,10325.51617,1860.179549,7138.561274,-14445.28157,28896.56313,-1.630714401,343.4149156,372.2953456
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,10176.04042,1890.813065,494.931581,73.11840961,10866.23953,-29209.24726,58428.49452,4426.091802,26073.1241,119.9956377,-29666.2132,59338.4264,4551.808334,4551.808334,-29746.43973,59494.87946,-909.9318885,-1066.384948,8837.604342,10.68766875,12759.03222,-29165.86684,58337.73367,90.76084728,1000.692727,1157.145787
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10058.57832,11786.59898,10.00005804,12.09727151,11789.73286,-45200.81792,90411.63585,4379.41746,7313.419719,88.68254365,-45756.39754,91518.79508,4521.105418,4521.105418,-45763.04816,91528.09631,-1107.159235,-1116.460464,8950.997106,56.33052785,11922.34888,-45049.25244,90104.50489,307.1309626,1414.290193,1423.591423
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,10261.71881,3339.672468,945.1195675,83.08247979,9689.582723,-73627.82751,147265.655,4384.965787,11745.08682,10.3142306,-74421.70545,148849.4109,4353.819477,4353.819477,-74415.65925,148833.3185,-1583.755882,-1567.663488,9174.26577,252.5517248,11776.3409,-73717.80224,147441.6045,-175.9494826,1407.806417,1391.714017
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9985.556662,1952.473594,679.0690017,67.01935582,10363.13474,-28896.5461,57803.09221,4353.915534,17435.47053,119.9994921,-29868.63405,59743.2681,4472.649312,4472.649312,-29930.45423,59862.90846,-1940.175891,-2059.816248,9181.767229,11.14127073,12542.84451,-29524.54088,59055.08175,-1251.989541,688.1863488,807.8267088
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10073.57065,11455.25503,668.4301829,11.38157091,10466.10535,-44615.14856,89240.29713,4165.984525,5755.816926,88.68413713,-46063.91511,92133.83021,4269.169995,4269.169995,-46067.1621,92136.32421,-2893.533083,-2896.027079,9085.573424,10,11776.07009,-45477.0068,90960.0136,-1719.716469,1173.816611,1176.310611
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,10029.92353,2533.419121,755.527763,119.992559,10125.1737,-73078.77,146167.54,4199.984695,9836.315959,10.00317868,-74528.9566,149063.9132,4177.335299,4177.335299,-74519.84623,149041.6925,-2896.373197,-2874.15246,9549.970598,34.82086408,12088.46174,-74185.96648,148377.933,-2210.392956,685.980244,663.759544
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9479.733869,3578.3448,1116.981284,99.90323548,10103.42188,-29152.96322,58315.92643,4424.234669,23681.66877,119.9868844,-30100.6797,60207.3594,4551.976801,4551.976801,-30177.41518,60356.83036,-1891.432966,-2040.903923,9202.974745,30.1289241,12199.72821,-29246.91135,58499.82269,-183.8962645,1707.536706,1857.007666
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9746.763283,11068.26285,1192.886623,11.63220008,9837.971497,-45011.53035,90033.06069,4317.366212,7004.518993,88.67881504,-46231.35294,92468.70588,4459.003572,4459.003572,-46237.69183,92477.38367,-2435.64519,-2444.322975,8915.25276,10,11165.76096,-45260.91585,90527.8317,-494.7710057,1940.874184,1949.551974
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,9797.092733,2746.286153,1495.12108,119.9802432,9098.32198,-73694.94318,147399.8864,4234.58287,4941.176392,10.00379387,-74945.56833,149897.1367,4395.443256,4395.443256,-74966.56545,149935.1309,-2497.250303,-2535.244549,9542.732904,10,11522.69393,-73658.66355,147323.3271,76.55929706,2573.809597,2611.803797
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9885.136605,2811.927697,10,83.27024029,12305.00661,-29502.43773,59014.87546,4286.737525,19267.09881,119.996071,-29538.35721,59082.71441,4422.805234,4422.805234,-29609.33548,59220.67096,-67.83894962,-205.7955014,9105.548907,16.56468023,12078.48679,-28925.63402,57857.26804,1157.607417,1225.446367,1363.402917
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,9971.812252,11401.3652,10.05691936,11.84629691,12260.59726,-45436.96066,90883.92131,4234.330626,7679.345515,88.68072607,-45456.48985,90918.97971,4401.287118,4401.287118,-45465.61397,90933.22794,-35.05839659,-49.30662612,9129.323613,10,11419.15836,-44654.0036,89314.0072,1569.914115,1604.972515,1619.220745
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,9896.078755,3298.427938,10,119.9987695,12267.01333,-74170.28403,148350.5681,4196.452449,11082.5473,10.00208822,-73936.82941,147879.6588,4171.216743,4171.216743,-73936.30288,147874.6058,470.9092436,475.9622923,9431.242103,19.41534374,11523.61859,-73107.30876,146220.6175,2129.95057,1659.04127,1653.98827
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0,9942.859915,2456.741156,10,86.14293688,12569.18817,-29833.36891,59676.73783,4518.871365,18087.08725,119.9996302,-30418.56211,60843.12422,4639.341067,4639.341067,-30477.8238,60957.6476,-1166.386393,-1280.909775,9173.896934,22.28498386,12888.32922,-29864.00858,59734.01716,-57.27933367,1109.107056,1223.630436
g1,n10e4,td100,l99,n500,n50,rad50k,2change,t0t120,10173.2374,2682.668615,52.5395569,119.9137819,12379.55314,-46288.83465,92587.66931,4410.428023,6018.969913,47.28420453,-47101.74108,94209.48216,4460.764582,4460.764582,-47102.57614,94207.15228,-1621.812853,-1619.482977,9042.658372,10,11884.96167,-46357.18788,92720.37577,-132.7064557,1489.106394,1486.776514
g1,n10e4,td100,l99,n500,n50,rad50k,2change,all,9987.584181,3147.883579,30.77672688,119.8617398,12459.56929,-75275.42712,150560.8542,4281.516448,4907.871197,10.01622998,-76049.17625,152104.3525,4438.233301,4438.233301,-76067.58321,152137.1664,-1543.498267,-1576.312192,9606.700278,10,12359.27758,-75294.06638,150594.1328,-33.27855194,1510.219748,1543.033648
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9912.792603,978.7570272,862.83128,32.23411398,10355.65446,-2948210.922,5896431.844,4396.873793,18914.15411,119.8456836,-3008679.142,6017364.284,4523.915377,4523.915377,-3015259.97,6030521.94,-120932.4404,-134090.0963,9102.371891,38.41099865,12471.00927,-2957863.404,5915732.809,-19300.96471,101631.4753,114789.1313
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,10058.74949,2186.822169,1070.873587,94.1213578,9868.260043,-4559164.297,9118338.594,4307.630533,6565.66784,49.31119498,-4638807.06,9277620.12,4376.683178,4376.683178,-4638969.991,9277941.981,-159281.5263,-159603.3873,8921.766159,10,11701.83121,-4567955.775,9135917.55,-17578.95642,141702.5696,142024.4306
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9871.691139,3139.918548,10.12538411,115.0516652,12158.12404,-7445336.496,14890682.99,4354.001218,5687.785246,24.99297581,-7525276.681,15050559.36,4338.364839,4338.364839,-7526796.682,15053595.36,-159876.3683,-162912.3702,9486.003975,10.03899156,12036.48089,-7443559.773,14887125.55,3557.444688,163433.8147,166469.8147
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,10091.20143,2656.10214,1254.26865,107.7588871,9392.65322,-2939965.306,5879940.612,4391.646293,18244.41271,119.9038719,-3000216.456,6000438.913,4513.631195,4513.631195,-3006521.019,6013044.038,-120498.3005,-133103.4256,9023.732162,10,12498.63102,-2942974.247,5885954.494,-6013.882361,114484.4186,127089.5436
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,9968.747016,2450.849932,1014.515756,94.61742458,9994.829256,-4539313.377,9078636.755,4302.54111,9001.935089,49.24921353,-4617554.406,9235114.812,4412.488841,4412.488841,-4617972.718,9235947.437,-156478.0568,-157310.6816,8875.023782,10,11691.47389,-4544133.655,9088273.311,-9636.555943,146841.5011,147674.1261
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10015.84414,3603.020798,1090.680017,96.21333163,9797.619772,-7407288.396,14814586.79,4194.641133,4822.619901,11.69673261,-7486208.228,14972422.46,4342.666327,4342.666327,-7487781.058,14975564.12,-157835.6646,-160977.3243,9463.419329,10,12030.91908,-7409098.786,14818203.57,-3616.782512,154218.8875,157360.5475
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9934.361607,2315.081505,659.227893,80.84130175,10809.64312,-2955042.466,5910094.931,4406.178757,19265.66566,119.9917933,-3015826.255,6031658.511,4532.625537,4532.625537,-3022485.751,6044973.503,-121563.5794,-134878.5713,9065.358538,10,12505.79996,-2951032.303,5902070.605,8024.325742,129587.9057,142902.8977
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,10028.24331,2280.163035,896.7031934,91.47018898,10289.15907,-4562693.878,9125397.756,4317.71674,7989.109854,49.27442176,-4642309.701,9284625.401,4412.859986,4412.859986,-4642621.401,9285244.803,-159227.6455,-159847.0472,8826.758856,10,11635.65697,-4565266.311,9130538.621,-5140.865051,154086.7799,154706.1819
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,10020.75926,3604.617306,985.8501473,93.19568542,10058.37344,-7441621.926,14883253.85,4203.289048,4698.961452,10.27227982,-7521355.432,15042716.86,4340.436776,4340.436776,-7522742.799,15045487.6,-159463.0129,-162233.7468,9497.24331,10,12028.02997,-7447231.903,14894469.81,-11215.9557,148247.0543,151017.7943
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,9964.784246,2290.98116,1053.812279,80.91219203,9877.181518,-2941287.406,5882584.812,4390.354201,20111.56835,119.9991144,-3015810.537,6031627.073,4523.473737,4523.473737,-3022872.759,6045747.518,-149042.2612,-163162.7059,9045.468697,10,12487.30149,-2944011.994,5888029.987,-5445.175453,143597.0855,157717.5305
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,9963.315125,2448.537936,1010.896698,94.91707025,9998.651507,-4535963.224,9071936.448,4304.295201,12114.42493,49.29952716,-4638461.896,9276929.791,4447.688792,4447.688792,-4639203.101,9278408.202,-204993.3432,-206471.7542,8881.610299,18.82681885,11684.85438,-4540837.086,9081680.172,-9743.723602,195249.6194,196728.0304
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9984.617771,3427.672329,1047.126881,111.3532542,9914.028884,-7400680.899,14801371.8,4237.817004,4882.683944,10.42927093,-7511149.776,15022305.55,4377.356091,4377.356091,-7512998.1,15025998.2,-220933.7533,-224626.4027,9457.214786,10,12044.5969,-7402251.294,14804508.59,-3136.788449,217796.9616,221489.6116
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0,10075.03381,2635.158031,1130.242072,95.11513115,9698.783605,-2954448.923,5908907.846,4385.767935,19166.54242,119.9788582,-3001386.014,6002778.028,4513.675351,4513.675351,-3008081.044,6016164.088,-93870.18177,-107256.2418,9120.785487,15.26215802,12462.94273,-2957070.469,5914146.938,-5239.092169,88631.08983,102017.1498
g1,n10e4,td100,l99,n500,n50,wgs,2change,t0t120,10023.76204,2695.934392,984.7128336,95.12537625,10054.5317,-4558811.952,9117633.904,4302.353135,8733.083621,49.23890624,-4614180.418,9228366.836,4408.600254,4408.600254,-4614573.867,9229149.733,-110732.9319,-111515.829,9023.08313,58.18329458,11632.68836,-4562815.34,9125636.68,-8002.775744,102730.1563,103513.0533
g1,n10e4,td100,l99,n500,n50,wgs,2change,all,9948.39706,3161.486822,258.0701,119.1911832,11733.90608,-7431648.112,14863306.22,4193.246642,4819.32632,10.5686309,-7478834.407,14957674.81,4350.86038,4350.86038,-7480670.894,14961343.79,-94368.59005,-98037.56419,9534.959526,10,12080.25147,-7433412.355,14866830.71,-3524.489166,90844.10083,94513.08083
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9599.954823,1046.024343,10,10.0000692,12382.89597,-8123.124644,16256.24929,4360.942018,11324.17309,119.9946189,-8258.866276,16523.73255,4561.020798,4561.020798,-8278.515843,16559.03169,-267.4832637,-302.7823981,9375.512532,624.7444185,9589.25034,-7697.324047,15400.64809,855.6011956,1123.084456,1158.383596
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9690.571988,939.3247947,10,29.96012683,12407.54668,-12371.94673,24753.89345,4713.277927,11232.66505,119.9509593,-12540.00783,25086.01566,5315.136552,5315.136552,-12554.10615,25110.21231,-332.122212,-356.3188567,8812.625062,13.95502763,10211.06391,-11771.23689,23548.47378,1205.41967,1537.54188,1561.73853
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,9831.767639,29989.96288,10,10.00088033,12885.69919,-20469.68445,40949.36889,4225.432013,5886.559385,22.61606475,-20610.19064,41226.38127,4676.627993,4676.627993,-20624.3086,41250.6172,-277.0123794,-301.248311,9664.658812,1277.291999,7653.939748,-19110.35141,38226.70282,2722.666066,2999.678446,3023.914376
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9796.40763,1491.448862,1223.941549,10.00386077,8120.795636,-7695.954604,15401.90921,3851.825088,15137.5341,92.14686196,-7864.561476,15735.12295,4127.461131,4127.461131,-7895.383216,15792.76643,-333.2137439,-390.8572253,8968.556382,519.1103632,10858.03446,-7858.780506,15723.56101,-321.6518023,11.56193766,69.20541766
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10051.8743,1226.20078,1355.537735,40.92731917,7674.544359,-11764.02861,23538.05722,4236.690753,9188.149842,119.9016326,-11980.44962,23966.89925,4810.589978,4810.589978,-11993.19476,23988.38953,-428.842026,-450.3323052,9014.821687,14.71363318,11692.36757,-11969.67943,23945.35887,-407.30165,21.54038005,43.03066005
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,9901.29734,7580.330932,1385.914701,119.9916741,7484.792416,-19109.97672,38229.95344,3786.372216,7017.957813,36.59650623,-19313.1046,38632.20919,4380.098618,4380.098618,-19335.85233,38673.70467,-402.2557536,-443.7512279,9224.977446,1931.991219,7129.907888,-19613.11912,39232.23824,-1002.284801,-600.0290509,-558.5335709
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,10199.27006,437.0001881,2142.697588,10.00662981,6598.931673,-7849.473395,15708.94679,4207.511495,11131.22868,119.9950377,-8184.225428,16374.45086,4419.179792,4419.179792,-8205.401791,16412.80358,-665.5040663,-703.8567924,9370.52938,10,11935.35896,-8033.784621,16073.56924,-364.6224511,300.8816189,339.2343389
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9945.99924,716.5225707,1905.496227,27.53151636,7544.806574,-11964.71378,23939.42756,4534.953803,7153.651887,119.6546722,-12446.83137,24899.66273,4893.0165,4893.0165,-12451.71842,24905.43683,-960.2351706,-966.0092723,8530.321643,27.04641611,11007.84452,-12267.50761,24541.01521,-601.5876539,358.6475161,364.4216161
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,9790.464373,5403.448435,2145.932803,119.99992,6812.279923,-19610.96517,39231.93033,4225.092318,6947.149128,30.73626657,-20476.43797,40958.87594,4771.072475,4771.072475,-20495.28212,40992.56423,-1726.945603,-1760.633901,10023.93863,1347.990685,8750.223589,-20286.06425,40578.1285,-1346.198174,380.7474357,414.4357257
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9755.440114,981.7234233,10,10.49150997,11776.90561,-8030.213482,16070.42696,4152.39366,8913.678675,119.8821828,-7999.319715,16004.63943,4355.975347,4355.975347,-8013.796863,16029.59373,65.78753274,40.83323675,9254.933287,10,12564.69653,-8126.163077,16258.32615,-187.8991936,-253.6867236,-228.7324236
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,9930.410642,204.0025035,1409.505679,13.58761314,8528.921648,-12254.23476,24518.46951,4583.863528,10404.46345,118.7094212,-12140.87403,24287.74806,5145.327965,5145.327965,-12153.21937,24308.43874,230.7214598,210.0307704,9351.149756,10,12279.99925,-12374.65102,24755.30204,-236.8325349,-467.5539849,-446.8633049
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,10243.82908,9827.142694,1467.091743,14.98743648,8544.986709,-20285.71477,40581.42954,4120.623271,4809.545721,10.00249276,-19768.84058,39543.68116,4576.416916,4576.416916,-19784.13712,39570.27424,1037.748381,1011.155301,9203.281928,13.54142801,11983.77976,-20451.59061,40909.18123,-327.7516862,-1365.500066,-1338.906986
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0,9980.806265,1792.937572,19.84810302,21.05939537,11527.68942,-8050.48623,16110.97246,4133.466659,10861.64794,119.9914433,-8218.406586,16442.81317,4380.242692,4380.242692,-8240.724545,16483.44909,-331.8407109,-372.4766294,9540.263083,10,11706.79051,-8054.889171,16115.77834,-4.805881122,327.0348289,367.6707489
g1,n10e4,td190,l95,n500,n100,rad10k,2change,t0t120,10171.49993,3557.164018,1448.51038,75.59608412,8094.537437,-12393.37443,24796.74886,4359.993125,10666.62572,84.06602251,-12600.87144,25207.74288,4882.141611,4882.141611,-12611.67407,25225.34814,-410.994022,-428.5992873,8897.041944,737.7648165,9144.658227,-12399.76154,24805.52309,-8.774228336,402.2197917,419.8250517
g1,n10e4,td190,l95,n500,n100,rad10k,2change,all,9289.527692,9427.864158,10.19249747,56.77337887,11118.62152,-20107.79899,40225.59799,3913.860289,4974.529258,10.48902805,-20285.07511,40576.15021,4502.928501,4502.928501,-20312.79049,40627.58098,-350.5522205,-401.9829909,9447.451047,896.7776604,9213.430834,-20107.61401,40221.22802,4.369966805,354.9221868,406.3529568
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0,9951.029569,1125.795772,1469.295934,16.83446563,9047.982276,-40659.2104,81328.4208,4371.538329,10126.10491,119.9987372,-41368.183,82742.366,4557.459928,4557.459928,-41447.97582,82897.95163,-1413.945197,-1569.530828,9496.918164,10,12522.98697,-41289.41786,82584.83573,-1256.414927,157.530273,313.115903
g1,n10e4,td190,l95,n500,n100,rad50k,2change,t0t120,9995.503681,1518.465495,1493.846339,44.46507262,8926.167348,-62126.60705,124263.2141,4640.656925,9286.127417,119.9548858,-63017.5554,126041.1108,5153.048183,5153.048183,-63067.13673,126136.2735,-1777.896686,-1873.059358,8968.317842,16.6370391,11699.00933,-63450.36994,126906.7399,-2643.525782,-865.6290822,-770.4663822
